strawberry_cropped_query (14100300),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.6766519576065888,0.05060122180107829,0.017639952456156106,2.3874124972616473,0
airplane_cropped_2,0.7593922145316967,0.040234740620434875,0.010652254782988816,2.458288866392126,6476400
airplane_cropped_3,0.710085631257654,0.04348584883322669,0.010582439697224747,2.3897920372889474,1153400
airplane_cropped_4,0.7414139947115033,0.04185262679696258,0.009031727427711958,2.4510067615175006,983900
airplane_cropped_5,0.6873125333518922,0.047964964860808326,0.01222613926936122,2.3901022530348537,1993500
ball_cropped_1,0.8087228947677756,0.042015100360860286,0.012115783394258155,2.5769438291607853,1004300
ball_cropped_2,0.8554695138999281,0.055412001072359524,0.025124711588979037,2.823052503875515,997100
ball_cropped_3,0.8962649741267725,0.02199158085038674,0.003962710559233109,2.480824480008629,3402900
ball_cropped_4,0.68694479363084,0.04627919655640694,0.022817992951894683,2.340624173651655,995800
ball_cropped_5,0.8118092248527032,0.04519600333661389,0.013502143081373453,2.6194338190436945,1995500
car_cropped_1,0.7190720706129522,0.04517369564923912,0.009860177462321165,2.462868054126344,1249400
car_cropped_2,0.7370499043466908,0.04701440571005789,0.012161037434159534,2.548145523854937,621100
car_cropped_3,0.7097507679952306,0.05346968203040168,0.015835224603322845,2.6036589322629444,555600
car_cropped_4,0.6535892890200209,0.05608482596580727,0.01752572138582869,2.457087568236497,1111000
car_cropped_5,0.6142354685905896,0.06566907491145971,0.02071115864518144,2.5244067255400746,0
cat_cropped_1,0.7697371439936717,0.032970386654597186,0.00920688811806961,2.3817811698206963,2005300
cat_cropped_2,0.7334140328814691,0.03635893486621601,0.013603037552010876,2.3347261961113612,2966400
cat_cropped_3,0.7807529287543313,0.03338478256836456,0.007495004296206559,2.415429272311891,2111400
cat_cropped_4,0.6833117908186509,0.04769584117410204,0.02037209426148125,2.351663902658789,3001300
cat_cropped_5,0.8026200873362445,0.03896485418224549,0.010351943009016774,2.5239266066080845,1571600
dolphin_cropped_1,0.7059201389865005,0.04983511989926816,0.012845216881775338,2.482988249065697,0
dolphin_cropped_2,0.8068052579959941,0.034302589735160545,0.0060665265190345385,2.4882509240643285,0
dolphin_cropped_3,0.8156427245568793,0.043204779397493856,0.011687509838736341,2.6110971666656693,0
dolphin_cropped_4,0.6415516125881979,0.05554519411296905,0.02757845927914492,2.337734904752605,0
dolphin_cropped_5,0.8033228150889054,0.03245010152477858,0.006388579824609506,2.4573312428480465,7029200
face_cropped_1,0.8670812797525429,0.025787279374235896,0.005282483090078705,2.4748887771788652,3766900
face_cropped_2,0.8953384266980924,0.022889470275889428,0.004142068508917913,2.488350293541131,0
face_cropped_3,0.8922653660698783,0.02553076671447564,0.0052068296093134864,2.505696424805227,5365700
face_cropped_4,0.8376653246604808,0.02819802071791368,0.008311725213659034,2.4488441441463187,2006000
face_cropped_5,0.8901909699438902,0.021816688594615677,0.004097255607170837,2.4724065643832853,3095000
lotus_cropped_1,0.7351080779391913,0.040463125441037355,0.013803494041481111,2.4026098834306864,1118000
lotus_cropped_2,0.782356353008527,0.032984703187775306,0.010679357633214303,2.4068240744259786,994500
lotus_cropped_3,0.9409311174643707,0.04148519408087604,0.014563474989735176,2.7282183529720876,1995400
lotus_cropped_4,0.8211436222727909,0.03053298691011985,0.006471271326790039,2.4653005328438518,1004300
lotus_cropped_5,0.8795114990767166,0.02847840923927881,0.00589170699387222,2.51610881836113,1400000
pickles_cropped_1,0.8719029119046001,0.05728947504037063,0.024382221862050083,2.8877170108486125,107330300
pickles_cropped_2,0.831261208434276,0.05327712032864644,0.020695645903338434,2.7510387590902576,63566300
pickles_cropped_3,0.8513888040663788,0.05576368031572126,0.023473308565738517,2.8186958527706922,120779400
pickles_cropped_4,0.8865207805415106,0.048154053116054446,0.019670798980661285,2.7400742119184085,113001200
pickles_cropped_5,0.8413252163366319,0.05903543852609409,0.02472064620103086,2.866207878794574,102692700
