dolphin_query (19654600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9392223962411905,0.017380522785102933,0.003316040634181958,2.5167606524259147,0
airplane_2,0.9222226818338507,0.016102058560286403,0.0026654986055337816,2.486259245582826,6686600
airplane_3,0.959849817458519,0.022269334234729092,0.008143077884289179,2.570357941564656,3126800
airplane_4,0.9375051152101394,0.02469519737520393,0.009062623730876884,2.5687707288125234,1999200
airplane_5,0.9490081892629663,0.02903142209264658,0.011304339505369024,2.6187716925286972,2732900
ball_1,0.8284098051539911,0.02465185185185185,0.006719919001406159,2.4340591572551777,3454500
ball_2,0.9767573696145124,0.06165925925925924,0.03270268946877434,3.105279052937306,2172000
ball_3,0.8781081974958659,0.025674733637747332,0.005704142379536522,2.5192329651129906,379400
ball_4,0.7662013225569435,0.0329037037037037,0.011991281698079172,2.398298937846502,0
ball_5,0.9011768525282038,0.043502396514161226,0.01804023360246785,2.7349614711148287,7098800
car_1,0.8752681039248205,0.022763150968227112,0.007172502838794692,2.4776056626553324,0
car_2,0.8899971992157805,0.013276781349877793,0.0024561130366089843,2.421483655001235,6708300
car_3,0.9127688651218062,0.013438766685467191,0.0029732323032248815,2.449318763344844,3134400
car_4,0.7824172214359351,0.025803120887384845,0.009368426849825235,2.3527910531816456,1989200
car_5,0.8466901720517122,0.01891746568903929,0.005155246121898782,2.4042012094430616,2074900
cat_1,0.9299423223419305,0.0243123719464145,0.008272009241850177,2.5601657293017555,0
cat_2,0.7348227556384163,0.03549415575271088,0.0127630054220355,2.356228085534479,6701500
cat_3,0.7785531219686528,0.03196296296296296,0.00986230348524319,2.4133730900595376,3108300
cat_4,0.7146178467166121,0.03924948613535,0.019443487127857376,2.3544725369906767,3000500
cat_5,0.8455628121398386,0.033274074074074074,0.012191719513315507,2.543873440563004,3036700
dolphin_1,0.7878812433291948,0.03188570246223877,0.011154908587060839,2.4287625002815516,2003100
dolphin_2,0.7916873509514769,0.031084259259259263,0.008126149992479485,2.4344815796383577,2514400
dolphin_3,0.9167857500250174,0.04053090105030403,0.01613846152547159,2.7117479570248797,0
dolphin_4,0.6580064852671648,0.054372605363984666,0.021706429155464127,2.43985056096273,0
dolphin_5,0.9089719772682736,0.02022953425528533,0.005150218000630778,2.5019761756854555,8382800
face_1,0.8526954881803377,0.02472460008382929,0.0058018780273437496,2.4672959500158553,3007900
face_2,0.9561154948734044,0.01553686914286384,0.0030113163965513577,2.5156111491003346,3055300
face_3,0.9066507626507627,0.029148465481362847,0.008767033569607015,2.576921432265826,4108000
face_4,0.8238051977401132,0.02758047474934634,0.009768678501833473,2.4451172342671534,2245100
face_5,0.8493446824089328,0.024437932437932436,0.006206256386928952,2.4572854591009885,0
lotus_1,0.7433903662475091,0.040748115801390906,0.014033617942802836,2.4542192792162716,8597600
lotus_2,0.8879637007525458,0.02033363567649282,0.004418383200465662,2.4788646138248702,1982200
lotus_3,0.9821462105969146,0.06038907103825136,0.028103706349623357,3.057651698647688,1997300
lotus_4,0.7130085342613307,0.04105675077467907,0.013642016176770638,2.3772755124014298,3927500
lotus_5,0.9094352059925094,0.02460544217687075,0.008005691546430917,2.541477059138864,3001900
pickles_1,0.9957005842795722,0.07946263477867342,0.04127854654746129,3.8293020176809023,149576700
pickles_2,0.9967121721106428,0.08078652777777778,0.041719676284880776,3.9619551824267796,192575600
pickles_3,0.9921831735889246,0.07466321173354337,0.03915633800915983,3.514111507983313,138285800
pickles_4,0.993350735475678,0.07431169830895706,0.03939308937282215,3.510820742011482,162881100
pickles_5,0.9936260916352799,0.07718377429711695,0.03983424552033794,3.619929845720433,87358900
