lotus_query (19654600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.46164106154520007,0.044099752865699296,0.026241915012242423,2.9427984266313105,0
airplane_2,0.4477171908381487,0.046783334308543485,0.025167119053794627,2.902547996271335,6686600
airplane_3,0.5236905342586939,0.0347434559885645,0.016835796052042874,2.9978002124372236,3126800
airplane_4,0.5181606173222251,0.03548778238179953,0.01620724703909072,2.996935820592924,1999200
airplane_5,0.5702248577289063,0.029056250102946754,0.013703639196558978,3.04202471573682,2732900
ball_1,0.39503456945317417,0.05784908976773383,0.03029837453252149,2.84871682499551,3454500
ball_2,0.8902052346362275,0.017661770244821087,0.008289871818834888,3.506802916296554,2172000
ball_3,0.4600381986570411,0.0444932667750174,0.024992123788672833,2.922184864602165,379400
ball_4,0.37115779773098057,0.06403490269930948,0.035351982421199045,2.8028194642992603,0
ball_5,0.6273126080730297,0.02438661792400576,0.00792489436923707,3.1499133318684254,7098800
car_1,0.4395325069567419,0.04833904040838567,0.0188196435013409,2.898156573042158,0
car_2,0.39875551595124603,0.0570856634833233,0.02502305529715213,2.8417970277918774,6708300
car_3,0.42258225324027926,0.051774240729587896,0.027179772471545984,2.8752726944778524,3134400
car_4,0.35132376106465957,0.070050818778858,0.03392126868584361,2.777643485276753,1989200
car_5,0.3833858922625224,0.06081499326048927,0.029301654937709826,2.8328295327922244,2074900
cat_1,0.5122130181443916,0.03628777497295348,0.017269965940360753,2.970163656311571,0
cat_2,0.3470345895429535,0.07133277480612661,0.03616533777806391,2.7599933591925483,6701500
cat_3,0.378029703201622,0.061970733445309706,0.03267905200526681,2.8184092867596653,3108300
cat_4,0.3404842768307929,0.07323347235779575,0.043414127082602665,2.770132791705755,3000500
cat_5,0.47695944054122685,0.041610546139359696,0.01379968549728503,2.944035238059491,3036700
dolphin_1,0.37843028452380545,0.061152479247546014,0.035330911378214876,2.8709323040905033,2003100
dolphin_2,0.3877666169253955,0.05940889830508476,0.030449379621586874,2.8512634834575765,2514400
dolphin_3,0.6248400999343608,0.02426404699665515,0.00928143744058268,3.133897300296682,0
dolphin_4,0.3328500048985991,0.07212531657899864,0.04469933546736734,2.8486574575093226,0
dolphin_5,0.4614127283053836,0.04431657816250818,0.020195423993692223,2.9207345024670546,8382800
face_1,0.4307340577770799,0.05020385594788071,0.0286766739298605,2.878390817570941,3007900
face_2,0.4809918565865493,0.04101705386469,0.023084320347099806,2.9315739146420547,3055300
face_3,0.525885465885466,0.03440081854175009,0.017106487068059405,2.98525964006775,4108000
face_4,0.4096836541223787,0.054512134278407454,0.0332465858098992,2.8625073345610446,2245100
face_5,0.4218077234523776,0.051964984168374,0.029060997777780154,2.8702972951524006,0
lotus_1,0.37564856451055006,0.061471492364246434,0.03724888084201758,2.8651337497425917,8597600
lotus_2,0.4406745897764875,0.04818621007725124,0.025616619092585963,2.8865274448598424,1982200
lotus_3,0.974238652252498,0.012297304806890803,0.0035559565438460262,3.4671937207820207,1997300
lotus_4,0.35174736788887623,0.0697388524996061,0.036856141751066565,2.781142389285343,3927500
lotus_5,0.49005675109502955,0.0395615127406895,0.017839437693114392,2.944667130371235,3001900
pickles_1,0.9053538501618786,0.032238165100082296,0.016814808751344206,4.269789259217113,149576700
pickles_2,0.9111850354162302,0.03326242231638418,0.017218475592026574,4.392771743301283,192575600
pickles_3,0.8862491322057966,0.028706338449402666,0.014813533471730813,3.9570702736435646,138285800
pickles_4,0.9015430385152936,0.028073013891526798,0.015032158893151371,3.9471103344435643,162881100
pickles_5,0.9647927301246793,0.029211210026496882,0.015391383474675847,4.056279685934242,87358900
