airplane_cropped_query (14100300),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.7667696400546802,0.03861054567152043,0.01608965913087271,2.335180456774279,0
airplane_cropped_2,0.8625658294038862,0.028359877416963435,0.007714770020189562,2.398335108744317,6476400
airplane_cropped_3,0.8414656077118746,0.02269963223916356,0.005600855951746585,2.3212172848166848,1153400
airplane_cropped_4,0.8819528686487024,0.022053082034479594,0.004256366404944165,2.376652690954963,983900
airplane_cropped_5,0.7967324677567229,0.031642672081223296,0.00926602261344173,2.320076723646215,1993500
ball_cropped_1,0.8568115010553371,0.04205312622483373,0.013102812418274306,2.5276939252691144,1004300
ball_cropped_2,0.9239411437980938,0.05632398068507767,0.0260797892141287,2.767436440805828,997100
ball_cropped_3,0.8748714248731535,0.03282298213901831,0.007765899026354792,2.4623207822061923,3402900
ball_cropped_4,0.6580307461652747,0.06003180724470321,0.023607150087580454,2.3372699434436366,995800
ball_cropped_5,0.852354872674253,0.046839167778046344,0.01404005301284184,2.5776803457859137,1995500
car_cropped_1,0.867494159192723,0.023193444403148675,0.0031955064885094172,2.3840766673809175,1249400
car_cropped_2,0.9057520570639138,0.02486987491351028,0.004309423350964239,2.4385480978523844,621100
car_cropped_3,0.8692293361872133,0.0342237840688297,0.00816654316502938,2.4821031038234773,555600
car_cropped_4,0.8087479882521779,0.030772265923635255,0.009444371474205081,2.3464452820639377,1111000
car_cropped_5,0.7669148979094553,0.042647846427432426,0.012973559740276159,2.404510138514796,0
cat_cropped_1,0.7906460873615394,0.03593055947275483,0.010189123240216917,2.350962240493714,2005300
cat_cropped_2,0.7332369576010729,0.043648894348596104,0.014438455274698876,2.314560765142543,2966400
cat_cropped_3,0.814955972817499,0.03394295460017352,0.009545382484888227,2.386093108298009,2111400
cat_cropped_4,0.7214185966542206,0.046501743455988565,0.020196388558835737,2.3181378637818044,3001300
cat_cropped_5,0.8394600460817226,0.04020724065697445,0.01202357944763926,2.4863036695007206,1571600
dolphin_cropped_1,0.8510211180058702,0.029968429022481657,0.00854142111723683,2.398080191135453,0
dolphin_cropped_2,0.8721535379995791,0.03004794855520844,0.00672040076045889,2.440016574055231,0
dolphin_cropped_3,0.8844593253675859,0.0406195902840387,0.011401258523089448,2.5515110327960775,0
dolphin_cropped_4,0.6288560751302461,0.06573512570046239,0.0278307080804607,2.3333831023195035,0
dolphin_cropped_5,0.8992926659078047,0.022024137937353343,0.004836034894747913,2.394645682655289,7029200
face_cropped_1,0.8938046106749316,0.028485575450898738,0.0067898737681645685,2.443072215284075,3766900
face_cropped_2,0.9203502402956384,0.026000519963288587,0.006837687421141346,2.456879190034601,0
face_cropped_3,0.8975093605380244,0.03194193023794121,0.008299959749756329,2.47916605050141,5365700
face_cropped_4,0.8368368123879023,0.03559607669167478,0.009921214608756166,2.42796883025164,2006000
face_cropped_5,0.9029051269010181,0.026900303301915743,0.006816959891479645,2.443447296207971,3095000
lotus_cropped_1,0.7469425535949352,0.04530480041435808,0.013892231155578319,2.3750054133056815,1118000
lotus_cropped_2,0.7822598733429488,0.04025415173899355,0.011528210176910829,2.3886184993813178,994500
lotus_cropped_3,0.9456009790389881,0.04823972745263201,0.016177130896445967,2.6964439131376174,1995400
lotus_cropped_4,0.8238336581120403,0.03729949162767748,0.007743716402695179,2.4435447262682577,1004300
lotus_cropped_5,0.9129703928454662,0.030453260287599017,0.00844598596809515,2.480819439829244,1400000
pickles_cropped_1,0.8831576525652831,0.06360099635245227,0.025173511278688145,2.8254426257003704,107330300
pickles_cropped_2,0.9280697404130093,0.050287072504499264,0.02077347025947872,2.6835309790426582,63566300
pickles_cropped_3,0.9220002786927591,0.056472329151974185,0.023768525747838654,2.752791524504544,120779400
pickles_cropped_4,0.9279953587308504,0.05109484989632033,0.020314314352961275,2.6889296598629238,113001200
pickles_cropped_5,0.9385735100784528,0.057942813085845625,0.02481251232486066,2.7926286464381525,102692700
