car_query (19654600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.908608324157587,0.028113146029990294,0.006273031864016717,2.4960086184545207,0
airplane_2,0.8996603073448624,0.02577761162352822,0.0051229050987735315,2.4615143334981577,6686600
airplane_3,0.9627577803313774,0.027772197317303817,0.006600429375371892,2.542014154285129,3126800
airplane_4,0.9585552211159991,0.02762731291960046,0.007157038204593964,2.5392428521471198,1999200
airplane_5,0.9586653148763143,0.03370326520746079,0.009791318211831617,2.590984061968351,2732900
ball_1,0.8078771133310148,0.03443308892648995,0.00943088974865891,2.4080434146852854,3454500
ball_2,0.9860665078214026,0.06708223350253806,0.03063322654091479,3.0710872951806407,2172000
ball_3,0.8522580018491405,0.03574803560253112,0.007825846649530814,2.4975100743458882,379400
ball_4,0.7553030952904887,0.041010641097950745,0.01478139010439285,2.3791736871867593,0
ball_5,0.9110494772451145,0.04835187949968481,0.016212649454306657,2.7077286484301015,7098800
car_1,0.9387064676616915,0.017884940778341792,0.004711949421881044,2.439965642699449,0
car_2,0.9067338854879365,0.01604060913705584,0.003232563408367146,2.3898637974118775,6708300
car_3,0.9100458365164247,0.01983079526226735,0.005702726832992274,2.4225632005713775,3134400
car_4,0.802327409970121,0.027428087986463626,0.01164776459633176,2.3216969889895864,1989200
car_5,0.8560776833709035,0.02299492385786802,0.007107223403395338,2.3743933365873495,2074900
cat_1,0.943143230733281,0.02831011268315512,0.00735939779052559,2.5332703599028297,0
cat_2,0.7338107028404393,0.04162385079101607,0.015425524745059597,2.3319176527846985,6701500
cat_3,0.7808030240714408,0.03743136537552781,0.012572060427180239,2.3915363413379236,3108300
cat_4,0.6963803362562527,0.04918081873831734,0.02219221330360889,2.335552877153873,3000500
cat_5,0.8988242773371607,0.030967926301936448,0.01037524026145197,2.5099433593998324,3036700
dolphin_1,0.7850117972289697,0.038340375653423325,0.013456377452751793,2.405727546548096,2003100
dolphin_2,0.7902995212906695,0.03725782571912014,0.01066167642119633,2.4102390753757756,2514400
dolphin_3,0.9275548721668619,0.04525065030179054,0.01436413706324927,2.6875168819862605,0
dolphin_4,0.6328968075338453,0.06540003792519986,0.024513756017564788,2.430082152482523,0
dolphin_5,0.9360996965057878,0.021738088494804034,0.004246108346963063,2.4708142104098187,8382800
face_1,0.8279443423946081,0.03497480845416115,0.008808075283742157,2.4462200063506088,3007900
face_2,0.9414702230730254,0.023727431642563176,0.004778233110887688,2.492465679252817,3055300
face_3,0.9123742357244897,0.03424969904228718,0.008196361797021975,2.555723614801775,4108000
face_4,0.7991942871891942,0.037974114214608785,0.012724162832520005,2.428221542593771,2245100
face_5,0.8229740729280781,0.03503814854068662,0.009113473311614738,2.4378129540311626,0
lotus_1,0.7192213756753278,0.05120859471401444,0.016971732402751613,2.439222344939077,8597600
lotus_2,0.8646186826298866,0.03022928968541732,0.0069687535535900074,2.457661773499378,1982200
lotus_3,0.986132531227977,0.06608207816704113,0.026241520471452423,3.041824798816901,1997300
lotus_4,0.6998413942167562,0.04978016866543978,0.01650748038128395,2.356292256301619,3927500
lotus_5,0.9357949770908194,0.02652514474486918,0.007096295005229317,2.5094713832303355,3001900
pickles_1,0.9986456053041874,0.08532989466447459,0.03920696459961265,3.798251416497635,149576700
pickles_2,0.998756343363591,0.0866722263113367,0.03965594800221498,3.9308674494349085,192575600
pickles_3,0.9960546821419628,0.08047902372779224,0.03704966658056644,3.4804175919068427,138285800
pickles_4,0.9970430029164525,0.08012943007788252,0.03729380281976449,3.478936069170749,162881100
pickles_5,0.9980931261249357,0.08300829579228222,0.03776566767855205,3.5905860351322785,87358900
