strawberry_query (19654600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.7920352850748557,0.03407742675622453,0.008191469128241268,2.5865797458755586,0
airplane_2,0.7949932860238634,0.030847002888901152,0.0074097643876229425,2.54935207966721,6686600
airplane_3,0.813885085689742,0.03619033196923426,0.007885826804855983,2.654432999234967,3126800
airplane_4,0.7748957593766723,0.04120367791200427,0.009248022005711681,2.6676806887108757,1999200
airplane_5,0.8360085261453161,0.037022150979527296,0.009522865560249826,2.6968742815970237,2732900
ball_1,0.7390719476019398,0.0350059860598606,0.01101196610534638,2.4837135358433176,3454500
ball_2,0.8944448628159751,0.05946978269782699,0.029110604206331322,3.1599506486374693,2172000
ball_3,0.8476561335422003,0.024088063825843737,0.00559337380917598,2.549990571860474,379400
ball_4,0.7197182449414503,0.03578439251059176,0.015111353980941489,2.4361631222524083,0
ball_5,0.823249298964867,0.045377999662349566,0.01523666799320891,2.8008738139864398,7098800
car_1,0.7408433845532485,0.03913049993444097,0.008869743264696642,2.5669869798327185,0
car_2,0.707453289873194,0.04109471094710947,0.008819197960434708,2.5112937120825207,6708300
car_3,0.7310494476220545,0.03914617166476233,0.009510016068386166,2.5304696664874595,3134400
car_4,0.6453258855595319,0.04881275716310463,0.01529937979771051,2.4297786912277917,1989200
car_5,0.663628214225614,0.0481522967513939,0.012147148737031412,2.497461702114391,2074900
cat_1,0.8674412973316803,0.026872261914108502,0.005756529155298034,2.6137725570217043,0
cat_2,0.6873753612856567,0.0393242415313887,0.015908725239048533,2.395938012808263,6701500
cat_3,0.7235264296279048,0.03626015314207196,0.012610894863069757,2.4544080745718344,3108300
cat_4,0.6478047259105069,0.047491676487445504,0.023200628512565276,2.397310779823705,3000500
cat_5,0.7810126833500375,0.03673937406040728,0.00938158907733268,2.6036451124634064,3036700
dolphin_1,0.6352491480217685,0.054391281342981025,0.017315345141551856,2.526939702996545,2003100
dolphin_2,0.689702324092886,0.043995233702337024,0.011405523457841495,2.494974686664733,2514400
dolphin_3,0.857394641193485,0.04060080899316455,0.013429276908762175,2.7783903088487376,0
dolphin_4,0.6561570239979856,0.048257889044407684,0.02443605643416663,2.4458129129988935,0
dolphin_5,0.803509114456224,0.0308472831509431,0.0063426315465988335,2.5740751363425627,8382800
face_1,0.7893911174267687,0.02933478475657386,0.009107676697187051,2.508427623900393,3007900
face_2,0.8365067433513319,0.02767449661132296,0.0058453119578746665,2.580664104425606,3055300
face_3,0.9011619908298876,0.0234319411524557,0.005247926764092172,2.6150474774236354,4108000
face_4,0.753847720307712,0.03383504935660807,0.013301231390200008,2.4904736087965484,2245100
face_5,0.7808146450492512,0.03013606729473888,0.009360758709625468,2.500075440145775,0
lotus_1,0.7151785571659058,0.03956863629771669,0.017112806721438126,2.4822019411677325,8597600
lotus_2,0.8077358462827658,0.027540728468509173,0.006390204063994961,2.524539775491405,1982200
lotus_3,0.9852250031554641,0.053730163531143516,0.024404999837511845,3.1104412694232617,1997300
lotus_4,0.7068094618306362,0.03588984774309895,0.016356019017948725,2.4000380437218163,3927500
lotus_5,0.8573550589438478,0.02599664466032415,0.005225224134944455,2.5880412973569173,3001900
pickles_1,0.8319734523297639,0.07532104981983322,0.03769943784647198,3.969427224851697,149576700
pickles_2,0.8210875151421803,0.07634248800738005,0.03809925890707211,4.091936394833167,192575600
pickles_3,0.8470840952467035,0.0716840330991918,0.035716184930913795,3.6481447423270272,138285800
pickles_4,0.8506033977435615,0.07136911955436354,0.035904427936472805,3.629020793545017,162881100
pickles_5,0.9268485976072872,0.07196291353443444,0.03627832246043333,3.731877100029786,87358900
