dolphin_query (15877800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9165640621185661,0.07249823425090601,0.02454164006454846,1.2614396374237016,2100600
airplane_2,0.8541836785879026,0.0853933213996505,0.027491233908114407,1.2129202819836231,0
airplane_3,0.9534966953429254,0.04553214931245099,0.011421551844792814,1.242534300678687,0
airplane_4,0.9308597316301371,0.04920107466234861,0.013934741767435527,1.2259924218056764,7709600
airplane_5,0.9481633506723068,0.08537922470575532,0.023288979167071292,1.3288923619556297,1997400
ball_1,0.7395980988910197,0.1302814814814815,0.046682198473518656,1.1558536256284537,1999900
ball_2,0.8413127948931447,0.1548148148148148,0.03488491602763498,1.4421901760819267,2063800
ball_3,0.8535755186029098,0.13405149670218164,0.03876580199234855,1.363852036662806,2104800
ball_4,0.778983746422593,0.14748148148148146,0.04763261093140562,1.2981150711145224,3014000
ball_5,0.8776223172258927,0.1481516339869281,0.038118760096238456,1.44673197892911,1425000
car_1,0.8235982243690809,0.08292536191013347,0.026265781057435027,1.1579200772476006,2416900
car_2,0.8728543092674761,0.056005865764241394,0.013217736528265236,1.1656927261378691,1508100
car_3,0.8997623747049033,0.06752382026696747,0.019588697020958418,1.2282579356384642,3018900
car_4,0.7868106785341108,0.10136785109983079,0.031075647933737165,1.1469311318495627,2041400
car_5,0.7758113156100886,0.11038849407783419,0.03264556110026766,1.1530504104520383,1999800
cat_1,0.8996144821646023,0.08851221434200157,0.022959240875820908,1.282921448161534,3126200
cat_2,0.7497324744661097,0.1551167441205464,0.04652105626874769,1.2714542167415546,2137800
cat_3,0.8310725406739999,0.12070010010010011,0.03433492608308795,1.2857773151804144,2987700
cat_4,0.7299973785716961,0.15765150281171222,0.05726343657787259,1.2428770447755113,1450500
cat_5,0.8436976730758129,0.12419259259259259,0.03422961279825181,1.3205670444966267,0
dolphin_1,0.75137175645225,0.12144771363542312,0.03538159417014205,1.138986380223623,0
dolphin_2,0.7456254644359313,0.1429430555555556,0.03854621243629725,1.217771936890461,0
dolphin_3,0.8621276369626443,0.14987462686567166,0.042880347250396286,1.4415360638810208,8425000
dolphin_4,0.6342653981554218,0.2268906130268199,0.06414362871042355,1.371556071113281,1998600
dolphin_5,0.9086777607003028,0.09514830710538863,0.03441706084243506,1.315995121253871,2997700
face_1,0.786695913298783,0.14371693059332746,0.04898983566163636,1.2998803399307968,2800000
face_2,0.8850161759254302,0.10275852703289698,0.03496915353529307,1.3054760323907493,3000000
face_3,0.897302572600004,0.13416566770961538,0.043642255062618485,1.4226775874686843,1578600
face_4,0.8318505426649655,0.1270767216354765,0.0419960975257429,1.3130347863628142,0
face_5,0.8051946275946276,0.14796564916564914,0.051263411238006915,1.3507419498306548,7249900
lotus_1,0.7033941715758911,0.1913399967653242,0.0685027478976715,1.3515691993545083,0
lotus_2,0.8599616122840691,0.13471126228269087,0.03794892107405942,1.3751573339967755,0
lotus_3,0.9953305598404464,0.20405470552519733,0.0561447589232909,1.7942894451676812,6852000
lotus_4,0.7094352997096418,0.18093173970783533,0.05872333643986213,1.305854407980697,3142000
lotus_5,0.873693313222725,0.13201965230536658,0.03317712223399327,1.3806342637639757,2989700
pickles_1,0.9999442138617396,0.2600460602739676,0.060748411673306434,2.403341572908112,118960300
pickles_2,0.9999507192640743,0.26505562962962964,0.061740831663573935,2.518048324734375,172565000
pickles_3,0.9731735274247919,0.22826308284412228,0.054090094780284356,2.086456014105863,112133600
pickles_4,0.9999216171257872,0.23763473467847207,0.05545576951616643,2.1720661566742288,138569100
pickles_5,0.999915679139668,0.23985540187909826,0.055858561940281395,2.1936894100213453,75680700
