ball_query (15877800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8135110020792862,0.11034187124859252,0.03305053708830494,1.3115027869283424,2100600
airplane_2,0.7467823233830739,0.13206367138059016,0.04072245085138993,1.2718665897998034,0
airplane_3,0.7370106809825002,0.14869947554843782,0.048697677066808935,1.3229380790857799,0
airplane_4,0.7435390505086306,0.13990632976343095,0.04453897297473026,1.2965812343302616,7709600
airplane_5,0.8164523936817486,0.13004278366398825,0.03839346076530681,1.3907957516329406,1997400
ball_1,0.730950487668329,0.11785040650406503,0.03670304023048256,1.175673484644023,1999900
ball_2,0.6348315041375702,0.22441001419538004,0.060930877520695856,1.5372527085906615,2063800
ball_3,0.9225268663632069,0.0830029195106041,0.029990215725171274,1.3732270935023307,2104800
ball_4,0.8994267682141309,0.062816156923474,0.013790625781404815,1.2902770458290462,3014000
ball_5,0.9134993384801428,0.11509448657511785,0.0320928315479796,1.4606657518672956,1425000
car_1,0.6181625424845517,0.2025152549567555,0.06925028263701132,1.257479189745029,2416900
car_2,0.6929001620455346,0.15546183460384277,0.048123604286889325,1.23593956996697,1508100
car_3,0.788415210618743,0.11385609932966624,0.036881325896700116,1.2818297368153833,3018900
car_4,0.7272812469599418,0.12413519871239322,0.031499370329280775,1.1886742628612423,2041400
car_5,0.6887498770868514,0.15184126591084618,0.039995856278982334,1.2064224073153689,1999800
cat_1,0.7516686272373091,0.14844105073269578,0.043703806898185295,1.3427978060270502,3126200
cat_2,0.8286004241359566,0.09060651024761199,0.020044444555916786,1.2682888153293717,2137800
cat_3,0.8038278028018242,0.11692453777819631,0.03630881900128337,1.3163720871072477,2987700
cat_4,0.8499469777306469,0.06454256891110421,0.014880719422013139,1.227178602821546,1450500
cat_5,0.7341712280303622,0.16181979610272293,0.047670149061488906,1.3739596278667912,0
dolphin_1,0.6540289323176376,0.17223256055385772,0.044356887380299165,1.1997322692706633,0
dolphin_2,0.6403588888634998,0.19191659407665504,0.05957754206538512,1.278906901559158,0
dolphin_3,0.8736340857977138,0.1265096700007512,0.038353021135690925,1.456855567031639,8425000
dolphin_4,0.7953144601584048,0.11994498177740398,0.03163345252678983,1.3208522077612523,1998600
dolphin_5,0.884400173035877,0.08877410736093873,0.0304054300647706,1.347874982452281,2997700
face_1,0.9217830344222108,0.05123636451399734,0.01185285202846174,1.2880695950634595,2800000
face_2,0.8957731969593803,0.07865514086073239,0.025644072708269485,1.3287546605161378,3000000
face_3,0.9759966116827513,0.08263032178852799,0.02846542118485063,1.425420712172581,1578600
face_4,0.9452322553800654,0.04922564628647953,0.017727684058161795,1.3109719940791242,0
face_5,0.9540141159653355,0.054979004735102296,0.01415590516077292,1.3341008172908941,7249900
lotus_1,0.8931349100359235,0.07087204377970167,0.020363978367971863,1.3049479008348543,0
lotus_2,0.9432898920750612,0.07774099883855981,0.02481989005512077,1.3790237298505712,0
lotus_3,0.9992079534954854,0.1847223491555759,0.0545220523090305,1.8242573179369725,6852000
lotus_4,0.9148677737126111,0.04501006427252662,0.009340037636155112,1.2660263625558956,3142000
lotus_5,0.8226698058835792,0.13645539516619656,0.04639671851659685,1.425837579281824,2989700
pickles_1,0.8388682353184491,0.25452321599586325,0.07098474660687333,2.5970848155980275,118960300
pickles_2,0.8288395412860464,0.25863133042973285,0.07153685797554497,2.7306747329795535,172565000
pickles_3,0.59650943312648,0.26723963241056986,0.07577777780647811,2.283012229212117,112133600
pickles_4,0.674006574875658,0.26008277809940833,0.07250948130673768,2.35623756416978,138569100
pickles_5,0.6866445850424918,0.2593207653081362,0.07217494448173158,2.378053669163127,75680700
