car_query (15877800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9496215127080851,0.0903171835376276,0.02787538411089358,1.2052715609572262,2100600
airplane_2,0.8669491633391816,0.11355575773152718,0.033293237086272624,1.1624866030978123,0
airplane_3,0.9580438498282685,0.0788925658228736,0.02071460302040091,1.1903317213022215,0
airplane_4,0.9397402791811685,0.07993777632225316,0.021234689085793144,1.1741211868535566,7709600
airplane_5,0.9747440173452065,0.10853420846221012,0.028607655194917554,1.2730702381391032,1997400
ball_1,0.755649128658384,0.15479165256627186,0.04551695412021857,1.1017719523261322,1999900
ball_2,0.8165572682662925,0.20130355329949237,0.04646919549257668,1.409644470098016,2063800
ball_3,0.9047136238319544,0.1458862967341168,0.04096992227050049,1.3024533472195294,2104800
ball_4,0.8245930986505011,0.15837270163564582,0.047916346935021684,1.2386303272350194,3014000
ball_5,0.9266099932725824,0.1642974022096148,0.040844954633288376,1.3853334544506877,1425000
car_1,0.9028378786354032,0.06554991539763114,0.02317187067419704,1.098410741869632,2416900
car_2,0.9610463316479209,0.034077834179357024,0.008350832374691895,1.1058225946529234,1508100
car_3,0.9703355393010565,0.06230118443316412,0.018373094713125152,1.167482228281243,3018900
car_4,0.8596696389416754,0.08668358714043993,0.026338341210841776,1.0856813052217114,2041400
car_5,0.8364171779141104,0.10451776649746193,0.03136857330579227,1.0944211293562685,1999800
cat_1,0.9140255394673101,0.11678273391654967,0.029462722452559216,1.23320918970706,3126200
cat_2,0.8013433571822461,0.1609757258754576,0.04759760941451454,1.2157986227079391,2137800
cat_3,0.8784335369383266,0.13088771512629382,0.03937257957745189,1.2338194944011458,2987700
cat_4,0.7808567679328793,0.16196702722335912,0.05448804443088263,1.1791059205131291,1450500
cat_5,0.860125451259041,0.15168016544463248,0.04190956463532137,1.2754050175486034,0
dolphin_1,0.8065090936491445,0.11807711576818006,0.0321148164637738,1.0802819776960564,0
dolphin_2,0.7454193263869411,0.17899291455160746,0.0456270234555447,1.1745154829976212,0
dolphin_3,0.8849873076216578,0.17627985285080522,0.04712385830423256,1.3833134408799552,8425000
dolphin_4,0.6787350982198279,0.23840736040609137,0.0655833522135643,1.3162423730926502,1998600
dolphin_5,0.9569529161594231,0.10680123163620256,0.036247795546836124,1.253623482041265,2997700
face_1,0.8331628757514853,0.1542132932296168,0.04711159915640333,1.2337973824058475,2800000
face_2,0.9291602552625048,0.11599681239686721,0.035568845931161566,1.2437190826255766,3000000
face_3,0.9410591023921049,0.15175724302637342,0.04642280655696158,1.3611366074978397,1578600
face_4,0.8863877423197594,0.1344831104075806,0.04076484566920413,1.2463183675717957,0
face_5,0.8457740342004302,0.16359352435494567,0.05038155468561169,1.2846238988216223,7249900
lotus_1,0.7443279354031606,0.20527608449892487,0.06552091502014833,1.2796895596302618,0
lotus_2,0.9147338529140415,0.14539262405469802,0.0390709817880422,1.3118502104237302,0
lotus_3,0.9908336162903516,0.2408484508058029,0.06264492843671392,1.7400549608909968,6852000
lotus_4,0.7584940290538681,0.18882655503198711,0.057124385550129914,1.2410484561902473,3142000
lotus_5,0.9057550027690369,0.1534767544919829,0.038609028880860374,1.325537005089245,2989700
pickles_1,0.9999302673271746,0.29596476903303953,0.06857267806327985,2.3634182157287382,118960300
pickles_2,0.9998990918264379,0.30097687478849405,0.06958955210678068,2.4823841761625762,172565000
pickles_3,0.9807451756722989,0.2630237300439544,0.061966198089101365,2.0425388974589573,112133600
pickles_4,0.9998014300519941,0.2735674418615634,0.06341399741150089,2.128016332916356,138569100
pickles_5,0.9998897342595655,0.2757761310034113,0.06405559883750903,2.155721354715879,75680700
