cat_query (15877800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8712169525037353,0.08915174851944425,0.021841430909212315,1.2812928730918958,2100600
airplane_2,0.8331765303101989,0.08998176285086781,0.02536483267095799,1.228003386220405,0
airplane_3,0.7885627040636022,0.13011172346693858,0.0399092710330285,1.2883342240838715,0
airplane_4,0.8136870738701755,0.10938556412608387,0.03420231139248107,1.2594952972379763,7709600
airplane_5,0.8606182599971951,0.11924004747284503,0.028706767926071745,1.35938297164833,1997400
ball_1,0.7518558023153625,0.11339639462471321,0.0367201106290674,1.1521394880305593,1999900
ball_2,0.7582299902490303,0.1821194362504097,0.04794559481714951,1.479027526478991,2063800
ball_3,0.8840835385874086,0.11151058714187578,0.02580573677362561,1.361979295916847,2104800
ball_4,0.9412134488043135,0.05029065880039331,0.011146450823571448,1.268036010090771,3014000
ball_5,0.8864258059930272,0.13642489444155242,0.02972088391760021,1.4563098606059472,1425000
car_1,0.6461129897112874,0.19412035997184912,0.06515959390827504,1.2361350527359019,2416900
car_2,0.7434463871688265,0.13271161822619532,0.04241789321597186,1.210546875340062,1508100
car_3,0.8161405017523419,0.10809712052468444,0.03096737471797293,1.2600601014129063,3018900
car_4,0.7766613240745652,0.10024317565847596,0.027258942379017104,1.1636660304481172,2041400
car_5,0.7501377924968783,0.11991704475689921,0.0303870248859478,1.1723576697545568,1999800
cat_1,0.846933407138785,0.10829322789179689,0.03412788757607598,1.3064394077642691,3126200
cat_2,0.9444712990238373,0.03352569063562031,0.006801349524654746,1.2360427264846843,2137800
cat_3,0.9084314647238174,0.07049948178266763,0.022189066449059467,1.2788538694962321,2987700
cat_4,0.8490236256640151,0.07551962192466294,0.02470277077055592,1.210675793069928,1450500
cat_5,0.8563097871435894,0.10954703375942314,0.03325284305751902,1.3240564566546258,0
dolphin_1,0.7223398133877543,0.13396087737512566,0.03557310350343903,1.1626852960029204,0
dolphin_2,0.7004125120021514,0.16378300147492625,0.04630933773180024,1.2316853739844285,0
dolphin_3,0.8764098559777893,0.13575793598379782,0.03093580998397307,1.4403850477382238,8425000
dolphin_4,0.8299415822610283,0.1113481588851592,0.02816362075608574,1.2973102994540713,1998600
dolphin_5,0.9179074703121448,0.08233557420841403,0.021559061363889197,1.324570303779346,2997700
face_1,0.9043446706141999,0.07117988868324432,0.016702989762753567,1.2773415236263532,2800000
face_2,0.906436390124507,0.08358017739348969,0.019108617683218795,1.310947584447507,3000000
face_3,0.9618215654127115,0.09897039793679609,0.023128353199631288,1.4111900485871773,1578600
face_4,0.9073765584793867,0.0794193266990347,0.017876526683637307,1.3022083606956165,0
face_5,0.9352402563022032,0.07476925237987184,0.01775400629026433,1.3227773431126302,7249900
lotus_1,0.8053860155306231,0.1283966456698999,0.03482944115228671,1.3079422866019141,0
lotus_2,0.8905303332205307,0.11245319366684726,0.02500224495140768,1.3745715566781953,0
lotus_3,0.9992144481963954,0.19512440156680694,0.04694928424305783,1.795969856821435,6852000
lotus_4,0.8828892369200937,0.07367979409794449,0.02157131470313531,1.2563989517660477,3142000
lotus_5,0.8320986665598846,0.14260610438865812,0.03894702547817234,1.403986570770768,2989700
pickles_1,0.7802534285271946,0.26967684465785324,0.06519686589151857,2.583774261965469,118960300
pickles_2,0.76195500189086,0.27378489970501474,0.06580449245383763,2.7189905284600444,172565000
pickles_3,0.5363887092808235,0.2868292653381364,0.07127438027378592,2.279454959590766,112133600
pickles_4,0.6150849850449535,0.27790292112827103,0.06748069626165298,2.3532585716140875,138569100
pickles_5,0.647528504210504,0.2744741679167514,0.06682819438520522,2.3654509982969234,75680700
