face_cropped_query (9888000),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.697683793718494,0.12664687145401157,0.03375070325875633,1.2124214336359684,1000400
airplane_cropped_2,0.6460784423264568,0.15979470626859799,0.05336430844887775,1.2239919828548296,1138600
airplane_cropped_3,0.6043167506573677,0.18392101296494195,0.055992843962178455,1.186004897340483,0
airplane_cropped_4,0.6211217945032405,0.1718230461552973,0.054693008104379284,1.1869010415532677,0
airplane_cropped_5,0.6030284589865194,0.1858239093387357,0.05016045955509986,1.1837391099844812,0
ball_cropped_1,0.519035058620524,0.24776084416127037,0.08385179746150866,1.0977463611627476,0
ball_cropped_2,0.554352405384582,0.22945171225263256,0.06479898413576196,1.3055576819897563,6538500
ball_cropped_3,0.8497630641617393,0.09395912185198432,0.02472331297459112,1.3885618016968915,3008300
ball_cropped_4,0.748499097559564,0.11005058482161754,0.0540245148241847,1.2716464698245002,1069000
ball_cropped_5,0.8680603233793549,0.07798837278183675,0.018410055563146784,1.3727446735060351,0
car_cropped_1,0.6564200983536057,0.1504606442444401,0.05028905502339605,1.2160494365862218,3079000
car_cropped_2,0.5904143535893283,0.1983624711449931,0.0557281675460741,1.2318406174399938,0
car_cropped_3,0.6018200797603217,0.18883878191084902,0.05882956331937349,1.221691471574244,1108300
car_cropped_4,0.6399792853624652,0.16350407093784614,0.04304074707431134,1.2147899034888343,0
car_cropped_5,0.574112382705991,0.2101489223759052,0.05679577884754685,1.2312218992477917,1008700
cat_cropped_1,0.8108181025102529,0.07952336137565964,0.02130817712461436,1.2806857480469673,1995700
cat_cropped_2,0.8682184863132864,0.04997637217506152,0.011409190005475866,1.2826932913454012,2648600
cat_cropped_3,0.7804034593377758,0.10377664122161721,0.028409626640613674,1.3080098487374545,356900
cat_cropped_4,0.7892017453025816,0.08428081498281423,0.03188054485510625,1.2560169544431752,0
cat_cropped_5,0.7470291365065628,0.1350224481388283,0.03585372093746955,1.367538758478299,0
dolphin_cropped_1,0.6544942309750155,0.15733143313708045,0.04191054478958285,1.2336077739753173,6823300
dolphin_cropped_2,0.6182906422125853,0.18747234971545246,0.05437517106735548,1.28291683560127,0
dolphin_cropped_3,0.8062439603450818,0.10796215721745253,0.02825796753436427,1.376201495670847,1120900
dolphin_cropped_4,0.7096281426882142,0.11840020793789892,0.03476466600479874,1.210781871525454,1007500
dolphin_cropped_5,0.8378356471895849,0.08340657125876999,0.020727997826396255,1.3361897885564489,1996400
face_cropped_1,0.930711125080817,0.030009604180085463,0.0071395671864745505,1.3147505616359614,3048200
face_cropped_2,0.9578154382632451,0.028902168327322772,0.005524163584335187,1.3428028620060932,0
face_cropped_3,0.9669691105676543,0.040068915284572876,0.008055186794955548,1.3778168325934523,0
face_cropped_4,0.9244759721948511,0.039238993759950436,0.009192829673687888,1.3283956974692201,6498300
face_cropped_5,0.9575977790576874,0.035099841206124985,0.007930611500675118,1.356939951499639,2330900
lotus_cropped_1,0.7758686896969786,0.10538784022729233,0.04417117305196594,1.3062213454018081,1006700
lotus_cropped_2,0.8822808203281417,0.05421448292870566,0.018488902138494575,1.3143964650297437,1002800
lotus_cropped_3,0.9508328785129273,0.10114328890283944,0.026496979314109246,1.531184001158331,996800
lotus_cropped_4,0.8596082831312415,0.08102681897001018,0.023899711940505042,1.3627769415320183,1000400
lotus_cropped_5,0.8275433277869356,0.10917737652029866,0.033770461322466735,1.414446279349311,3100400
pickles_cropped_1,0.7209145065239473,0.19610244433773683,0.05067306330039062,1.7031469811588824,80067200
pickles_cropped_2,0.8227721179111204,0.16037955761339426,0.041044782092033244,1.6397427660785677,49031000
pickles_cropped_3,0.7177836761371472,0.1873785879116384,0.051337508523752906,1.6324341966874196,90677400
pickles_cropped_4,0.7285582673223168,0.17946354538983536,0.04889171803068528,1.600674637522528,84676300
pickles_cropped_5,0.7161217483662683,0.1907731577721209,0.051968735846653256,1.659097999506375,82982200
