face_query (15877800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.864347452475225,0.07492791394653314,0.020671363141346034,1.3114384963275272,2100600
airplane_2,0.7929541037135048,0.09643241584889958,0.02991919403028874,1.267375287096443,0
airplane_3,0.7832885444926702,0.11509290959190605,0.039329752532193694,1.3204851396212496,0
airplane_4,0.7850052704859262,0.10813359813913895,0.03498890948776028,1.295658620910938,7709600
airplane_5,0.8660847948517795,0.09863049556814149,0.026542266675745736,1.3922364668664229,1997400
ball_1,0.7110566957416425,0.12440735025532074,0.041771460561714775,1.1869103752418948,1999900
ball_2,0.6850570710038988,0.19538108052942005,0.0489111612920127,1.5268589597045767,2063800
ball_3,0.9253677160631771,0.07408356041841863,0.01798229013429013,1.382169659586763,2104800
ball_4,0.9029495812492593,0.053301649778402536,0.014453596310473577,1.3019677929726254,3014000
ball_5,0.8989247988542391,0.11339538458791767,0.023569901781264162,1.4769558218942183,1425000
car_1,0.648788949429665,0.1743358116025619,0.06125784655460788,1.2507924143353375,2416900
car_2,0.7242275506617856,0.1273325355970944,0.039029712479132075,1.232983440641405,1508100
car_3,0.8283535409008231,0.08299278234393526,0.025411149689627408,1.281299577801564,3018900
car_4,0.7437877983098331,0.10508960504596146,0.02665869332032659,1.1902851919005435,2041400
car_5,0.7274675362895769,0.11756357908361206,0.03173859257590484,1.2030556536985442,1999800
cat_1,0.8163170299154224,0.10655463188508647,0.03200564282419486,1.3376829803514894,3126200
cat_2,0.8591726765368893,0.06521948197112704,0.014941116419276403,1.27511396258804,2137800
cat_3,0.8516696327783,0.08335184971716336,0.022472797164932903,1.3153623896241586,2987700
cat_4,0.819211076370084,0.07605916671120205,0.028317532651184633,1.2439536431059708,1450500
cat_5,0.7840568290525243,0.12863922230564295,0.03359878215743641,1.365606409769603,0
dolphin_1,0.6783193266643263,0.1473429101700144,0.03755071728683994,1.1958475380683218,0
dolphin_2,0.653432713989955,0.17594551105413653,0.04982502965498057,1.2757270483545096,0
dolphin_3,0.8762754243279636,0.11782905729813259,0.026365794939018094,1.4665564561488393,8425000
dolphin_4,0.7673892406995197,0.127686241791885,0.0322810221808061,1.3385135004420465,1998600
dolphin_5,0.9303322395021714,0.05810566519354509,0.015158434455715152,1.3497865282289578,2997700
face_1,0.9366011482148465,0.035548147995404906,0.01027911505670714,1.2987031439611627,2800000
face_2,0.9358549275052883,0.05048140399831394,0.010998221456442615,1.3331957636207503,3000000
face_3,0.9841597471062123,0.07162995681322504,0.015927737357348495,1.4354295658951628,1578600
face_4,0.9617574664905524,0.03300502548711374,0.006652760558415771,1.3221293289347795,0
face_5,0.9517489644426914,0.04853008000609475,0.011579136113940168,1.3457546380051728,7249900
lotus_1,0.8233193651956626,0.10078159249238383,0.03398435535909969,1.327674959361632,0
lotus_2,0.9276678127773453,0.07735734481649084,0.017425054678913938,1.393844155881802,0
lotus_3,0.999076796902516,0.1771664026997945,0.042247928890692024,1.8257677341981287,6852000
lotus_4,0.8626925927596847,0.06723147059690185,0.02188236784533705,1.2855067926725054,3142000
lotus_5,0.8458194339244915,0.11843293998802695,0.03387599190233777,1.4275246272811568,2989700
pickles_1,0.8109113938042946,0.2492074175493099,0.05979529724518221,2.5905518298258765,118960300
pickles_2,0.7969491740790244,0.25331473696905793,0.06044650994922759,2.7245151545944073,172565000
pickles_3,0.5816621952267581,0.26192675739911686,0.06578395612233343,2.2774495130791728,112133600
pickles_4,0.6559785406135545,0.2547705778687649,0.06186922638778373,2.3517987321947134,138569100
pickles_5,0.6679833938102091,0.2540053977956342,0.06145785447736119,2.373999908648127,75680700
