lotus_cropped_query (9888000),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.5197696420089101,0.1699763817973641,0.04632992899652355,1.3831653054742759,1000400
airplane_cropped_2,0.4977967696236222,0.18549932930599766,0.056738032680031705,1.3824154872445593,1138600
airplane_cropped_3,0.4585492719531746,0.21646178948138056,0.059921981372260576,1.341387603929241,0
airplane_cropped_4,0.46717082689478806,0.20938987901113063,0.05903282038606326,1.3466288006862954,0
airplane_cropped_5,0.4622463100131811,0.21323107323543863,0.05946150031056713,1.3458642542323487,0
ball_cropped_1,0.3831743074413298,0.2950352275547654,0.0935067909822345,1.2656841590816448,0
ball_cropped_2,0.4897618787287417,0.19075919215128018,0.06285486243781577,1.4644304359171454,6538500
ball_cropped_3,0.7248493897127107,0.07338525512876846,0.022214801669785116,1.5648433367100671,3008300
ball_cropped_4,0.5361137417716622,0.16125479851364247,0.07577815069612488,1.4821859686677445,1069000
ball_cropped_5,0.6647215468333914,0.09981554062461118,0.03130584442918021,1.5533069570248297,0
car_cropped_1,0.4942144327887292,0.1881681089145395,0.054828021562794156,1.3710552659576414,3079000
car_cropped_2,0.47064794322874515,0.20581467907895679,0.05805786376071565,1.3796545075262427,0
car_cropped_3,0.46912862266162647,0.20725461355650182,0.06269339778087395,1.3698215761715236,1108300
car_cropped_4,0.48783034880788656,0.19279894732671454,0.05121775204411728,1.3776951674637323,0
car_cropped_5,0.4677589874705592,0.2081392149134604,0.05870773987760303,1.3778451197243538,1008700
cat_cropped_1,0.6058570823752085,0.12043473933059601,0.02831002725781047,1.4661167332669025,1995700
cat_cropped_2,0.6124304154962755,0.11797969861015506,0.032331298322817524,1.4780523943247326,2648600
cat_cropped_3,0.6178450545292242,0.11577705086413796,0.0270516373529703,1.4882996996598081,356900
cat_cropped_4,0.579992856003766,0.13367244302294695,0.05327649687603427,1.4482342832392765,0
cat_cropped_5,0.6270001976154402,0.11663001585831324,0.028847092888614815,1.5445755219107211,0
dolphin_cropped_1,0.5071960616598803,0.17884399035978715,0.04676529907773414,1.3948030789436285,6823300
dolphin_cropped_2,0.5234573304978956,0.16835325045093852,0.05059571475802984,1.4418474171501212,0
dolphin_cropped_3,0.6939300793251955,0.08390451375681847,0.02451858493235322,1.545191352390567,1120900
dolphin_cropped_4,0.5107308741111307,0.17635054051482485,0.05289829425295902,1.4050779723407534,1007500
dolphin_cropped_5,0.6764919680520289,0.08857761235749823,0.01956649613275775,1.5102618550513833,1996400
face_cropped_1,0.6607951871065032,0.0958473505350255,0.02938536431835336,1.5066925183005027,3048200
face_cropped_2,0.7028794286626955,0.07888846482024384,0.023900084108003938,1.5309916602643834,0
face_cropped_3,0.7371289406352061,0.06923729818000586,0.020015596405028643,1.5682897714911914,0
face_cropped_4,0.671678046849406,0.09223970820674499,0.030355927247466098,1.5202839678040367,6498300
face_cropped_5,0.716605759245946,0.0746640399364757,0.01963620799723068,1.5448541206963535,2330900
lotus_cropped_1,0.5864468901900798,0.13361075383105803,0.06531102799277147,1.508323522186267,1006700
lotus_cropped_2,0.6465370996194483,0.10276745495948746,0.04077624399021923,1.5103250936537513,1002800
lotus_cropped_3,0.9223544533791382,0.02957940288875814,0.005714238781881577,1.7057433282329801,996800
lotus_cropped_4,0.6474603244308796,0.10810349091709662,0.04463850183802317,1.563404120117658,1000400
lotus_cropped_5,0.7177129953126418,0.07974908661078875,0.02413195831301323,1.5843326630631789,3100400
pickles_cropped_1,0.7276923796259417,0.11199259805440331,0.03339246901477163,1.8452692100971957,80067200
pickles_cropped_2,0.8198035333548819,0.07938041248742954,0.022230306486701466,1.7916551949208397,49031000
pickles_cropped_3,0.7183085270962692,0.10522008331993857,0.036070034229549866,1.7742138512816918,90677400
pickles_cropped_4,0.729700185919413,0.09706250306736819,0.034572831649276464,1.7422585947991864,84676300
pickles_cropped_5,0.7165965414679463,0.10863883585871231,0.036580168801344334,1.7992669145032238,82982200
