airplane_query (15877800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9252724486482485,0.06705029538891791,0.027338758838278496,1.2615075155285713,2100600
airplane_2,0.8527298875405861,0.08559632915768123,0.029983480133520254,1.2148281528199676,0
airplane_3,0.9510264285634261,0.046241158827103564,0.011049791520865404,1.2429900526152895,0
airplane_4,0.9279687247619801,0.05020749395217673,0.014776912850032246,1.2262238028641244,7709600
airplane_5,0.9488656141137433,0.08436185303278432,0.026038763104449233,1.32884755175452,1997400
ball_1,0.7547116017522502,0.11886018812362409,0.04572438293426834,1.1521340858683706,1999900
ball_2,0.8887724053801312,0.1338683236285432,0.03314338881590267,1.4286228716178246,2063800
ball_3,0.8488089907267029,0.13561604377201297,0.04070743197749909,1.3630754178732771,2104800
ball_4,0.7657015414554365,0.15408939207669803,0.04997535452404069,1.30021568104373,3014000
ball_5,0.8934670977666839,0.1410763734375587,0.039402548263672024,1.441151024742667,1425000
car_1,0.8181247019616674,0.08592642387622673,0.024985152726339725,1.159804662081817,2416900
car_2,0.8551254698213214,0.0669541217005693,0.015096183334924252,1.1684276852903825,1508100
car_3,0.8718862543168764,0.08309385906822889,0.023508528523870226,1.232570681365908,3018900
car_4,0.764143519676808,0.11643041279193042,0.034084471972384345,1.152571336951231,2041400
car_5,0.7679321496282132,0.11514106949759154,0.0358343015261615,1.1577313280051065,1999800
cat_1,0.8980575458465443,0.08865820152939409,0.02449208437286011,1.284591345828293,3126200
cat_2,0.7431498458636926,0.15827033756348954,0.04903508979327246,1.2741059929147782,2137800
cat_3,0.8342130249456141,0.1183137760798795,0.03615360716551013,1.2856809081770868,2987700
cat_4,0.7219708750010202,0.1619586783057288,0.058863794313034144,1.244137260699644,1450500
cat_5,0.8548869616484658,0.11777056414850394,0.03526178536784347,1.316951408029392,0
dolphin_1,0.7299796546209802,0.13601049883858235,0.03924289430448485,1.1440778067790105,0
dolphin_2,0.7714402996043797,0.12569727785401835,0.034474186269989646,1.2065537832703659,0
dolphin_3,0.8891152520300046,0.13796437374553314,0.04451433664857786,1.4348306880143586,8425000
dolphin_4,0.6443038260963815,0.2207022755347603,0.06517748110178086,1.3653610411499135,1998600
dolphin_5,0.8888950093576036,0.10441157469390369,0.0385045222855986,1.320742339094848,2997700
face_1,0.7714052423860429,0.15140199103280066,0.052216173060200974,1.3056261160459688,2800000
face_2,0.8712499681950485,0.10915081834151376,0.038636372244542055,1.3096487614698618,3000000
face_3,0.8862581285992963,0.13811109198101434,0.04695931444347013,1.4259783693623436,1578600
face_4,0.8219715730832791,0.13156110861575787,0.04499022363626085,1.3162013454129515,0
face_5,0.7879186584255631,0.15592345089986398,0.05453934886525513,1.3571141718913327,7249900
lotus_1,0.6817967685342928,0.20225765078561292,0.07133652197759473,1.3589107599039636,0
lotus_2,0.858841152542245,0.13454732935287503,0.03985216302619311,1.3749165358264244,0
lotus_3,0.9971071680507785,0.20302837532111268,0.05914336356053464,1.7933130954252536,6852000
lotus_4,0.6929963323455763,0.18964163473617893,0.06071797781389099,1.3078732126930404,3142000
lotus_5,0.8851562442391039,0.12616945362929458,0.03374838419266039,1.375881458521236,2989700
pickles_1,0.9999609497032178,0.2593645211034012,0.062335662771380244,2.388731144417038,118960300
pickles_2,0.9999507192640743,0.2643754467793121,0.06332355303086747,2.5004198616432523,172565000
pickles_3,0.9999460093302626,0.2234921233123958,0.05381555747852385,2.076014540625422,112133600
pickles_4,0.9999320681756823,0.23695323628981602,0.056068431520144055,2.161402977250775,138569100
pickles_5,0.9999481102397956,0.2391712807386367,0.05635039976267627,2.1764892226814685,75680700
