pickles_cropped_querry (9849500),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.5050622836595748,0.04921225074536223,0.027570941836074593,2.757917795326255,0
airplane_cropped_2,0.5449528041020287,0.043244793570476184,0.021568950507608264,2.8448723914147562,7736300
airplane_cropped_3,0.49535131205443117,0.05099046296047321,0.022372145712214558,2.714288682268916,1000900
airplane_cropped_4,0.5255957982465445,0.04582110907229823,0.021769805808888508,2.7903605915377967,999700
airplane_cropped_5,0.4672469883498511,0.05687057952600241,0.027326666578347373,2.674057402690914,2000300
ball_cropped_1,0.6866397014240401,0.024863554733501343,0.008125514814510074,2.885429074130455,999300
ball_cropped_2,0.9180858744461992,0.020996728662099944,0.01049171825715729,3.212598492799231,1225900
ball_cropped_3,0.6849539709422877,0.024868817960057802,0.012852429744114133,2.8658185781610492,0
ball_cropped_4,0.47302467151838085,0.055294121291832574,0.03493052168497465,2.715659094529603,0
ball_cropped_5,0.7515092736116302,0.019694371183383696,0.005983919886565313,2.9347305660132443,6822700
car_cropped_1,0.5366005318348214,0.04379151786252336,0.015545593281890606,2.785649921616553,0
car_cropped_2,0.5154019402456621,0.04767002792026196,0.018813017640438214,2.8678846507207867,0
car_cropped_3,0.5235091108847849,0.04645121804271267,0.022543552473532544,2.881396012808382,0
car_cropped_4,0.5042135593858206,0.04937843407227417,0.021709902581278084,2.799122254928009,0
car_cropped_5,0.4099571603456913,0.06871902126940556,0.029992373514497232,2.730848666943747,0
cat_cropped_1,0.5372078541272056,0.04360404834951888,0.02195826880977419,2.7495712316918977,6473000
cat_cropped_2,0.48914859828547064,0.05220748784783729,0.02958724857281994,2.6967255974095123,362000
cat_cropped_3,0.5155495629931293,0.047428355723052956,0.024016409424784616,2.7715305045032,0
cat_cropped_4,0.4518900248858851,0.05978662338852593,0.03772171222467231,2.6894600485986944,6878000
cat_cropped_5,0.5538430052091075,0.041353066484291136,0.017324966300615717,2.799036549256165,3056400
dolphin_cropped_1,0.5039176822110335,0.04946075008468047,0.02612762488683941,2.8106698557956564,1002600
dolphin_cropped_2,0.5191672228666827,0.046868462358263925,0.020602628865946885,2.7981218070092586,1000000
dolphin_cropped_3,0.835695242576099,0.015341758045552493,0.003177011208451613,3.020098634001376,1640300
dolphin_cropped_4,0.4398259855307106,0.06228376080979802,0.036667904787218424,2.7084927201964257,220000
dolphin_cropped_5,0.6470589549161304,0.028587459668673872,0.012165682734429717,2.8301284116506733,3028400
face_cropped_1,0.6822741288350305,0.02579782585873095,0.012875145680124944,2.878573180003291,3001300
face_cropped_2,0.7163788884242156,0.02248146980705349,0.009624486829519472,2.90152516022026,691400
face_cropped_3,0.7618517302374818,0.018170496657894313,0.006261291945983462,2.9263912268754773,0
face_cropped_4,0.6724506051735825,0.02635588175617947,0.013135230857863925,2.8610373067988673,7353600
face_cropped_5,0.6686237387710297,0.026002109533334247,0.010716033161006902,2.8419634056121175,2008400
lotus_cropped_1,0.5209058687261443,0.04632291605903299,0.030721628927866385,2.73180443763902,1002100
lotus_cropped_2,0.5795153541953514,0.03732817810474016,0.022786553520558268,2.7928713249548243,2000800
lotus_cropped_3,0.8768902581485013,0.01582073329695909,0.0036646195699053252,3.089639274085688,1972100
lotus_cropped_4,0.5622381598548425,0.04028007403146551,0.021718077171098818,2.8190864763685495,0
lotus_cropped_5,0.7406298024238515,0.020180559450615827,0.007225468453426644,2.9125081279675693,4118400
pickles_cropped_1,0.8891266047619941,0.019785428345415152,0.009319983822646082,3.150219920527997,113738200
pickles_cropped_2,0.9382427690713818,0.006894421093114951,0.0015877639850872785,3.010030164002192,68754600
pickles_cropped_3,0.9307034688302923,0.010098661926834201,0.0030102768378644368,3.043973676060847,129468300
pickles_cropped_4,0.9175040883745456,0.009303935781147405,0.0021448724273154416,3.0212226861897116,104226300
pickles_cropped_5,0.9173394016518776,0.01304045993396933,0.00412592076686869,3.072791036170386,106882600
