airplane_query (23600800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8725468262916048,0.01267837479347901,0.005131138140997919,2.874949336678944,0
airplane_2,0.8398035691041313,0.013856417004986967,0.005425090599803152,2.843104109091009,7736200
airplane_3,0.9013896007130843,0.010529224675333336,0.0024108591382900266,2.887134143568904,2990300
airplane_4,0.9160235297481202,0.01021391731755288,0.0023034529340276435,2.902357122947704,3103400
airplane_5,0.8999949034831585,0.010940066320966772,0.0027759771021235403,2.8911606655478947,0
ball_1,0.6686352820488234,0.029040857960628098,0.01476561087907996,2.716135381530428,0
ball_2,0.9197096405472514,0.039176718669093655,0.023523812241993635,3.4627354081034745,7284100
ball_3,0.7741543235747408,0.022161455610164176,0.00751278621490911,2.8645934938483095,0
ball_4,0.6307839401690736,0.035096336957937437,0.019299772858152684,2.720544077041487,6599700
ball_5,0.8415720807006511,0.02446956235105758,0.008327367876860954,3.0309924224618263,0
car_1,0.8047309962248286,0.014503869039973912,0.0027481485699763814,2.8008512431345802,0
car_2,0.7654539548481402,0.01853816046483919,0.005714817252303485,2.778778935349047,7920000
car_3,0.7697352603751122,0.018153505951481682,0.007639502006173014,2.778108802495583,2997900
car_4,0.6177406063544643,0.03526813922245352,0.016078940407955895,2.658328945205977,3093400
car_5,0.6433927106927061,0.0317988775510056,0.014387645062266956,2.680647035550087,0
cat_1,0.8494234327345046,0.0160337729535336,0.00397014174807647,2.8999445711907135,0
cat_2,0.5567389078115186,0.04582220081398412,0.02180076191869097,2.655414117748358,8656500
cat_3,0.6084985536813182,0.03829766639441569,0.01796380437488927,2.7124389054597735,3002200
cat_4,0.5515261400930087,0.04645313666856919,0.028085916419014846,2.630718945937671,2026300
cat_5,0.6406290245788393,0.03463652622517019,0.010578197927671364,2.7656749493623014,3119800
dolphin_1,0.6183389450447666,0.03616610628245248,0.023205036115801856,2.690091064604285,3009000
dolphin_2,0.5788702875052123,0.0426987037910627,0.02019610940301371,2.7017848792745767,577200
dolphin_3,0.8880526492463723,0.026110736309020128,0.01272215597883629,3.0996319607838148,0
dolphin_4,0.5885770706756652,0.042102653911486654,0.021458101933335864,2.74707495403179,7162600
dolphin_5,0.8639183927681965,0.01113846364520842,0.0018583873936171358,2.8449040691343535,3128200
face_1,0.7229958570434132,0.02451838658947101,0.010550734871017734,2.783631747597201,4054300
face_2,0.8502500584335545,0.013138141194808464,0.0024683460689337053,2.8541101841004015,0
face_3,0.8408746502855918,0.01725900363931363,0.005493698363387409,2.905974061165058,6839700
face_4,0.7554080289685747,0.021700324428765547,0.008447890575441782,2.8087445000137676,0
face_5,0.7015844578627249,0.025868748285765193,0.010893945655872317,2.7547028375818576,7865700
lotus_1,0.6101271095936263,0.038121720162207655,0.02271466441041223,2.7142060186705272,3000200
lotus_2,0.7165554411814353,0.024760956616972203,0.009717741949608547,2.775381232509112,2957000
lotus_3,0.9811100306741979,0.03462429994980308,0.018576435392024717,3.368401052425669,1124600
lotus_4,0.5896999613480584,0.04097486487136054,0.018078284142992156,2.705670415339,3989600
lotus_5,0.8184162509655519,0.017345238921825986,0.004204593024108967,2.8699263007593947,1546400
pickles_1,0.7669337216900917,0.051426790603777646,0.03004551728801019,3.9309198566423698,174198000
pickles_2,0.6917448012388293,0.05348636536867083,0.030972853572930198,4.092481111838828,231738900
pickles_3,0.8926435824042263,0.04575758486415968,0.02733287287520137,3.661321942702336,170908300
pickles_4,0.8824706183198453,0.045025391332446096,0.027038362602138814,3.625800537047877,193959800
pickles_5,0.8762490217452066,0.04795943757623607,0.028456963003407856,3.7651890150959906,122357900
