airplane_cropped_query (9849500),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.806595880413592,0.024851429191660616,0.01049314833353432,2.511887817620474,0
airplane_cropped_2,0.9097061837584478,0.016517707158922253,0.004381848450277113,2.5826812895671174,7736300
airplane_cropped_3,0.8054760024456276,0.021034269871780906,0.00436238283243745,2.4801596485230157,1000900
airplane_cropped_4,0.8678014011481947,0.017472325994426923,0.0043493410637249425,2.5380887106757437,999700
airplane_cropped_5,0.7167936773494666,0.03429823392140413,0.010641194724972209,2.446978365322767,2000300
ball_cropped_1,0.8427475432000179,0.03270614284968778,0.011506962868192548,2.6659561950056285,999300
ball_cropped_2,0.9232029325393918,0.04959727706181138,0.02880310577996034,3.0162263454448355,1225900
ball_cropped_3,0.8787712530898709,0.02737763004464023,0.009421927439810492,2.6593451190366464,0
ball_cropped_4,0.6666427313361264,0.04702256158258171,0.019732114298209494,2.5108051569716276,0
ball_cropped_5,0.8214458339173981,0.04019434430987719,0.014431676243798574,2.751825171726787,6822700
car_cropped_1,0.8037464635057253,0.026649172387691315,0.005123253429669058,2.551350997833669,0
car_cropped_2,0.8708657164506128,0.020375025427540966,0.0036144506436122286,2.5888900108844775,0
car_cropped_3,0.8406811152368912,0.026081239018899322,0.009470099971425948,2.6059728942172553,0
car_cropped_4,0.8428816158873227,0.019746331844065813,0.005944963382811662,2.533693379105392,0
car_cropped_5,0.7134471626731269,0.03494517193646173,0.012280454885911597,2.4443489969411925,0
cat_cropped_1,0.7893071513077428,0.02849806002384881,0.008582886628399542,2.533104361928835,6473000
cat_cropped_2,0.7134334021884111,0.0377575796642448,0.014573546392414712,2.4865691809765926,362000
cat_cropped_3,0.7804493055548919,0.0307459254365472,0.010847388184200968,2.54926160131258,0
cat_cropped_4,0.6997710819364283,0.038872246083963134,0.02114132558750089,2.456992745388453,6878000
cat_cropped_5,0.8124788690520139,0.02825844013098627,0.009118726080547965,2.5891281356448195,3056400
dolphin_cropped_1,0.8339326653372551,0.023947904852345287,0.00892380588410167,2.549862665568729,1002600
dolphin_cropped_2,0.7786154905012227,0.031983297471258505,0.009038978843203647,2.5719716810660698,1000000
dolphin_cropped_3,0.8874360060294216,0.038940169076582855,0.01914538010665125,2.8047337955881813,1640300
dolphin_cropped_4,0.6594231847915129,0.04680446254503883,0.020400620698360936,2.4734039280464604,220000
dolphin_cropped_5,0.88397127266246,0.02287567182801022,0.007575449760285488,2.6097962751028425,3028400
face_cropped_1,0.9122198679629362,0.024087250627736784,0.008300728746662649,2.6647377415891738,3001300
face_cropped_2,0.9056322603087306,0.02727562467178146,0.010986252719485497,2.685949610601883,691400
face_cropped_3,0.8926570411464629,0.031173603320463098,0.013556765632440097,2.713063879778466,0
face_cropped_4,0.8931310585253045,0.024918572210054214,0.008870462253520202,2.6519330860626105,7353600
face_cropped_5,0.8451449553851913,0.029724720118193527,0.010565479091038112,2.640588704880637,2008400
lotus_cropped_1,0.7328024190206478,0.036921477307384716,0.015458739868919977,2.5188785451977505,1002100
lotus_cropped_2,0.8210979619629764,0.027459423380812066,0.009287414371380415,2.579072688178254,2000800
lotus_cropped_3,0.9464342718839243,0.038450983289015625,0.016720961829099424,2.873543684593616,1972100
lotus_cropped_4,0.8097009601408319,0.030162966065442845,0.008986410492355257,2.6026125352510205,0
lotus_cropped_5,0.8956704923610721,0.029855193311688098,0.012870097896821421,2.69883360683773,4118400
pickles_cropped_1,0.8814451972915818,0.04934082815602062,0.026753785845787456,2.949311770827908,113738200
pickles_cropped_2,0.9054691238117505,0.0390829089584913,0.019378045166299453,2.813644335921418,68754600
pickles_cropped_3,0.9196382975172953,0.04008336365056948,0.020252186834578995,2.8395864518088367,129468300
pickles_cropped_4,0.92455731799297,0.03757145166296223,0.019031271382500936,2.809486577906758,104226300
pickles_cropped_5,0.9247244640550848,0.041341380338435714,0.020889367060100864,2.863810311011708,106882600
