cat_query (23600800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9523090111541057,0.04086611231548069,0.020521268284050834,2.6269186377583678,0
airplane_2,0.9325848572436245,0.03978059411183641,0.020221448279583606,2.593632957421428,7736200
airplane_3,0.9059308427998559,0.047586591389152805,0.027323305444754982,2.64794860672803,2990300
airplane_4,0.9174138469547112,0.047637000047819775,0.027367895760233803,2.664250803284861,3103400
airplane_5,0.9169137451055837,0.046589308289687555,0.027853982330318074,2.6490028421104164,0
ball_1,0.8881117138037337,0.03083271058669289,0.011557917558057514,2.4638360497268685,0
ball_2,0.9681897710272079,0.07474932808915109,0.04834885815744339,3.189808517551467,7284100
ball_3,0.937105621048154,0.039307188750151545,0.020074482053185305,2.5922775763012407,0
ball_4,0.9451145100435201,0.02114264175680105,0.006765116562229506,2.452556305774147,6599700
ball_5,0.888134791255425,0.05767603678639599,0.03263806308904157,2.7830822914010542,0
car_1,0.8478043283802444,0.046140409984576906,0.025483694578784643,2.563996996713419,0
car_2,0.8897947655808699,0.0383170118143839,0.020199238179081588,2.530966539456851,7920000
car_3,0.9014963223301379,0.036981642034649535,0.018242537186917908,2.531809764490258,2997900
car_4,0.858573692709145,0.029341224563137328,0.011005456971113227,2.4103891930247245,3093400
car_5,0.8638560323847283,0.031342182890855455,0.012472954523223683,2.4379401576600754,0
cat_1,0.9590572600591702,0.040903470783907624,0.025209806386082147,2.628749122132649,0
cat_2,0.9027700896834351,0.01805326558767119,0.0044412415318815695,2.3805729044678046,8656500
cat_3,0.9352534248957434,0.020945414440989664,0.008057531047242682,2.4378460438244978,3002200
cat_4,0.8927904594604403,0.017243277888461597,0.0036649925744183564,2.362975952003942,2026300
cat_5,0.8787748683342089,0.03512717141920682,0.016478160863930082,2.493349684498563,3119800
dolphin_1,0.8932203811704698,0.02642548738484864,0.0065904548647110804,2.4508596850236986,3009000
dolphin_2,0.8930025239417203,0.025159476401179943,0.0068549046355709,2.425951876862277,577200
dolphin_3,0.9387868170043274,0.05971066496426423,0.03771710635424074,2.8533552789366383,0
dolphin_4,0.9286760930865463,0.024258086664632285,0.005551673341247362,2.467104030618943,7162600
dolphin_5,0.9035114069984574,0.043777140542114526,0.024431934402168575,2.601284129421239,3128200
face_1,0.9273192028157599,0.03275859613605811,0.01536869904886951,2.524188035859439,4054300
face_2,0.922822231780111,0.041723712452509665,0.023944936921754142,2.603253483697006,0
face_3,0.9091873180258061,0.046965393856291435,0.026825559967024428,2.6411535598692306,6839700
face_4,0.946291512855982,0.033242326256857434,0.017413737831316098,2.545623493714037,0
face_5,0.9124696373528035,0.03136325326590813,0.015313189378686776,2.4936479053509,7865700
lotus_1,0.9310869980526045,0.022028764282309904,0.00452235302000615,2.4520002485839663,3000200
lotus_2,0.8994485950250469,0.035502076936969475,0.01631309292070205,2.517187879187397,2957000
lotus_3,0.9854330018951961,0.07200529522704194,0.043316783935765886,3.1053704883637794,1124600
lotus_4,0.9042020495423485,0.023988940991197454,0.008276076503486851,2.426925357629414,3989600
lotus_5,0.9230522169543699,0.042044127385467464,0.025478793358928054,2.6028378884849737,1546400
pickles_1,0.7581399492564485,0.08917303588053996,0.054981729203967294,3.703182871796876,174198000
pickles_2,0.681267144951644,0.09123096312684366,0.05586871288433359,3.856715529744285,231738900
pickles_3,0.886926255183128,0.08349243862557942,0.052393983414684646,3.4403730319448376,170908300
pickles_4,0.8776198088693271,0.08274928429855492,0.052070371140035814,3.3971945313264778,193959800
pickles_5,0.8694601262370545,0.0856921019009642,0.0534507988911234,3.5366629862263315,122357900
