face_query (23600800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9611123640335546,0.02096507209743456,0.003925083967986846,2.74515782398558,0
airplane_2,0.9395841880675205,0.020036800277586864,0.003835100234732828,2.708379146877169,7736200
airplane_3,0.9126460023239988,0.027952240005350994,0.009961363371269941,2.7558603854143526,2990300
airplane_4,0.9123995035786874,0.029330686431424374,0.010077575562529415,2.7770006840622394,3103400
airplane_5,0.9233760963510588,0.02698798904236061,0.010267323820923838,2.7547135561717817,0
ball_1,0.8297365536885343,0.021486239658933384,0.00762819435442109,2.570734378369384,0
ball_2,0.9909181261648511,0.054944567090692564,0.03065926708260983,3.279617325655124,7284100
ball_3,0.9577494422327432,0.017854049773374445,0.003494490460444242,2.7047778331419985,0
ball_4,0.8202167036727604,0.02275383176342586,0.011662638258657378,2.5658357973365384,6599700
ball_5,0.9357027147721602,0.03434559931542783,0.014810174231767073,2.8699968681947503,0
car_1,0.8804063075679124,0.022778784205536036,0.0080546003279028,2.6563640974246856,0
car_2,0.9165855665188318,0.015617334570075869,0.0032899089959694755,2.6298833789986125,7920000
car_3,0.9018383400629103,0.01806832361948776,0.0036148308145919424,2.643649299297949,2997900
car_4,0.7784454626307028,0.02495117777995632,0.009484517052747166,2.513698347389882,3093400
car_5,0.7725913636783829,0.028222619657800513,0.008380206892329482,2.5500477588031223,0
cat_1,0.9692856637359782,0.020853197573147318,0.007681502893300146,2.737926760461497,0
cat_2,0.7524029560177065,0.027584944858386418,0.014096143275029406,2.490789953546522,8656500
cat_3,0.8091519345894591,0.023279448519300912,0.010336938855272112,2.5523788819481794,3002200
cat_4,0.6971581222764344,0.036665208917676995,0.020673159193161744,2.482658693429783,2026300
cat_5,0.865947979663038,0.01826009666157268,0.003736000700417047,2.5980051109239626,3119800
dolphin_1,0.6958710725198929,0.04153284984202958,0.016656112894244523,2.5757847985197744,3009000
dolphin_2,0.7138142842382571,0.03773489740579224,0.013050314352478557,2.5571648069984376,577200
dolphin_3,0.9590867655330914,0.03925433852128791,0.01997297422188444,2.954076454455224,0
dolphin_4,0.753404590933652,0.03395564147647746,0.014000005378787053,2.5939428849186488,7162600
dolphin_5,0.9466451022487111,0.019531578599883873,0.00682897440457921,2.7023916593710418,3128200
face_1,0.9315189981011089,0.013290921408713356,0.0031657667881455184,2.626598964398446,4054300
face_2,0.9596442588191597,0.018296495916866815,0.006257222724751435,2.702440542189384,0
face_3,0.9429717018576648,0.024207853337353293,0.009233466958297912,2.738764389121955,6839700
face_4,0.9575498868308078,0.012842071596217506,0.001844048645260444,2.6538338341168033,0
face_5,0.9125941557095423,0.012479660560841379,0.0032172096990353504,2.596784259928993,7865700
lotus_1,0.7632351690698472,0.031232264032502514,0.01522567143240659,2.570382027112989,3000200
lotus_2,0.9238540115834841,0.013056306722621959,0.0023701926781788665,2.6186889900144084,2957000
lotus_3,0.9914731195707472,0.05286554043419932,0.02572250239731874,3.223264081822772,1124600
lotus_4,0.7839112325162267,0.025993870240352945,0.01039837606542654,2.5377241694989436,3989600
lotus_5,0.9664111962349609,0.017842686219069984,0.007847220229995965,2.7040880989903116,1546400
pickles_1,0.8683081548725836,0.06819925124973851,0.03728349602475606,3.7706123375378806,174198000
pickles_2,0.8137209813063435,0.07025888540119168,0.03818745164971682,3.918109785981267,231738900
pickles_3,0.9495382947915737,0.06290884977280142,0.03466405732140175,3.523529770287199,170908300
pickles_4,0.9421914523700271,0.06194113090728323,0.03431962052523856,3.4764959311996284,193959800
pickles_5,0.9384197855999364,0.06525531249403341,0.03574380524862039,3.618412676583382,122357900
