dolphin_query (23600800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9822139551130904,0.016830452103734544,0.003850915493629113,2.7520378640569034,0
airplane_2,0.962830627237407,0.015466555853897628,0.003506502922081967,2.7153407023434193,7736200
airplane_3,0.9577493605300073,0.021132024431580774,0.009693295659099722,2.7577053075528557,2990300
airplane_4,0.9685978213507624,0.021422741359338707,0.009719242955600964,2.7711925729132765,3103400
airplane_5,0.9557260585393575,0.021649886621315194,0.01032972068196251,2.7572183376358237,0
ball_1,0.8106487370525166,0.022948148148148148,0.007496457325162569,2.5878161169852922,0
ball_2,0.9620343839541546,0.05448888888888888,0.03124786873390764,3.3218033508254927,7284100
ball_3,0.8973650562434246,0.023775139523084726,0.006309431093645107,2.737058842248469,0
ball_4,0.7547442617025117,0.03183703703703704,0.01223049775952787,2.5948054535062783,6599700
ball_5,0.8737584702496988,0.03851067538126361,0.01566618115150856,2.9036169041133015,0
car_1,0.8976763711699921,0.01874623049445384,0.007748272495833061,2.667634660322975,0
car_2,0.9241859732072495,0.012878962210941904,0.0030601473932292283,2.641121240355066,7920000
car_3,0.9365253005681063,0.011481932694115434,0.0018955767637865515,2.6458550094202247,2997900
car_4,0.7822830023729235,0.022607557811618724,0.008442898417119695,2.5244110586239503,3093400
car_5,0.8077198029728433,0.02051182553111487,0.006753153815521218,2.5496664497850956,0
cat_1,0.9048077446021642,0.026676753349093772,0.009031000976577906,2.769193371669345,0
cat_2,0.6899143922445933,0.03773530488663568,0.014559348952016082,2.52320484927134,8656500
cat_3,0.7411194474216981,0.033065865865865865,0.011088967121352874,2.5868675273944164,3002200
cat_4,0.6726100311119033,0.03981904207872794,0.020585574649271462,2.5002787417042027,2026300
cat_5,0.8074581430745812,0.025718518518518516,0.005986285194111625,2.631988472084086,3119800
dolphin_1,0.7485331025530071,0.030817132216014894,0.015672085543921,2.5693731131300934,3009000
dolphin_2,0.7103881368901551,0.036685648148148155,0.01326795801619112,2.571670705550171,577200
dolphin_3,0.924156796390299,0.04034273079049199,0.020464843242723227,2.9703949636369615,0
dolphin_4,0.7082113677775815,0.03966992337164751,0.014530335239991336,2.623939121180851,7162600
dolphin_5,0.9346962283384297,0.01937180098553489,0.007143648402431982,2.717486360610622,3128200
face_1,0.8743529463157769,0.01984868956333753,0.004632789933471913,2.6536611078372303,4054300
face_2,0.936851546086699,0.0194703148130325,0.0067165070320898855,2.716663439260718,0
face_3,0.8932089328151405,0.028291499720727004,0.01077684618242716,2.7709246702586796,6839700
face_4,0.9125806919036406,0.017325328886418384,0.003995644872922903,2.6781971132953446,0
face_5,0.8492948100588549,0.020459422059422062,0.005071480266471801,2.624294214150116,7865700
lotus_1,0.7320419374806558,0.034797994501051276,0.015502925131066223,2.590683582281028,3000200
lotus_2,0.8816174728274865,0.017603476946334087,0.0038623935991085375,2.640057122613356,2957000
lotus_3,0.9846057455175631,0.051527929568913174,0.026318723725245134,3.2395475063238055,1124600
lotus_4,0.7182533850445666,0.03573463184299838,0.01127907609315584,2.5734217109597113,3989600
lotus_5,0.8926725620240725,0.025268329554043838,0.009125222560825505,2.732340340217166,1546400
pickles_1,0.9405427636938991,0.06516594695793192,0.03771492048401296,3.7577853826477647,174198000
pickles_2,0.9106713874689238,0.06706594444444443,0.03863144917995549,3.906340223869744,231738900
pickles_3,0.9984224167073584,0.059916398292888313,0.03503495614038124,3.5079233445918927,170908300
pickles_4,0.9876376920617577,0.05892287549541743,0.03472527762431075,3.4710821582608062,193959800
pickles_5,0.9980470057121797,0.06224553731995943,0.036158796004723714,3.60736578890157,122357900
