dolphin_cropped_query (9849500),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.7948680256655511,0.02619667925284052,0.011353657385488457,2.519682396976934,0
airplane_cropped_2,0.8717882698503642,0.02157783786075544,0.005844130178894971,2.594874117681886,7736300
airplane_cropped_3,0.7655794837083468,0.027884749071869126,0.00718394644333789,2.486715305622882,1000900
airplane_cropped_4,0.8445324065810611,0.020640454890708076,0.005881130870463305,2.5440650685987016,999700
airplane_cropped_5,0.7290682269687647,0.0310351595274719,0.011189027015470658,2.437790875288633,2000300
ball_cropped_1,0.8480985204970354,0.03125391195600706,0.009701755607702903,2.684003875021896,999300
ball_cropped_2,0.9260487817047005,0.048670636840940563,0.026771411129428633,3.0221875583974898,1225900
ball_cropped_3,0.8857711044628618,0.02569395200375263,0.00619179175430483,2.6610031392110396,0
ball_cropped_4,0.6531624546419857,0.04888602742396085,0.019819990271600724,2.51522162328705,0
ball_cropped_5,0.8408979413237294,0.03711366850839972,0.01234512113215014,2.7500229357069603,6822700
car_cropped_1,0.8154827964434168,0.02389544115019366,0.004010946779474209,2.54908637826052,0
car_cropped_2,0.8438284135657378,0.02392516750479447,0.004415578578203048,2.6034083861109814,0
car_cropped_3,0.7888560957936831,0.0334126152436151,0.013742389478340099,2.6443071922531383,0
car_cropped_4,0.7960844029386285,0.027113674192936477,0.010303643564497734,2.5586617607635445,0
car_cropped_5,0.6720614405083712,0.04277101782406811,0.016426138338767812,2.470815411533585,0
cat_cropped_1,0.7936572001757303,0.027009254364989473,0.006895262528875584,2.5283192538203494,6473000
cat_cropped_2,0.7180075056696359,0.03614384649355812,0.014124530237317691,2.477719753212591,362000
cat_cropped_3,0.7797568178411451,0.03013674500057336,0.009211079893381654,2.542799408553905,0
cat_cropped_4,0.6993339123424765,0.038231711938904255,0.02177023933155289,2.457972085392289,6878000
cat_cropped_5,0.8345131911935956,0.02394740309405645,0.005286516680113744,2.575766756971534,3056400
dolphin_cropped_1,0.8167118457799902,0.026061749988061815,0.009936460627176085,2.5592396739045515,1002600
dolphin_cropped_2,0.78784779446193,0.02969471883414183,0.006568172892254179,2.562502736196011,1000000
dolphin_cropped_3,0.9062565495653111,0.036262568357647657,0.017429053424337752,2.8019620107321486,1640300
dolphin_cropped_4,0.6613789626268356,0.04568021680216803,0.02097524329843926,2.4808487142697127,220000
dolphin_cropped_5,0.9027850493336158,0.019394064335007653,0.004871816386182807,2.6100181429889324,3028400
face_cropped_1,0.9298705315337763,0.021004727602423088,0.004970164172391009,2.6615621926030832,3001300
face_cropped_2,0.937657010207651,0.022458416696967146,0.007658689244699714,2.6781945688554734,691400
face_cropped_3,0.9115833481299735,0.028136758615088922,0.010762522216764738,2.706624512343006,0
face_cropped_4,0.9043610462116014,0.022643386230678856,0.0052911705723073,2.6485712235843084,7353600
face_cropped_5,0.8787884879863254,0.02418678922581848,0.007049713830711239,2.6277714415235067,2008400
lotus_cropped_1,0.7381201079747977,0.035230361681567506,0.015325157215941394,2.5216201306224577,1002100
lotus_cropped_2,0.8284162079275214,0.025554793834590042,0.007735382187806308,2.5793730221460183,2000800
lotus_cropped_3,0.96461579526876,0.036068476804493974,0.014135320406031916,2.8679935168879127,1972100
lotus_cropped_4,0.8127309136420526,0.02895605329412556,0.0072120988974100336,2.6021551813140515,0
lotus_cropped_5,0.9190727483267668,0.026216197121864272,0.00990650437203473,2.6932799608660645,4118400
pickles_cropped_1,0.90467880150165,0.046801905804827466,0.025178082625618405,2.951748099763457,113738200
pickles_cropped_2,0.9268092848161394,0.036250172933518614,0.017362881558160806,2.812347593677549,68754600
pickles_cropped_3,0.9400895722335498,0.03745512482707237,0.01842596727062725,2.8428582692509035,129468300
pickles_cropped_4,0.9397194610527883,0.03536113941550202,0.017162280445591312,2.813230252726534,104226300
pickles_cropped_5,0.946258747270662,0.03870027751361371,0.019237907624936712,2.8703740933573996,106882600
