pickles_cropped_querry (8662700),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.4522497892914499,0.05777978941213693,0.03935930163693805,2.667633972688209,0
airplane_cropped_2,0.5005453805961949,0.04761687022795208,0.028614057277631527,2.753239479760108,8197600
airplane_cropped_3,0.4574303187836761,0.056281307557900076,0.029828640328910055,2.6938404469238293,1006100
airplane_cropped_4,0.48072824640557005,0.051410127670459126,0.03011138953961071,2.7166946416061593,993400
airplane_cropped_5,0.41755758394690146,0.06583241725515156,0.04162094354674739,2.656357415874769,1999800
ball_cropped_1,0.43384833153089297,0.06224517319115698,0.04733206514511429,2.6559626907490927,1000900
ball_cropped_2,0.7862105773462479,0.01531207521421175,0.007518250865521604,2.97021972111518,1177900
ball_cropped_3,0.5833285323735549,0.034450753588709825,0.015493522243751237,2.802527052822169,2115100
ball_cropped_4,0.3044124869239618,0.10603466614876575,0.08052555046155771,2.534757776945647,2003300
ball_cropped_5,0.5191613260080389,0.04420247750298627,0.031751256944892316,2.7343131816617876,1996100
car_cropped_1,0.43368816079961486,0.062197650693762985,0.03105346242428601,2.6446514065120508,449600
car_cropped_2,0.45285661292235335,0.056792190783073376,0.029851900955065038,2.731236255030553,0
car_cropped_3,0.425456452658179,0.06360486835337398,0.034410219800302774,2.6713052690697126,1305800
car_cropped_4,0.39055934953037424,0.07251717922938321,0.03837789060281925,2.650420090487216,0
car_cropped_5,0.42292194667000443,0.06426195898319446,0.031180295913559274,2.681220328950334,1126300
cat_cropped_1,0.5742770229544171,0.03568096133575493,0.019730445335655662,2.807671725921189,1271000
cat_cropped_2,0.47499611070794284,0.05243462957630974,0.03450061922983349,2.7405957281861713,3234900
cat_cropped_3,0.6524184885991944,0.026913362759288628,0.011593226584305207,2.889920336358456,2126700
cat_cropped_4,0.38532920400450205,0.0758058900620196,0.05767831857473518,2.611205736958238,1995600
cat_cropped_5,0.7757685420089875,0.01691991564889713,0.005169103052858336,2.987478061199848,2932100
dolphin_cropped_1,0.49826258952540026,0.04802322114177699,0.02744323785563635,2.7653338153546607,1116900
dolphin_cropped_2,0.7633699743921653,0.016095398293987647,0.006462243200617721,2.956434996138893,988000
dolphin_cropped_3,0.6455221968296656,0.026419640760892094,0.013878561783780672,2.84081856761066,1007200
dolphin_cropped_4,0.430428323206809,0.06301502008388167,0.04392284858452696,2.66148196605689,1004900
dolphin_cropped_5,0.5774892807123069,0.034919936690020054,0.016792239161772898,2.782537353139981,2625500
face_cropped_1,0.4894489671506822,0.049767396578103605,0.03339580729108166,2.70950999368733,0
face_cropped_2,0.5174933996812789,0.044499212727302596,0.028360177728832568,2.7323881608876377,0
face_cropped_3,0.5276915316515736,0.04282964332375724,0.02409229085373836,2.755676667884905,7002200
face_cropped_4,0.4793214929270183,0.051828457948186316,0.03499204138530276,2.6941757616691295,2086200
face_cropped_5,0.5690328489370718,0.036256994298000986,0.02215536730403171,2.7798934363332983,2006000
lotus_cropped_1,0.34053760863040755,0.09153704746528288,0.06991961985967737,2.5585651477450457,1999200
lotus_cropped_2,0.4201390133537507,0.0657662804189445,0.045609936501475976,2.636431429889578,1266800
lotus_cropped_3,0.8182992464593598,0.012269050630770542,0.005739473530134177,2.9762594194011607,0
lotus_cropped_4,0.3884706197635666,0.07436245865627694,0.048922210101919356,2.618702210477831,0
lotus_cropped_5,0.7136635880897106,0.01937730464382551,0.008503026433783848,2.8979072421482783,0
pickles_cropped_1,0.9574686040680461,0.011651645128382054,0.005604664959231955,3.144604397425792,89878700
pickles_cropped_2,0.9467724212967837,0.0062432420840838315,0.0025774704386966724,3.059844916339985,53988000
pickles_cropped_3,0.9585365711521049,0.007629733139029067,0.003652773551288772,3.089993077358106,98976700
pickles_cropped_4,0.9518073830980114,0.004218285713872298,0.0014151642060122854,3.0411309215523112,83113900
pickles_cropped_5,0.9461989491967701,0.008096179909387382,0.003687621365966773,3.083289139582685,79609600
