car_cropped_query (8662700),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.7204259653167706,0.048566634065377576,0.02439931096380818,2.3411871019551844,0
airplane_cropped_2,0.8589067137721346,0.03064394854841864,0.013665159706948234,2.4042511994627045,8197600
airplane_cropped_3,0.8342492099329286,0.02776602176814924,0.012109906547617852,2.3423177554256007,1006100
airplane_cropped_4,0.835507546810394,0.030694731649124972,0.014182471515575485,2.3695711647426876,993400
airplane_cropped_5,0.7668001289749794,0.03639684048972403,0.021797334795982084,2.300216518652529,1999800
ball_cropped_1,0.6413295869325844,0.06398578701558949,0.03314825631484611,2.3437181924021595,1000900
ball_cropped_2,0.9147970873662534,0.0480691271866049,0.024389775633972266,2.6706602965892174,1177900
ball_cropped_3,0.7796280941859788,0.050519112807544286,0.021686561034376776,2.5145253706332316,2115100
ball_cropped_4,0.4642901338011831,0.1056772762616284,0.06405166164030175,2.2206795247550764,2003300
ball_cropped_5,0.7549354649694875,0.04830023961894743,0.02198816864704562,2.429610344771339,1996100
car_cropped_1,0.7783077449409029,0.034245121440757885,0.013146104060188244,2.3078773148536382,449600
car_cropped_2,0.9075548951104224,0.016554467042654127,0.0065335169134772084,2.35999836061638,0
car_cropped_3,0.8570395371263261,0.018920626475576095,0.010479954378303591,2.305575459197486,1305800
car_cropped_4,0.7990458942774618,0.027256769545440672,0.014392985499777302,2.2802129300125453,0
car_cropped_5,0.8622536401093427,0.017260123393084085,0.00540306183728386,2.305195163808652,1126300
cat_cropped_1,0.8809349781700831,0.03331344608855648,0.018338148966270947,2.478082675481595,1271000
cat_cropped_2,0.7291252515157494,0.05177796598199332,0.024835834362923734,2.421272409712692,3234900
cat_cropped_3,0.8989413260935291,0.040583767218176255,0.021211415427735216,2.5660573583674866,2126700
cat_cropped_4,0.6046855016858506,0.06938430736175065,0.04165705805958536,2.282145239679346,1995600
cat_cropped_5,0.8920557977289276,0.0512488964126212,0.02667967861411403,2.6695799001197202,2932100
dolphin_cropped_1,0.8831181654365479,0.026998772683439996,0.01346580068072643,2.407745705858353,1116900
dolphin_cropped_2,0.8655135481264364,0.05114704599907109,0.024940368125538983,2.6310356141877778,988000
dolphin_cropped_3,0.8765800509471057,0.039922328579838545,0.01731272822172969,2.5286572763505673,1007200
dolphin_cropped_4,0.6726498870040882,0.057059933958680344,0.02954870830570789,2.3285532120914993,1004900
dolphin_cropped_5,0.8669458794515492,0.03444049046338492,0.016186588339809446,2.459104945449296,2625500
face_cropped_1,0.7364117154673978,0.04903579703739419,0.022125772025779554,2.39175153137697,0
face_cropped_2,0.7767388362332637,0.04416147614494185,0.019655729150097955,2.4201049631747393,0
face_cropped_3,0.7957701842621452,0.04285253510340391,0.02015445606380332,2.4495280589789603,7002200
face_cropped_4,0.7209609034949825,0.05107174815941665,0.023523315892031986,2.384558637447856,2086200
face_cropped_5,0.8362338769166864,0.03922301649448079,0.01895813148347559,2.4763799542972436,2006000
lotus_cropped_1,0.5135398377893933,0.09130844436097271,0.053539588652897124,2.2459146006682396,1999200
lotus_cropped_2,0.6335658444161076,0.0648384869739653,0.03147454794454424,2.329163432480422,1266800
lotus_cropped_3,0.9149649118583522,0.0488190668927148,0.024239646820507353,2.671669843496052,0
lotus_cropped_4,0.5853482996399798,0.07463707111548509,0.03535554194599753,2.314166779781337,0
lotus_cropped_5,0.7778984504043462,0.05817273506521336,0.025689720530909087,2.60561263687045,0
pickles_cropped_1,0.9029735437554173,0.0632622476732422,0.03171837614444513,2.8456260824349022,89878700
pickles_cropped_2,0.886596331001223,0.059143722982834185,0.028871477088508023,2.775402981736249,53988000
pickles_cropped_3,0.9064244861120218,0.059499998523109235,0.03009097757797408,2.7974371689799318,98976700
pickles_cropped_4,0.9067525141757092,0.05587047035840719,0.027204046810376102,2.742302649231284,83113900
pickles_cropped_5,0.8900166449870243,0.06039933271625686,0.02991142119109226,2.7927046632066097,79609600
