car_query (27233800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9389046851419947,0.017171345336184328,0.007220015140892416,2.630958910483592,0
airplane_2,0.9291216218093516,0.017129643151297072,0.006968355471778322,2.6205356800646027,6745600
airplane_3,0.9850247837139292,0.014980029594206759,0.005533468637780674,2.6609195762010316,0
airplane_4,0.9658266698974234,0.014316358277386608,0.005954770562754552,2.636394527507773,0
airplane_5,0.9800237940333582,0.019295087142906474,0.007076754583932634,2.7001713594483205,6937800
ball_1,0.5973118013150651,0.056305470953186686,0.036648977593699075,2.4373376251399024,0
ball_2,0.9960915838416584,0.04928888888888889,0.02213106924252745,3.096219155656714,0
ball_3,0.8692586376289504,0.02291553670352085,0.010669530708978301,2.6099219340440976,8953900
ball_4,0.699620093867133,0.04182327505170144,0.024072656082486925,2.530739786111888,1975500
ball_5,0.943103167579482,0.02092929896154739,0.009136280796781804,2.6813132714208106,2824300
car_1,0.9338321253214871,0.014483925549915396,0.0073264283719741774,2.602428213757005,2108300
car_2,0.962979582678932,0.00744500846023689,0.0024772174597205016,2.5772960560637475,2000700
car_3,0.9561403508771931,0.006886632825719119,0.002232669177452101,2.5648640717701503,2632800
car_4,0.7520619424339337,0.02659898477157361,0.017858836664704274,2.4381681900667,0
car_5,0.8033084893655699,0.020812182741116753,0.01101212200278689,2.474909185432279,0
cat_1,0.9914926630550698,0.02418065305828563,0.01138008243190443,2.75656612705653,7052700
cat_2,0.7295726701712633,0.038053502152052665,0.02051964542802485,2.54619673033066,3129600
cat_3,0.9793801952546761,0.016309583695370496,0.009256989137189219,2.671008213352068,2996700
cat_4,0.6069460132551272,0.05360583269106404,0.038901896668270174,2.419217222057663,2082300
cat_5,0.993149879775581,0.028691408159428465,0.015173034033034815,2.8010915163115233,2000600
dolphin_1,0.7640407189828282,0.030013990112393536,0.016041410637090532,2.5064248378178675,3000500
dolphin_2,0.9588869675164092,0.02507741116751269,0.011773958115005322,2.7263670979486467,555700
dolphin_3,0.9632025289522479,0.025962488740729515,0.010363142485310471,2.748941525560136,0
dolphin_4,0.6829574836897389,0.04502166112375285,0.024656145996408897,2.542902150883775,0
dolphin_5,0.9575008321544478,0.013395859204229393,0.0062845139845618,2.6220984019399673,8238800
face_1,0.7082580835467943,0.03705926634524911,0.02129176505055334,2.4698946749543684,4004400
face_2,0.8835471060496378,0.016852012751436166,0.007233343856518228,2.559075983945674,2778900
face_3,0.8866671697161713,0.021037997562530445,0.008977450618648783,2.6076900865795833,4007800
face_4,0.8056709945299498,0.024920371566957516,0.013165924282695843,2.5223798241853053,1839000
face_5,0.7208721239179441,0.03662346677575104,0.019910972152961736,2.4962252293089064,0
lotus_1,0.5350664563862535,0.0691007765684688,0.04251149305631989,2.4088151235319644,8146200
lotus_2,0.8231862348538054,0.027061017300321143,0.012024012483046475,2.579666522680514,2005500
lotus_3,0.9943329278453148,0.0515191672907825,0.02340947739702875,3.122685913460889,1999500
lotus_4,0.5941695178037674,0.05683614105338376,0.03254600095205794,2.430991505736607,2233000
lotus_5,0.8846205202993528,0.034836723183351175,0.016224452513659223,2.759149397617384,0
pickles_1,0.9998293442553009,0.07462747540981635,0.03578586459464399,4.376938370128634,125004700
pickles_2,0.9998788270458034,0.07521313705583756,0.03600653017918131,4.550497154734891,187807600
pickles_3,0.9990679590967192,0.07244434097724292,0.035013768722387054,4.019928762626625,125248900
pickles_4,0.9996030819519028,0.07258415549438638,0.03512752209884488,4.041604759345445,131349100
pickles_5,0.9993123096571371,0.07327253179105253,0.03531517507307588,4.112588636733628,75901000
