dolphin_cropped_query (8662700),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.6408196543465938,0.03966198260584501,0.03147814305368435,2.4769857219756646,0
airplane_cropped_2,0.6956203221813639,0.03425185796755196,0.020657220517422564,2.561201151664112,8197600
airplane_cropped_3,0.6607102257136361,0.03700394917836383,0.02149334733011036,2.4964351863997,1006100
airplane_cropped_4,0.6833944617641665,0.03417834135088756,0.021976285410118417,2.521989539832291,993400
airplane_cropped_5,0.57829435135217,0.05213868858741195,0.03353955905035689,2.465985862181085,1999800
ball_cropped_1,0.5788807496781887,0.052018354628925345,0.03974386566553995,2.4755869237503245,1000900
ball_cropped_2,0.9705121584493945,0.016076924440758103,0.006084750869496129,2.7908567910357243,1177900
ball_cropped_3,0.782574812249916,0.02436550734675704,0.00948318478885484,2.6173441845110763,2115100
ball_cropped_4,0.41257094791488863,0.09541425999111382,0.07297446593947814,2.3490386001184373,2003300
ball_cropped_5,0.67322074845821,0.03759381645756382,0.02423445634489578,2.55596084241001,1996100
car_cropped_1,0.6216544249238274,0.042774682574718434,0.022765002382608934,2.4522148922451508,449600
car_cropped_2,0.6264487146317942,0.044997047229830583,0.02203253013341508,2.5384643922364565,0
car_cropped_3,0.601279995498917,0.0477553449700088,0.026402030949554817,2.478948335770262,1305800
car_cropped_4,0.5595573941142282,0.055847353248425685,0.03034973483424474,2.453177398769048,0
car_cropped_5,0.5994470102090422,0.047995353148318376,0.023797867116145854,2.484230255024232,1126300
cat_cropped_1,0.784979850528916,0.023174742211818405,0.012363504693496266,2.6075043990709923,1271000
cat_cropped_2,0.652763681596518,0.04050799213968535,0.02715397638900974,2.546209374878634,3234900
cat_cropped_3,0.9053901293804064,0.014019108607318547,0.005655397199445757,2.6901314320216447,2126700
cat_cropped_4,0.5341039866906804,0.06099027498191616,0.04999846482680065,2.421197960933881,1995600
cat_cropped_5,0.9637903332064531,0.017553817079735606,0.007805493810848698,2.78722487726014,2932100
dolphin_cropped_1,0.6920410856992971,0.035243923820846,0.019494085025022492,2.5710247598156473,1116900
dolphin_cropped_2,0.9104181975106843,0.02007138863900778,0.007378906767487866,2.765046141960116,988000
dolphin_cropped_3,0.8508966802499581,0.01799616127042549,0.006416787945873226,2.6615008021598223,1007200
dolphin_cropped_4,0.585951544251534,0.05044221265742071,0.036265109514025624,2.4692762499876286,1004900
dolphin_cropped_5,0.8150150844103187,0.01733057297749275,0.008776180131726092,2.5908383279843394,2625500
face_cropped_1,0.6642570297578337,0.03738883409054679,0.025796885737176936,2.520483916454216,0
face_cropped_2,0.7084984355150586,0.03102031714302602,0.020723355323943708,2.54343265932906,0
face_cropped_3,0.7212252596101802,0.030318452109957487,0.016857033024916278,2.5661389614201324,7002200
face_cropped_4,0.652365227210658,0.0390335088767792,0.027376087135094464,2.5092418970741313,2086200
face_cropped_5,0.7673305877881845,0.02497466948747254,0.014781506613591008,2.592758957833075,2006000
lotus_cropped_1,0.45657151590404205,0.08127952350745508,0.06235591293839805,2.3785335182419183,1999200
lotus_cropped_2,0.575132995570742,0.0523619414460401,0.03797663813389723,2.4535656613695003,1266800
lotus_cropped_3,0.9770872205826598,0.016216598431655384,0.00558363552493065,2.7956917559484804,0
lotus_cropped_4,0.5248924766757096,0.06339724359810442,0.041449561321715456,2.435313928001099,0
lotus_cropped_5,0.8597222237398665,0.021636196976943026,0.008420063389707374,2.7120296724875477,0
pickles_cropped_1,0.9679318760592781,0.03245691011502479,0.014096747165116939,2.975747277781323,89878700
pickles_cropped_2,0.9536636504955971,0.027233669880115007,0.010650694509898346,2.890817279597685,53988000
pickles_cropped_3,0.9688908325587634,0.028354673513209364,0.011900205050992275,2.9159546441284787,98976700
pickles_cropped_4,0.9770442383539764,0.023418785276696854,0.009109557156053704,2.866735711157866,83113900
pickles_cropped_5,0.9565581942001391,0.02880647370267217,0.011934105392138544,2.9125603292748736,79609600
