strawberry_query (27233800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8690172367939896,0.02213519095635093,0.007818684316154768,2.679409327019432,0
airplane_2,0.8525137492754238,0.023260410164515924,0.008819756030439174,2.671818473455468,6745600
airplane_3,0.807361524984606,0.03319212514599478,0.011859571119022022,2.731259344829972,0
airplane_4,0.8155406555277088,0.030021794601440367,0.010437708635516423,2.7026214621211047,0
airplane_5,0.8369822510679851,0.03196599356664121,0.011146315778238323,2.765780772520115,6937800
ball_1,0.633367208139289,0.04392898728987289,0.030798954750974352,2.442869159878794,0
ball_2,0.9978797792179602,0.044581331146644795,0.023343714748396666,3.116428478262691,0
ball_3,0.871656762473332,0.017955820654096954,0.006402834357697711,2.628868813086413,8953900
ball_4,0.7526825718707639,0.02779270192701927,0.016763281680497878,2.5352605218991946,1975500
ball_5,0.8932476269664013,0.022662421918336836,0.0067897543870971385,2.71750329469419,2824300
car_1,0.6888436992857185,0.04533631783018338,0.01839229857633783,2.6942590332152374,2108300
car_2,0.7537030766313945,0.034403319160095154,0.012646257380565419,2.6497283723635654,2000700
car_3,0.7837881141969314,0.028876443079151607,0.01201078530824696,2.629392456153978,2632800
car_4,0.6625613116929014,0.039986326259201684,0.017571692600996665,2.4900476868351675,0
car_5,0.6841319022170408,0.03839130624808786,0.016062761175944087,2.548732158600303,0
cat_1,0.947905361406555,0.024282641124283577,0.010614517067914794,2.7887041406690365,7052700
cat_2,0.7755384497465152,0.02559360954826279,0.013107128400610086,2.5552008492399194,3129600
cat_3,0.8813298073948861,0.024172678213268625,0.009094353816455871,2.7083668934132143,2996700
cat_4,0.5946749642547681,0.05171506217679977,0.03361632228470038,2.4386191681591427,2082300
cat_5,0.9087922758926836,0.032395517288506225,0.01685131451223798,2.8430467680947134,2000600
dolphin_1,0.6597157919144737,0.04408089220557009,0.018117134685064335,2.5790679628141295,3000500
dolphin_2,0.7869943095035348,0.04002352398523985,0.016624402124428603,2.8009668861941424,555700
dolphin_3,0.861389398325121,0.032634612913293316,0.012893691450461407,2.7965873622719264,0
dolphin_4,0.7334127277703096,0.03152007252831149,0.01696910561165108,2.545949484238492,0
dolphin_5,0.8259058738128365,0.027163528287643394,0.008704227708986798,2.675638688391922,8238800
face_1,0.7247121934480781,0.029275150462252868,0.01656960220532481,2.4932507643395434,4004400
face_2,0.8383886194770485,0.019359577778588415,0.008764716045179336,2.6054230897008623,2778900
face_3,0.8822513446275956,0.01707356878720262,0.00584379459603083,2.634750773269679,4007800
face_4,0.7858080744373002,0.023715822261057513,0.009644625482936195,2.5557977702292622,1839000
face_5,0.7528918834365472,0.026123433761810137,0.014260100714448448,2.5158892732076277,0
lotus_1,0.6026828337713948,0.04873072398846257,0.03609274081286818,2.400485652961373,8146200
lotus_2,0.8620525587917875,0.016415518236815016,0.006046611707629109,2.6038701105412985,2005500
lotus_3,0.9980611342558102,0.04671823644465954,0.025009529774761452,3.151465886759701,1999500
lotus_4,0.6663031718422912,0.03657272508980071,0.025645096430995874,2.4280978987517075,2233000
lotus_5,0.8181743038145547,0.03756173071934802,0.019535654286297575,2.8092148197824813,0
pickles_1,0.9999146721276505,0.07002034627182942,0.038003756049135445,4.501558560410854,125004700
pickles_2,0.9999596090152678,0.07060612669126691,0.038173926099924115,4.656443849075928,187807600
pickles_3,0.9996005538985939,0.0678325079108471,0.03733161665108279,4.119534600053164,125248900
pickles_4,0.9998832593976184,0.06797484738647191,0.037397163060284275,4.1264986567849755,131349100
pickles_5,0.9998035170448963,0.06866191646967114,0.03755705667255453,4.195085232949824,75901000
