cat_query (13864800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.7422108692011659,0.1266579870173736,0.03000756966402046,1.4337837187553912,0
airplane_2,0.6544048473252012,0.16087750474386522,0.034345314245615294,1.3907385750596921,8911400
airplane_3,0.6198702227283268,0.1823983976045208,0.047947186911446574,1.4290002440909624,2004500
airplane_4,0.6165032951926039,0.18074036129534607,0.04660620305263847,1.3942422265697947,1995700
airplane_5,0.69321182289914,0.15413263156084178,0.0421789474670646,1.4683679587785035,1924400
ball_1,0.572302951357347,0.19698983939691905,0.0444635780411618,1.2946306891004493,2994500
ball_2,0.3721386643972212,0.3115167486070141,0.09088076475048835,1.7270383016654853,996300
ball_3,0.7701097051880861,0.1206061340768578,0.02984275983337022,1.4614061604810322,2440500
ball_4,0.8373906276501282,0.0713005571943625,0.011956105835973913,1.38116895530493,0
ball_5,0.6174804622374946,0.19688102261553586,0.05283874857895768,1.5867469020887017,6336600
car_1,0.5587052702813219,0.20951814084422682,0.05237183907707554,1.3378259159544974,2127700
car_2,0.6154153116189858,0.17454292260006288,0.03769304262348048,1.3282755058162954,3010900
car_3,0.7409463154639676,0.12403590734168876,0.030686473100244544,1.416188255392486,1732900
car_4,0.6634023369009755,0.1434517766497462,0.02649153759919461,1.3087851342641983,2115000
car_5,0.6566640487310023,0.14828264678136652,0.02945176371605404,1.3130166850811222,2000000
cat_1,0.713190165451764,0.14270721144793824,0.042382476759149586,1.462065848834903,2583700
cat_2,0.8366823747850598,0.06039110782103481,0.007978475544725607,1.3465048975770046,0
cat_3,0.8435014742375184,0.07192032740705306,0.015240027743939226,1.3945003277892147,0
cat_4,0.7919211539572785,0.07855441782884678,0.011203729268308028,1.3316114131351893,9093300
cat_5,0.7320299930686154,0.12865434283841362,0.028807997263649653,1.4224397181650983,2003900
dolphin_1,0.7050188554046686,0.125219426179529,0.022807992579983165,1.3444679936675636,1994300
dolphin_2,0.6571237796426207,0.14460748525073747,0.030050288075842726,1.30623256394555,1351500
dolphin_3,0.7315533925811147,0.15828732443974816,0.05070265540564993,1.5963794613547975,0
dolphin_4,0.7984434349838698,0.10464411046689046,0.017965363101945048,1.4584426839098112,0
dolphin_5,0.78277143383712,0.1142234798131338,0.03327144913524662,1.4536330329769809,6683900
face_1,0.863455545747319,0.07911559984930575,0.019374348045790638,1.4453841020762845,0
face_2,0.8455527018847263,0.10458002696240874,0.0326544975536029,1.5168001463886474,6931200
face_3,0.8887176679214889,0.10166390105691565,0.03457202693607904,1.5587178063539675,0
face_4,0.9171041425259169,0.07818449887214737,0.02238705855133883,1.508753760966354,6775200
face_5,0.9059332093829009,0.0813331604482047,0.019916488637617163,1.506259522392618,3125100
lotus_1,0.8730612839895395,0.0752428797774085,0.01649513641011738,1.4600141215066895,3004700
lotus_2,0.8684249046165715,0.08651104689663475,0.023477488300272867,1.4805436446208924,1279700
lotus_3,0.9115376660215403,0.16781976884762317,0.05805623252066852,1.9278303535927446,0
lotus_4,0.8356672340573352,0.0669459037008309,0.009051136311011253,1.3660812450121458,6546500
lotus_5,0.7520306655667365,0.13258894708325808,0.03764688006384254,1.4830710335039103,3135300
pickles_1,0.602917285743001,0.2341867400363104,0.07546572462880984,2.3688637358425546,149438000
pickles_2,0.5460069381341627,0.24248227876106193,0.07749463576160928,2.486879806049172,218726200
pickles_3,0.5890936752989685,0.2299401119101689,0.0779985364816102,2.1099615421116793,139923200
pickles_4,0.6892045001694217,0.21546658319362472,0.07267646994263693,2.1486084212824235,162640200
pickles_5,0.5076047242752781,0.247084211576392,0.07686818344775401,2.1747952855104566,90318600
