cat_cropped_query (6868200),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.6274900878385609,0.15858948818101243,0.029225461293046862,1.3018299281846395,1692100
airplane_cropped_2,0.6022440668495822,0.18034308095253673,0.03580934934443268,1.3614129033103244,325200
airplane_cropped_3,0.5132054265699438,0.23501858806184567,0.04810462544985176,1.2550291877312856,2605300
airplane_cropped_4,0.5118010953306209,0.23595616293772093,0.050116664194653576,1.2417787060383614,0
airplane_cropped_5,0.5396406566770714,0.21264804368222148,0.03710914495281592,1.2103568724852667,0
ball_cropped_1,0.34007452709429664,0.4154851055039388,0.11875660199992791,1.248560663510463,0
ball_cropped_2,0.3304123432514331,0.3719061473142984,0.11289895343154158,1.507291956898114,0
ball_cropped_3,0.7181580434234051,0.1337904037122202,0.03050508937748355,1.437822852785459,7993200
ball_cropped_4,0.7162291813741338,0.11338558372937438,0.017473232931621067,1.3314473592977338,1038300
ball_cropped_5,0.5575881944297585,0.2140430656863264,0.053123357296502596,1.4832083954675208,1970500
car_cropped_1,0.5204329593604615,0.2297548426249966,0.04330722786476691,1.2723938370392116,1021100
car_cropped_2,0.5416472477850302,0.21574291930079303,0.04121923346152005,1.3216755297196494,0
car_cropped_3,0.45633277625729807,0.2795697674324812,0.0593759759940585,1.3290247508507043,981700
car_cropped_4,0.6008980224217635,0.18077332702112464,0.03644871088986581,1.3485902946601245,1147300
car_cropped_5,0.5868687961460425,0.18486838161931754,0.04241073649895973,1.3105667706862039,0
cat_cropped_1,0.7619820007130345,0.09725194250457318,0.01996815652766215,1.3650517857756015,0
cat_cropped_2,0.8247212290629274,0.06387613127612671,0.007201263956838426,1.3570174386122527,0
cat_cropped_3,0.7978208510754982,0.08362457448343175,0.017007742397405313,1.379012566766377,6652800
cat_cropped_4,0.7664516107911997,0.08983267168211065,0.014278307019417657,1.343761748533915,0
cat_cropped_5,0.7286189037202265,0.12724910224322883,0.027369138764495222,1.4244839740302628,0
dolphin_cropped_1,0.6636550627547667,0.14454583035128,0.02454139744335569,1.348975823635861,0
dolphin_cropped_2,0.5764983759747496,0.1916410086358212,0.0415607598017382,1.302215958591468,6984600
dolphin_cropped_3,0.6504137203084999,0.17018407080254672,0.048660399535425475,1.4835191617234214,0
dolphin_cropped_4,0.6498806036001362,0.14493891167697318,0.032176423538698325,1.314776138763169,0
dolphin_cropped_5,0.7360128626937141,0.12132770607840673,0.030799816436335812,1.4161281995409025,0
face_cropped_1,0.8257931068428949,0.09532745625696885,0.0253539447758794,1.467008610386965,7793500
face_cropped_2,0.8397901882872044,0.1010635560511193,0.029763175668244254,1.5122805296222528,2001200
face_cropped_3,0.8584281401495332,0.10130615778308408,0.03383853621746023,1.5376870230095483,1999700
face_cropped_4,0.8827545646056574,0.08468853862872819,0.024309274551583705,1.5067658117350506,1992000
face_cropped_5,0.8505212124375793,0.09714502524753477,0.02794114933899791,1.5096598359866964,2104500
lotus_cropped_1,0.803561152338624,0.08626875913989202,0.01262077278580154,1.4041306330417753,2003800
lotus_cropped_2,0.8490719702656956,0.07835298222026266,0.014683128361259505,1.4444795899609324,1014600
lotus_cropped_3,0.7732230042235637,0.14677929046794863,0.041086482524888696,1.6275607655776447,1612800
lotus_cropped_4,0.9042991503495116,0.06324877688939101,0.01025925455155408,1.4722190142092153,0
lotus_cropped_5,0.7498502235269093,0.13062642572045177,0.036887417323014766,1.48903545842272,0
pickles_cropped_1,0.8303276586895926,0.1555763360286438,0.05636400890568373,1.7818781328583584,100566200
pickles_cropped_2,0.8024415056518801,0.14484393974546766,0.047219938243925834,1.6652852531667164,59822600
pickles_cropped_3,0.7271608830476661,0.16127753642572634,0.05170546795798954,1.6377380831352653,110714400
pickles_cropped_4,0.8010353813489054,0.13820202479920018,0.04610292776490063,1.6297606886911224,83192600
pickles_cropped_5,0.7448418873392355,0.15819562519227323,0.050533532486917915,1.64978317186826,97354400
