face_cropped_query (6868200),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.5803668677131743,0.17817571742823943,0.03748218702693867,1.3297986041762804,1692100
airplane_cropped_2,0.560409433926742,0.19447262525818543,0.037475721161442405,1.3996377587694775,325200
airplane_cropped_3,0.4945590073420326,0.23747884604798145,0.048025034752671655,1.2745172585870361,2605300
airplane_cropped_4,0.4975411519402121,0.23511004990121342,0.04899944058704312,1.255120197882828,0
airplane_cropped_5,0.5083609366842273,0.22611276985144738,0.042136806145929274,1.22996716440221,0
ball_cropped_1,0.38606935001424175,0.35404366833196466,0.10841153813664206,1.1860943642525068,0
ball_cropped_2,0.397433796135284,0.3094171306693696,0.09725865839380009,1.4207073921598952,0
ball_cropped_3,0.8105908082497559,0.07377084441659501,0.011304761384474156,1.4300935465695435,7993200
ball_cropped_4,0.6951991232726341,0.11364517455781414,0.036739203642104666,1.3472942710391902,1038300
ball_cropped_5,0.6605875838515569,0.1448327842770073,0.033081351503297066,1.441304719644573,1970500
car_cropped_1,0.5408964709998565,0.2011877341606429,0.03775621407659873,1.2725839929063085,1021100
car_cropped_2,0.5279362160491601,0.21299395212277777,0.03893546082546675,1.3423493358552923,0
car_cropped_3,0.4633583579707538,0.2615107858532319,0.055040015596679356,1.3391634550515883,981700
car_cropped_4,0.6047282118885813,0.16570092527171215,0.032621447902804857,1.3730417575299,1147300
car_cropped_5,0.5440777814596348,0.2022206357783163,0.04603433798505265,1.3512455675960835,0
cat_cropped_1,0.752486861940831,0.09002375560126605,0.017707361450473576,1.3814427692256583,0
cat_cropped_2,0.7429521712639245,0.09705115137552833,0.027367393802788326,1.3930585904373054,0
cat_cropped_3,0.7546803893310676,0.09449226058463915,0.020787494513042393,1.4048809150231618,6652800
cat_cropped_4,0.6497020443049762,0.1455156905603938,0.03868790645264869,1.3961261417467599,0
cat_cropped_5,0.8217599886537662,0.06638726786075351,0.010140319862084265,1.4209789984659087,0
dolphin_cropped_1,0.5739647791568601,0.18736926706446122,0.034456273168461705,1.4023832600769426,0
dolphin_cropped_2,0.5925815386675483,0.16766954241482535,0.03403560543404378,1.3031408180977697,6984600
dolphin_cropped_3,0.7169455108796888,0.12417777950189998,0.02398542281934089,1.4717874477056998,0
dolphin_cropped_4,0.5766412477884477,0.18156297760226908,0.04364119423254502,1.3379960006049634,0
dolphin_cropped_5,0.7739733595186085,0.08871707245082713,0.014044326294942542,1.4297956078548584,0
face_cropped_1,0.9128680352713682,0.04253185882385533,0.005931691545773033,1.471931437085131,7793500
face_cropped_2,0.9522250538498278,0.04059928517639431,0.005183576827678927,1.513696707439096,2001200
face_cropped_3,0.9666660823321797,0.0450970939455861,0.007541654585488822,1.539389380084238,1999700
face_cropped_4,0.9320606858713733,0.05134036329455365,0.007481135429667392,1.5207589542996198,1992000
face_cropped_5,0.949415434214577,0.04262721667474311,0.005538716298158541,1.515879369590562,2104500
lotus_cropped_1,0.7630978449955137,0.09491078242113526,0.029201407833387812,1.424916715635985,2003800
lotus_cropped_2,0.8492516341658606,0.0656587562795094,0.017536535050030097,1.4616049007402823,1014600
lotus_cropped_3,0.8719215948286544,0.09844085401658664,0.018187733569024592,1.6251147305924474,1612800
lotus_cropped_4,0.8277244556831836,0.08519524660361792,0.0216132414068488,1.5048534929019393,0
lotus_cropped_5,0.8708675443792349,0.06228618306105372,0.011375451818885402,1.4797911688105176,0
pickles_cropped_1,0.883557252804409,0.12844715462347,0.030868471941812966,1.7765194324658542,100566200
pickles_cropped_2,0.8841097186150816,0.10500439443943625,0.02255345780124251,1.6654812166522006,59822600
pickles_cropped_3,0.790009813488111,0.12531491180272702,0.03029818498418265,1.6403744996611294,110714400
pickles_cropped_4,0.8260539836030185,0.11666075796447582,0.0241112916497814,1.6475326716910694,83192600
pickles_cropped_5,0.8072729601918905,0.12327774352890734,0.026833697663193372,1.6511819542050987,97354400
