car_cropped_query (6868200),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.8358901104795723,0.13108977013091064,0.027800495637711687,1.0805186298928449,1692100
airplane_cropped_2,0.8264789567950026,0.15190655535399994,0.02534868414589797,1.128300218181528,325200
airplane_cropped_3,0.7277075951175926,0.17655529537087164,0.034966977239692505,1.0124050087509282,2605300
airplane_cropped_4,0.7329639722506383,0.16841310031508,0.03268534039157097,0.9963316573231702,0
airplane_cropped_5,0.7375470337148102,0.16256366771834668,0.02872213082429864,0.9862568388811325,0
ball_cropped_1,0.45857590886342275,0.40454860120889746,0.10440840032945553,0.9915882347829434,0
ball_cropped_2,0.4742613782544488,0.3797241187079986,0.10006640580600537,1.2445240227421153,0
ball_cropped_3,0.775077119701494,0.21947299730028424,0.042893286963194985,1.2991582690326486,7993200
ball_cropped_4,0.6931551126825958,0.24238199265543242,0.0508251291167969,1.2073902905534342,1038300
ball_cropped_5,0.7227513738013891,0.23815750344910774,0.052898953307393214,1.281257359176215,1970500
car_cropped_1,0.7433146394731549,0.1708127335538136,0.027241576719804483,1.0328138041422887,1021100
car_cropped_2,0.8333961256173048,0.12083436827289284,0.017552528567158863,1.0628163652410019,0
car_cropped_3,0.7727323594890294,0.14896537952934055,0.029335847181580586,1.0269689690354815,981700
car_cropped_4,0.879355644850567,0.1164947476630296,0.019913987917029047,1.1152138112149315,1147300
car_cropped_5,0.7854323650080213,0.16072110476455115,0.02382712589817226,1.0986171107755909,0
cat_cropped_1,0.8063110480126277,0.18701330720799836,0.039864002027896826,1.2196532064367265,0
cat_cropped_2,0.7413800072594722,0.22541756457458995,0.046494309818531414,1.2495540056132155,0
cat_cropped_3,0.8041355640608575,0.19506633858955827,0.04226441787294798,1.2491519477649526,6652800
cat_cropped_4,0.7726845271046858,0.20106485690737924,0.04513425437141871,1.1955349215025843,0
cat_cropped_5,0.775808919719502,0.21767935048300652,0.0446327130376566,1.3039660576395016,0
dolphin_cropped_1,0.8300401424133677,0.1565924432366091,0.027958138928915414,1.1467810271138987,0
dolphin_cropped_2,0.712640541654479,0.21032943066749987,0.04146107485407466,1.1195458943172782,6984600
dolphin_cropped_3,0.8249658781475502,0.19743894665054978,0.044138818148728096,1.2779980199718175,0
dolphin_cropped_4,0.6555007572125304,0.25603904035533737,0.053628041619313796,1.172651513366207,0
dolphin_cropped_5,0.8776376151057163,0.16157938601487165,0.03618073788884205,1.2303975265676514,0
face_cropped_1,0.8488810161153295,0.19954979215978494,0.042206450811213284,1.3250405595622345,7793500
face_cropped_2,0.8494703421754318,0.21182139475942907,0.043593103099647694,1.3745096660086256,2001200
face_cropped_3,0.8453586404332166,0.22144892824829507,0.0460829800928605,1.409563642430033,1999700
face_cropped_4,0.8492624638112256,0.21365466881018894,0.044882013081042546,1.3902223682383914,1992000
face_cropped_5,0.8353923893698573,0.21843441359973728,0.045721304854826714,1.3905077324508281,2104500
lotus_cropped_1,0.7874017833560828,0.20963322525826703,0.04546461145365702,1.2668824921271948,2003800
lotus_cropped_2,0.8134035447357622,0.2103296492165812,0.043122975945521905,1.3179248363463583,1014600
lotus_cropped_3,0.9386020120814405,0.20178771166602927,0.04516965008399675,1.4371044953976035,1612800
lotus_cropped_4,0.809069204186034,0.22109963339247024,0.04516191054376429,1.359815306529199,0
lotus_cropped_5,0.8498380029916821,0.1994570707070707,0.0435070061377908,1.3294423662188963,0
pickles_cropped_1,0.9392313854346921,0.24074534665845052,0.05558424843803465,1.5714868431940792,100566200
pickles_cropped_2,0.9263756288364409,0.21839739738312192,0.049122587228089154,1.4688454254791445,59822600
pickles_cropped_3,0.915761730805499,0.2060719203118246,0.046316818503089614,1.406620726796872,110714400
pickles_cropped_4,0.9536541943390635,0.19858584324944212,0.04410642454260003,1.4140493874342144,83192600
pickles_cropped_5,0.9467282484809026,0.20092945669454487,0.04618715823954121,1.4213405274588,97354400
