ball_cropped_query (6868200),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.710444870675923,0.13393840882127062,0.026805091396781666,1.2135089846274012,1692100
airplane_cropped_2,0.6799611069537235,0.16269520055405745,0.03121714379808749,1.28425346938013,325200
airplane_cropped_3,0.6365633499561755,0.16735499928324574,0.03838735111268878,1.1376596052452472,2605300
airplane_cropped_4,0.5956151232792665,0.19884726902690888,0.04134511264766356,1.1429378802937118,0
airplane_cropped_5,0.6203716508335057,0.1773788961699646,0.03196687098719963,1.1187417407007956,0
ball_cropped_1,0.4216096836614642,0.3609412835129858,0.10712541225062859,1.105979506779055,0
ball_cropped_2,0.42092323136747434,0.33656632567504324,0.09872920816420157,1.3457519331704693,0
ball_cropped_3,0.8005306946491471,0.12356224766371314,0.01833959189061402,1.3712545428542497,7993200
ball_cropped_4,0.7558081052448725,0.12119155259397973,0.02749379704903582,1.2675799671169607,1038300
ball_cropped_5,0.7231091011206232,0.15510604942037176,0.03838096673987704,1.3632004517429563,1970500
car_cropped_1,0.604894962900003,0.19590810004530462,0.032977128955012446,1.1773854969430295,1021100
car_cropped_2,0.6304944271508878,0.18387914238601957,0.03426300300791525,1.2340030413367906,0
car_cropped_3,0.554756049887136,0.23523006116961948,0.04961307132737937,1.217143104759416,981700
car_cropped_4,0.7022781356629229,0.14756963559244515,0.029743321997468593,1.2692383802971472,1147300
car_cropped_5,0.6263181257936553,0.1892709050021701,0.043816023968572315,1.263943803471988,0
cat_cropped_1,0.8660893984507017,0.07028823468546955,0.008574768126019549,1.2905047572382822,0
cat_cropped_2,0.8219832052333499,0.09743235015787219,0.01816521066329333,1.302349264003281,0
cat_cropped_3,0.8503433009682105,0.08706656237296767,0.011830238879483132,1.3201428614027575,6652800
cat_cropped_4,0.7802067091988036,0.11380998685380203,0.026989849876823388,1.2861667020675356,0
cat_cropped_5,0.8045983254860287,0.11990951292367999,0.01597790086769731,1.3685638172930714,0
dolphin_cropped_1,0.6942585318515525,0.15765506150698064,0.026740698580377763,1.2927355510075864,0
dolphin_cropped_2,0.6564233257498194,0.16719416594945521,0.030441490131045027,1.2221041589678971,6984600
dolphin_cropped_3,0.7801123000397472,0.1371000570085358,0.03187874739343409,1.3835939433311673,0
dolphin_cropped_4,0.6667324064347497,0.1656341540619864,0.03657745611865464,1.250320877105276,0
dolphin_cropped_5,0.8780522826738585,0.07850601621300295,0.014496177582343266,1.326029835788761,0
face_cropped_1,0.8946436782386499,0.0955741834918995,0.014062679836110141,1.4013895342781606,7793500
face_cropped_2,0.883285234582552,0.1145737368519236,0.01834151561459605,1.4534266425386735,2001200
face_cropped_3,0.9024495056111655,0.11559642336156958,0.021160298314237096,1.4786160107335382,1999700
face_cropped_4,0.9052640052631497,0.10724336912016155,0.016055152561046837,1.4551249135865036,1992000
face_cropped_5,0.900753000096641,0.10788081618921143,0.0167335444438953,1.4523431147814934,2104500
lotus_cropped_1,0.8843873027634253,0.07584445343111781,0.016970618209201222,1.329929535679826,2003800
lotus_cropped_2,0.8805073688933758,0.09530675639527289,0.012880554939345874,1.3863835800754798,1014600
lotus_cropped_3,0.9228874262990828,0.12462175326425198,0.02553065838482114,1.5378511391744538,1612800
lotus_cropped_4,0.8789504611503187,0.10671063011335735,0.015457867507952213,1.4296390592788284,0
lotus_cropped_5,0.8775125604342288,0.10385722946891099,0.021215085670268755,1.4095747828412715,0
pickles_cropped_1,0.9279558328993187,0.1609664588388457,0.0422942055585895,1.6895744471523042,100566200
pickles_cropped_2,0.9234269476680212,0.13652573661647352,0.032093396240172045,1.5713180355763932,59822600
pickles_cropped_3,0.8462097985428142,0.14906239765692555,0.03665864029257083,1.5386677978755523,110714400
pickles_cropped_4,0.8876587208983743,0.13929538534466032,0.031682125719221785,1.544980921818017,83192600
pickles_cropped_5,0.8681374844210219,0.14615904586449144,0.03564924854216508,1.5588050631067418,97354400
