ball_query (13864800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.7958156359338455,0.11451379233728888,0.0214836925316284,1.3979978611822885,0
airplane_2,0.7209112961373855,0.13792731041727646,0.02571987711030693,1.349388877297063,8911400
airplane_3,0.6970449096199203,0.154601709491553,0.03821290444029565,1.3740764390603943,2004500
airplane_4,0.6748758501560083,0.1615714055594321,0.036574083432658756,1.3456184508301994,1995700
airplane_5,0.7716841741072079,0.13060039346749153,0.03154055251201848,1.417194675445085,1924400
ball_1,0.64081121907577,0.16290040005161957,0.03855340674555352,1.239587984378999,2994500
ball_2,0.4351926033979894,0.2953638921151116,0.08007639543560374,1.6387715620725831,996300
ball_3,0.8243893712279907,0.10972944807725964,0.019405937513215565,1.4285821750801355,2440500
ball_4,0.8761923093542419,0.0657581107239644,0.008815988234864503,1.352332863795383,0
ball_5,0.7184891036676853,0.16722935027669605,0.04150196529771903,1.5186361505346455,6336600
car_1,0.6175974995833464,0.1851214795686753,0.04392464762813353,1.2883006569405695,2127700
car_2,0.6862120667831781,0.14394211665104323,0.027783044424867138,1.2774623149460242,3010900
car_3,0.7777476815656597,0.11985667710194144,0.022055803618995746,1.3844326397504818,1732900
car_4,0.7229874490828176,0.11994634971730428,0.022080661925939212,1.26984812276298,2115000
car_5,0.707261854144464,0.1307220974312716,0.02493833738838914,1.2803297702631498,2000000
cat_1,0.7740415333556656,0.12732255912224777,0.03316688881580218,1.4279292213855679,2583700
cat_2,0.8499952453509484,0.06780024112028193,0.010750415699081159,1.3190800337720066,0
cat_3,0.8642020027318115,0.07612330100134979,0.009692346672567147,1.3709655680858337,0
cat_4,0.7907286974385349,0.09410207295790235,0.020140390080043907,1.3057239902400768,9093300
cat_5,0.7658945049232272,0.12599499290230998,0.019332924406648327,1.4013490507956528,2003900
dolphin_1,0.6965881940079344,0.14514764565043894,0.027200198519981806,1.327091604702549,1994300
dolphin_2,0.6727391767566371,0.1491210075493612,0.025672353612501128,1.276389794122706,1351500
dolphin_3,0.8127727817257531,0.1414471198016884,0.03928442688694912,1.5436997069273606,0
dolphin_4,0.8025659589912216,0.11750785974608516,0.01976811028180402,1.434037495051995,0
dolphin_5,0.8753706311246677,0.08505794739124584,0.021952446349801678,1.407095515302248,6683900
face_1,0.9149386891676401,0.06995505720476003,0.010344191102292514,1.4133257762170757,0
face_2,0.8782094562114222,0.10581809289416776,0.02212577676716339,1.484200482772985,6931200
face_3,0.916257038863727,0.10610377661039579,0.023669066811203027,1.531744012295719,0
face_4,0.9294114611439913,0.08800771581923712,0.014160428153968705,1.4830890310482994,6775200
face_5,0.927064818106411,0.08747639893981357,0.012298296375542406,1.4829644166237679,3125100
lotus_1,0.828264199053651,0.11091758846471808,0.02145616149761325,1.4471511039098512,3004700
lotus_2,0.9319097836209465,0.07342624854819976,0.013145234499067389,1.4415356794801264,1279700
lotus_3,0.9601028814962607,0.1731347461015594,0.04708053783828019,1.8851085918584354,0
lotus_4,0.8651491008811671,0.0658401932340325,0.01016753303416349,1.335120590911877,6546500
lotus_5,0.8254536763125057,0.1136322659144959,0.025914925954359735,1.4417406799062011,3135300
pickles_1,0.6724152010180925,0.2392775478594416,0.06453601864702835,2.30803188513746,149438000
pickles_2,0.6080920532633642,0.2490213281068525,0.0666581535450332,2.4165072868115813,218726200
pickles_3,0.6502906831810208,0.23194622039476864,0.06761744907698448,2.0556385240198254,139923200
pickles_4,0.7327240065876792,0.22268842548667234,0.061823152158096195,2.098491103715709,162640200
pickles_5,0.5827836479420332,0.24652650858773462,0.06594503094408238,2.1123738314072638,90318600
