ball_cropped_query (0),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.9020180558097286,0.19596388838054285,0.07384770486985871,0.008387718752411583,0
airplane_cropped_2,0.8295416032555301,0.3409167934889398,0.10554525697870162,0.020255114734257347,0
airplane_cropped_3,0.8766698369543107,0.24666032609137853,0.08468923307714114,0.010756424359167132,0
airplane_cropped_4,0.8660117048708602,0.26797659025827947,0.08959383311929466,0.013052846447656108,0
airplane_cropped_5,0.8708681926585431,0.2582636146829139,0.08596712328589835,0.012196517572194086,0
ball_cropped_1,0.7513925264427528,0.49721494711449465,0.24458751024212025,0.05961267755313606,0
ball_cropped_2,0.6846325219497991,0.6307349561004019,0.24672392855529485,0.06940631781336352,0
ball_cropped_3,0.8409680597022485,0.31806388059550306,0.10349763665664666,0.01861902023865339,14079900
ball_cropped_4,0.8977336954956056,0.20453260900878883,0.0696847156312292,0.0072175674177982745,1145500
ball_cropped_5,0.8013777120125889,0.3972445759748224,0.1390413360931077,0.02573802206257884,1982500
car_cropped_1,0.8717843471542377,0.25643130569152456,0.0917818491287122,0.013727324036833638,0
car_cropped_2,0.8450200865689048,0.30995982686219026,0.10204825859937926,0.016677100497463074,1005100
car_cropped_3,0.8437232978108608,0.3125534043782784,0.10679152500362342,0.017434256952515364,0
car_cropped_4,0.8534029214268781,0.2931941571462436,0.10144169975929997,0.015312888636738095,0
car_cropped_5,0.85475392149104,0.2904921570179199,0.1071020348478331,0.018836551116341155,1012700
cat_cropped_1,0.9087524834730936,0.1824950330538128,0.05846029295672904,0.005848826972713099,994100
cat_cropped_2,0.9093733637367232,0.18125327252655377,0.05989826419411631,0.00608293329700176,2033700
cat_cropped_3,0.8927760032445399,0.21444799351092017,0.07335424870065148,0.010792783036674036,1010700
cat_cropped_4,0.8949284971807419,0.2101430056385163,0.07305649388393955,0.010128238374291953,1987400
cat_cropped_5,0.8595822400633478,0.2808355198733043,0.08666895192441698,0.01294877994841923,1003000
dolphin_cropped_1,0.8355287444859094,0.3289425110281812,0.10273032358461835,0.021440778100195398,1006100
dolphin_cropped_2,0.8762759104291868,0.24744817914162642,0.08773760501025779,0.013556675601750855,502700
dolphin_cropped_3,0.8718188119111707,0.25636237617765834,0.09038645792896119,0.014070977865395311,0
dolphin_cropped_4,0.8385710086867413,0.3228579826265174,0.11449477074852504,0.023083568045491946,0
dolphin_cropped_5,0.9194517775977264,0.16109644480454702,0.053295296711434764,0.0042568176337451835,0
face_cropped_1,0.8399113715614104,0.32017725687717935,0.09993039119627092,0.016026227088114423,0
face_cropped_2,0.812067530529367,0.37586493894126594,0.11619336052590705,0.022771693281995152,0
face_cropped_3,0.824388621866907,0.351222756266186,0.11563107703395434,0.021287436342933588,7325900
face_cropped_4,0.8294287880119511,0.34114242397609784,0.10259680838426626,0.01826540726320587,0
face_cropped_5,0.8227625312494686,0.3544749375010625,0.11402159195034428,0.020795158432549848,0
lotus_cropped_1,0.8832619111805264,0.23347617763894707,0.07690619973026465,0.009319569140391214,0
lotus_cropped_2,0.8646125901355852,0.27077481972882955,0.09105491567580036,0.013893470198364444,0
lotus_cropped_3,0.8112606494742699,0.3774787010514601,0.12676626268431668,0.022669346999718617,6722900
lotus_cropped_4,0.8395226014885628,0.32095479702287427,0.09808386218571892,0.01666671343129181,0
lotus_cropped_5,0.8417456594878137,0.3165086810243726,0.0993774757009404,0.016350718330507726,2127200
pickles_cropped_1,0.6908082506897608,0.6183834986204783,0.30891034673611656,0.07009140868943636,75729800
pickles_cropped_2,0.7364131920116186,0.5271736159767628,0.26196378000097703,0.04918803434258643,44187100
pickles_cropped_3,0.7359305590686247,0.5281388818627507,0.26095179267509766,0.051635438480839804,80566000
pickles_cropped_4,0.7463743280548405,0.507251343890319,0.24511994021141603,0.04578705838639257,54183400
pickles_cropped_5,0.7424068754883542,0.5151862490232919,0.25526175822739966,0.05177545107635354,66815100
