lotus_cropped_query (0),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.6751001588642729,0.6497996822714542,0.271822750455378,0.07286623830407375,0
airplane_cropped_2,0.7010591361501667,0.5978817276996665,0.27009896397070465,0.06767218284917924,0
airplane_cropped_3,0.6091861031902708,0.7816277936194583,0.29452765409960874,0.09650835056595997,0
airplane_cropped_4,0.6419993946681718,0.7160012106636564,0.28015825777126996,0.08317749790931528,0
airplane_cropped_5,0.6233491605561565,0.7533016788876868,0.283791892951635,0.08712259718740904,0
ball_cropped_1,0.5601448775303908,0.8797102449392182,0.37613140068550954,0.13992006094611356,0
ball_cropped_2,0.7449330715639926,0.5101338568720148,0.2092984750747595,0.06381881255842797,0
ball_cropped_3,0.7245051285371081,0.5509897429257837,0.23064467216577073,0.04939363822894714,14079900
ball_cropped_4,0.6756547492839082,0.6486905014321835,0.261717080080412,0.06602053452563757,1145500
ball_cropped_5,0.7472057359711336,0.505588528057733,0.17742060643492139,0.04280666722764357,1982500
car_cropped_1,0.6664898893954745,0.667020221209051,0.2805502039132041,0.08025753161351225,0
car_cropped_2,0.6827986141745941,0.634402771650812,0.28259390516218763,0.07645314406331337,1005100
car_cropped_3,0.6777033960877649,0.6445932078244702,0.2896021993119821,0.08014214943000793,0
car_cropped_4,0.6937541663104232,0.6124916673791535,0.2835152026635386,0.07359183218113345,0
car_cropped_5,0.6410630276090844,0.7178739447818312,0.2848268166387569,0.08574384364185082,1012700
cat_cropped_1,0.7312584297623491,0.5374831404753018,0.2433674448463831,0.05184417923123571,994100
cat_cropped_2,0.7011314510251531,0.5977370979496939,0.24318365022390978,0.057336797935053356,2033700
cat_cropped_3,0.7388600838102526,0.5222798323794948,0.2291813885210811,0.04803185338907785,1010700
cat_cropped_4,0.7080487195694849,0.5839025608610302,0.23996998146451917,0.05971553574448746,1987400
cat_cropped_5,0.7286708484795051,0.5426583030409896,0.24776317036599294,0.051398051715619106,1003000
dolphin_cropped_1,0.6912253860544757,0.6175492278910486,0.26237679075338716,0.06873305008913362,1006100
dolphin_cropped_2,0.720111273491571,0.559777453016858,0.2359566657627822,0.05239245325994236,502700
dolphin_cropped_3,0.7754885912515828,0.44902281749683465,0.19039178707873308,0.03394605917039881,0
dolphin_cropped_4,0.6770623000973439,0.6458753998053122,0.26353868129707997,0.06968137545167565,0
dolphin_cropped_5,0.7453411522248027,0.5093176955503946,0.19013124854872576,0.039855572112237475,0
face_cropped_1,0.7161967890693044,0.567606421861391,0.26469352632138937,0.05775759180587777,0
face_cropped_2,0.72990042775012,0.5401991444997598,0.2647200567862949,0.055824955056944854,0
face_cropped_3,0.7149099945845008,0.5701800108309985,0.2684340715859975,0.059691121257776036,7325900
face_cropped_4,0.7275399741287898,0.5449200517424204,0.258066907527522,0.05422644608499903,0
face_cropped_5,0.707875523384037,0.5842489532319259,0.26947436332811237,0.061280054428203945,0
lotus_cropped_1,0.7312784559432626,0.5374430881134749,0.25671542255709356,0.053889511966082826,0
lotus_cropped_2,0.7353352989086002,0.5293294021827994,0.25635880235404257,0.05201705120495459,0
lotus_cropped_3,0.8483684569037693,0.30326308619246156,0.12373775381438458,0.01647045395578978,6722900
lotus_cropped_4,0.722977162015519,0.554045675968962,0.2625517160066987,0.05797112119334733,0
lotus_cropped_5,0.7469311677808318,0.5061376644383363,0.24211760488104117,0.04574289075459889,2127200
pickles_cropped_1,0.7993377281523796,0.40132454369524084,0.1387791164197227,0.0287885301308899,75729800
pickles_cropped_2,0.8414420388922855,0.31711592221542895,0.10756348382370695,0.02285891859534738,44187100
pickles_cropped_3,0.8314146453380553,0.3371707093238896,0.11365313249553267,0.027199571743252222,80566000
pickles_cropped_4,0.8416723067994402,0.3166553864011197,0.10156617073653636,0.023854813539423904,54183400
pickles_cropped_5,0.8318874944259961,0.3362250111480079,0.10868219985849809,0.025786546733047706,66815100
