cat_cropped_query (0),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.8827886319949217,0.2344227360101565,0.07551598471373795,0.009267436213757016,0
airplane_cropped_2,0.9024310155258419,0.1951379689483162,0.07227456420308423,0.006654683749167827,0
airplane_cropped_3,0.8063117972370061,0.38737640552598773,0.12205637285887934,0.026917835865988306,0
airplane_cropped_4,0.8470404624769237,0.30591907504615246,0.10138249844216035,0.01788895940313131,0
airplane_cropped_5,0.8344799092693141,0.3310401814613716,0.09925566210423094,0.01804581596154219,0
ball_cropped_1,0.6363070782530331,0.7273858434939338,0.27961146670392784,0.09674643479853548,0
ball_cropped_2,0.5970079178538359,0.8059841642923281,0.28694592581737427,0.11239908496705145,0
ball_cropped_3,0.8188892718315445,0.3622214563369113,0.12160616204323944,0.026422864625951625,14079900
ball_cropped_4,0.8793330279041982,0.24133394419160348,0.07581915988524829,0.011583602155102308,1145500
ball_cropped_5,0.7168733967427837,0.5662532065144329,0.19362753633064972,0.05937038733113443,1982500
car_cropped_1,0.8528709957595368,0.2942580084809264,0.09610048719526099,0.014304097720720178,0
car_cropped_2,0.8537930354954757,0.2924139290090486,0.10280042294036283,0.01600261477994602,1005100
car_cropped_3,0.82611125645218,0.34777748709564,0.1151266697873517,0.019946117271109582,0
car_cropped_4,0.8487635050838676,0.3024729898322649,0.10334999157053017,0.015089416964993059,0
car_cropped_5,0.8464005554757579,0.3071988890484843,0.09748241239153746,0.014625311542306615,1012700
cat_cropped_1,0.9152906827494157,0.16941863450116845,0.052502174290605955,0.005114391508308373,994100
cat_cropped_2,0.9313018553653836,0.13739628926923297,0.040904589684076086,0.0039373424186586155,2033700
cat_cropped_3,0.9450239727831887,0.10995205443362263,0.033692440258713804,0.0027411873565481148,1010700
cat_cropped_4,0.9478720021760108,0.10425599564797872,0.03252074254087511,0.002659411264232706,1987400
cat_cropped_5,0.8891969692648027,0.22160606147039463,0.075514067372189,0.008685427683458572,1003000
dolphin_cropped_1,0.9086485415346606,0.1827029169306788,0.05766468574526615,0.005375364547147125,1006100
dolphin_cropped_2,0.8644730879392284,0.2710538241215431,0.10025574345661639,0.018079103250425485,502700
dolphin_cropped_3,0.8204728855907739,0.3590542288184523,0.1191179063896495,0.02321190081355661,0
dolphin_cropped_4,0.8728121191124476,0.2543757617751048,0.10151145772986038,0.019519356645294545,0
dolphin_cropped_5,0.846811748261818,0.306376503476364,0.09768531073520076,0.015738987311309842,0
face_cropped_1,0.8725146882236898,0.25497062355262023,0.09031728521816519,0.011854128190301134,0
face_cropped_2,0.8532870807165344,0.2934258385669313,0.10115041946229826,0.014691431688681728,0
face_cropped_3,0.8567880441790068,0.2864239116419866,0.10728137998578118,0.016140469744874226,7325900
face_cropped_4,0.8779293134636903,0.24414137307261935,0.0827689458366707,0.009735096133921185,0
face_cropped_5,0.8675562902633941,0.2648874194732118,0.10069561925172058,0.014007631135960947,0
lotus_cropped_1,0.8953430091092984,0.20931398178140292,0.0651207246817922,0.007049459814423643,0
lotus_cropped_2,0.8886519772454824,0.22269604550903516,0.07291125726553023,0.008116125976863049,0
lotus_cropped_3,0.7802470993740763,0.43950580125184735,0.1471741707073285,0.030236211460208846,6722900
lotus_cropped_4,0.9181593370278625,0.1636813259442752,0.061768146852800916,0.0050654965462867945,0
lotus_cropped_5,0.8305795106914414,0.3388409786171172,0.10639800097667391,0.018243411561210617,2127200
pickles_cropped_1,0.665213847456027,0.6695723050879461,0.3277213575536459,0.08568831153004719,75729800
pickles_cropped_2,0.7068011636342122,0.5863976727315757,0.28194176160839557,0.06388965078234786,44187100
pickles_cropped_3,0.7010111030227993,0.5979777939544015,0.2800288601610072,0.06405430781609359,80566000
pickles_cropped_4,0.7202219805488452,0.5595560389023095,0.26187217530353113,0.05388452346770113,54183400
pickles_cropped_5,0.7006472442022198,0.5987055115955603,0.27506215765082404,0.06491416528011319,66815100
