ball_query (8954500),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8719900147846525,0.2560199704306947,0.09315158503736752,0.01139392088624698,2629100
airplane_2,0.9038582902638166,0.1922834194723667,0.06895090172890961,0.009385789889495295,1013100
airplane_3,0.887018695373923,0.2259626092521541,0.08014107684244406,0.009116381188710169,2014200
airplane_4,0.8889777348474086,0.22204453030518279,0.07931751555155138,0.008514529142327393,1000800
airplane_5,0.835155727796345,0.32968854440731,0.1407603576656742,0.018652008475818167,1999000
ball_1,0.8723913279132791,0.2552173441734417,0.09985321101119064,0.012433114651810885,836700
ball_2,0.5300613756613757,0.9398772486772486,0.4107514893461125,0.13785249867555233,0
ball_3,0.8502944966827359,0.29941100663452813,0.09913833137501295,0.01585407430885914,0
ball_4,0.8890094205703961,0.22198115885920763,0.07530699335108046,0.008758724883144105,0
ball_5,0.7669489194051605,0.4661021611896791,0.18365025245101246,0.037091396064713476,7281900
car_1,0.8768763154636623,0.24624736907267547,0.09058150893353877,0.010879149252707849,2048800
car_2,0.8881877406156222,0.22362451876875547,0.09489052203678253,0.011197155832653035,1000100
car_3,0.8072994452207032,0.38540110955859375,0.12596517797599385,0.024016966010317442,1999500
car_4,0.9014888837793382,0.19702223244132366,0.07709814756616076,0.007886891838514605,1000400
car_5,0.8530855397749046,0.2938289204501907,0.1036254615153688,0.01520708179499976,2003400
cat_1,0.8377097882225024,0.3245804235549954,0.09962513818466859,0.01801568504488911,1985600
cat_2,0.9230446514133801,0.15391069717324007,0.051828619920148956,0.0038167084372868957,2022900
cat_3,0.913356248234297,0.173287503531406,0.06098505123323228,0.008283929950803001,1529800
cat_4,0.915129309034302,0.16974138193139598,0.0554991921024269,0.006223273368081812,2362600
cat_5,0.8588653503677895,0.2822692992644211,0.09158107983089675,0.012725526069576824,2015000
dolphin_1,0.8538189321238783,0.29236213575224335,0.091292956834781,0.01656312259670701,70500
dolphin_2,0.893948243321719,0.21210351335656213,0.08136807203612006,0.013139011347864852,2616800
dolphin_3,0.7663629009424423,0.4672741981151155,0.20387257630597228,0.035744946720196145,2131300
dolphin_4,0.8134829688814129,0.37303406223717417,0.1417329108756632,0.025807543825111467,2002200
dolphin_5,0.8907126656796918,0.21857466864061653,0.09701221764554042,0.00857265386896675,1005600
face_1,0.8629656741404003,0.2740686517191995,0.0897891331079036,0.01112428368856346,2839700
face_2,0.7964128329567128,0.4071743340865743,0.13605098503131396,0.027891286919501778,1999400
face_3,0.8375512677492412,0.3248974645015177,0.1091525522962059,0.018330269890270527,1000900
face_4,0.8404554924370811,0.31908901512583776,0.09874589965114913,0.01588593242403473,2647100
face_5,0.8305997796241699,0.3388004407516602,0.11581303496770122,0.0199902585666219,0
lotus_1,0.8689342645141985,0.26213147097160305,0.08250935796788829,0.014517257342689044,0
lotus_2,0.9173112659698026,0.16537746806039488,0.05344676946194753,0.005645244088015867,0
lotus_3,0.6301620780259326,0.739675843948135,0.39131455436574464,0.0982389264030479,7109200
lotus_4,0.9248004960413861,0.15039900791722774,0.05418638515865712,0.004432622714116441,2033900
lotus_5,0.845804712128754,0.3083905757424921,0.10378971754947912,0.016503990898302935,2000500
pickles_1,0.500372250913909,0.999255498172182,0.5161660537009684,0.20568941985324626,122115900
pickles_2,0.5000067665505227,0.9999864668989547,0.5154772533580593,0.21785544724711833,162688600
pickles_3,0.514063709093847,0.9718725818123058,0.4866192526631163,0.17703979861870037,107146400
pickles_4,0.5178531394958488,0.9642937210083026,0.4894293490322717,0.17384142517994253,132882100
pickles_5,0.537538879016428,0.924922241967144,0.46453107935092675,0.1766653772288751,70898800
