lotus_query (8954500),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.7028665879914424,0.5942668240171152,0.26851891382219134,0.055239183699905506,2629100
airplane_2,0.6535980086208578,0.6928039827582844,0.3271638165635135,0.07816870500050678,1013100
airplane_3,0.6792655510461896,0.6414688979076207,0.29571772413192216,0.06592374181005883,2014200
airplane_4,0.6868780476974186,0.6262439046051627,0.2897154552192095,0.06154576907893366,1000800
airplane_5,0.7438535850175421,0.5122928299649157,0.21837281305107525,0.04097051774407741,1999000
ball_1,0.598878091650973,0.8022438166980539,0.4024683310838386,0.11291495566319729,836700
ball_2,0.7833777777777777,0.4332444444444445,0.15772973740906704,0.05428314697360763,0
ball_3,0.6553322885225601,0.6893354229548796,0.3643148514824628,0.08762414326551785,0
ball_4,0.6281225360954175,0.7437549278091651,0.37664643668072983,0.09336670906138914,0
ball_5,0.7496359809460508,0.5007280381078986,0.206508102773494,0.04359312294636044,7281900
car_1,0.6176284378674468,0.7647431242651065,0.385385002965725,0.10386290395235102,2048800
car_2,0.6193098167426654,0.7613803665146692,0.39857395886847496,0.10939287116576846,1000100
car_3,0.6038541397803205,0.7922917204393587,0.40489142116947024,0.11125295202454889,1999500
car_4,0.5975597235366658,0.8048805529266684,0.3944629216668944,0.11345287760291087,1000400
car_5,0.5804869654994407,0.8390260690011184,0.4079251703091324,0.1215593081465535,2003400
cat_1,0.6245767520134631,0.7508464959730736,0.3760591852004209,0.09765399527436987,1985600
cat_2,0.6196488582414986,0.7607022835170028,0.37287780010536703,0.09832108523561382,2022900
cat_3,0.6470158293887107,0.7059683412225783,0.3437084838875959,0.079070460458444,1529800
cat_4,0.6250895376697134,0.7498209246605732,0.35832750875899905,0.09193464455488769,2362600
cat_5,0.6174410546139361,0.765117890772128,0.3833171614447494,0.09745027976737777,2015000
dolphin_1,0.6137928857747057,0.7724142284505885,0.3826865895650997,0.10595772788375414,70500
dolphin_2,0.632021186440678,0.7359576271186441,0.34720003385483666,0.08683951947889765,2616800
dolphin_3,0.8096862017595637,0.3806275964808724,0.1565844545017992,0.025290769130551144,2131300
dolphin_4,0.7274823202805377,0.5450353594389246,0.23994160990384922,0.0496950549417106,2002200
dolphin_5,0.7210496835673239,0.5579006328653524,0.25047068875983247,0.047022457668371764,1005600
face_1,0.6051226124656852,0.7897547750686295,0.3932169464836069,0.10449561154766784,2839700
face_2,0.6104087471308056,0.7791825057383888,0.40517340533978347,0.11004656616093812,1999400
face_3,0.6158552426709373,0.7682895146581253,0.38570255169939066,0.09850449035618854,1000900
face_4,0.6246362124176541,0.7507275751646918,0.3840898744005805,0.09600948386405164,2647100
face_5,0.5955865979594793,0.8088268040810414,0.402121466054721,0.11088347000003561,0
lotus_1,0.6287878518737818,0.7424242962524362,0.37238125294681784,0.09614146456822205,0
lotus_2,0.6792762020062262,0.6414475959875474,0.3254437920944333,0.06882553363271122,0
lotus_3,0.8756273501898676,0.24874529962026493,0.08375793355078269,0.013848106848332138,7109200
lotus_4,0.6287793458932631,0.7424413082134738,0.3693902584965531,0.09386461919099191,2033900
lotus_5,0.6372977439563395,0.7254045120873208,0.3775554642762621,0.09210036612586102,2000500
pickles_1,0.7339868241687042,0.5320263516625916,0.2044727652310388,0.06200342453779799,122115900
pickles_2,0.7165739307909605,0.5668521384180791,0.20799708911621195,0.0738647325975625,162688600
pickles_3,0.7541390313709077,0.4917219372581847,0.1833867397361946,0.054959122355355106,107146400
pickles_4,0.755658176986789,0.488683646026422,0.18082443912866855,0.04834705015380295,132882100
pickles_5,0.7640956852847465,0.4718086294305072,0.16441929612144995,0.05613411865436401,70898800
