pickles_cropped_querry (0),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.7149133667935565,0.5701732664128868,0.28536750167076125,0.06540334882390673,0
airplane_cropped_2,0.6972184861218933,0.6055630277562133,0.29151557960449415,0.07078224563063142,0
airplane_cropped_3,0.6747475491706143,0.6505049016587715,0.3008281540170576,0.07726794060409638,0
airplane_cropped_4,0.6872859588543775,0.625428082291245,0.2933800286311445,0.07425469676170056,0
airplane_cropped_5,0.6849501901497272,0.6300996197005456,0.29594982086459914,0.07638917065022206,0
ball_cropped_1,0.585403963219942,0.829192073560116,0.3928263599714914,0.13946359505116976,0
ball_cropped_2,0.7574467577970789,0.4851064844058421,0.21452276998769568,0.06059346865073185,0
ball_cropped_3,0.7239720608669701,0.5520558782660601,0.25099845486139294,0.050665367139118775,14079900
ball_cropped_4,0.710420724782319,0.579158550435362,0.27737452838990956,0.06303924558889626,1145500
ball_cropped_5,0.7792409641301578,0.4415180717396847,0.1904361690710053,0.03986726771829505,1982500
car_cropped_1,0.6874864411390477,0.6250271177219048,0.2966875627024151,0.07599238517749331,0
car_cropped_2,0.6759689684476866,0.6480620631046268,0.3023386578035689,0.0790036201405868,1005100
car_cropped_3,0.6711184368580634,0.6577631262838735,0.31046302767653416,0.0843155672409476,0
car_cropped_4,0.6603767944924861,0.6792464110150277,0.30843940653374746,0.08323214788570597,0
car_cropped_5,0.6724065964531794,0.6551868070936414,0.30189155450973426,0.08341133755019658,1012700
cat_cropped_1,0.7143357608095824,0.5713284783808352,0.26473481129450077,0.05585225516665804,994100
cat_cropped_2,0.7259015217307033,0.5481969565385933,0.25939124220859566,0.05502006885038346,2033700
cat_cropped_3,0.7287332845766152,0.5425334308467697,0.24898993336738115,0.050910489777137,1010700
cat_cropped_4,0.7335438248293018,0.5329123503413965,0.2525944426132744,0.05312254455440714,1987400
cat_cropped_5,0.7107265156962109,0.578546968607578,0.2727616093510575,0.05959902526534291,1003000
dolphin_cropped_1,0.6909771737109341,0.6180456525781317,0.2812282023291242,0.0680035641186274,1006100
dolphin_cropped_2,0.7450566743650802,0.5098866512698396,0.2522558297252721,0.04978327973777933,502700
dolphin_cropped_3,0.8101306337482604,0.37973873250347917,0.20124261192264487,0.027288728446577978,0
dolphin_cropped_4,0.6777971162948695,0.644405767410261,0.2810221799896567,0.06940565623243282,0
dolphin_cropped_5,0.794136527463167,0.4117269450736659,0.1978365946605359,0.028349298517922897,0
face_cropped_1,0.6893969861980277,0.6212060276039446,0.29168135894164193,0.06901662277470512,0
face_cropped_2,0.6817233750869166,0.6365532498261669,0.29718444234906627,0.07390762707622124,0
face_cropped_3,0.6827528864132764,0.6344942271734475,0.2975118951104653,0.07401548531098306,7325900
face_cropped_4,0.699951177248576,0.600097645502848,0.28580988706282096,0.06586200693799643,0
face_cropped_5,0.6851997482292007,0.6296005035415985,0.29680888711322,0.07326105755821215,0
lotus_cropped_1,0.7110283523045677,0.5779432953908644,0.2813334618182135,0.06171867960451942,0
lotus_cropped_2,0.7083953930688955,0.5832092138622091,0.2842638674621426,0.06353993815993071,0
lotus_cropped_3,0.8526066574975497,0.2947866850049008,0.13744111275720744,0.013226668528198059,6722900
lotus_cropped_4,0.6945707483109953,0.6108585033780095,0.2892931748684808,0.06798267590685157,0
lotus_cropped_5,0.7272789306424722,0.5454421387150558,0.26930509189619967,0.054689973032656665,2127200
pickles_cropped_1,0.9189401878577537,0.1621196242844925,0.07889888001247451,0.00427881104554894,75729800
pickles_cropped_2,0.958600354863196,0.08279929027360813,0.03535629367397876,0.0010770410157552193,44187100
pickles_cropped_3,0.9520793064138717,0.09584138717225663,0.036086466802742675,0.0020606383329657067,80566000
pickles_cropped_4,0.9653399757821532,0.06932004843569377,0.021884442956970705,0.0013083076312891528,54183400
pickles_cropped_5,0.956536059310488,0.08692788137902399,0.028329664495540672,0.0014795028503492545,66815100
