car_query (8954500),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8423911725461692,0.31521765490766146,0.14119390307677882,0.01961641532747703,2629100
airplane_2,0.8878025045806,0.22439499083879988,0.0865810796859962,0.009861004515487383,1013100
airplane_3,0.8449526810125003,0.3100946379749996,0.11875927722988337,0.016122680637228274,2014200
airplane_4,0.8545314120408275,0.2909371759183451,0.11748911270083794,0.014094148301516571,1000800
airplane_5,0.78742234094508,0.42515531810984003,0.19355922070814882,0.03289041053599344,1999000
ball_1,0.9074221470201166,0.18515570595976688,0.07250744201805619,0.009263197013222663,836700
ball_2,0.4602450836623425,1.0795098326753148,0.47305561911275273,0.19441613017306655,0
ball_3,0.8789441508471827,0.24211169830563475,0.07810261765767164,0.011445537346987009,0
ball_4,0.909024703891709,0.18195059221658208,0.057800560452707775,0.006051126268465285,0
ball_5,0.7027887594970306,0.5944224810059388,0.23733505845824662,0.05988193620812898,7281900
car_1,0.9419796954314721,0.11604060913705587,0.03727539280542005,0.002416681547172831,2048800
car_2,0.951336717428088,0.09732656514382401,0.0306804725477459,0.0017003558483028793,1000100
car_3,0.8886971235194585,0.22260575296108287,0.07510172060053558,0.010654377900601844,1999500
car_4,0.9426565143824027,0.11468697123519461,0.036739550596115486,0.0027292792246107183,1000400
car_5,0.9235871404399323,0.15282571912013534,0.049065032773718965,0.004863860460832391,2003400
cat_1,0.8963468337113439,0.20730633257731218,0.06071625341447607,0.008188024332428375,1985600
cat_2,0.9129349623310365,0.17413007533792696,0.06385643072871557,0.0056865746353393,2022900
cat_3,0.8657662230758678,0.2684675538482646,0.0893364518933046,0.011954639957633932,1529800
cat_4,0.8872874088642021,0.22542518227159575,0.08506228928071245,0.010001992050999371,2362600
cat_5,0.9205770257567212,0.15884594848655764,0.052586668158218226,0.005820972940641129,2015000
dolphin_1,0.8904552458195086,0.2190895083609827,0.06841755920659016,0.009080553525849291,70500
dolphin_2,0.8255467428087987,0.3489065143824027,0.10945647624820327,0.021054307569513427,2616800
dolphin_3,0.7161438997903882,0.5677122004192237,0.26083114589441403,0.05844028563045168,2131300
dolphin_4,0.7195751648287532,0.5608496703424937,0.2096660630118141,0.050139113583686126,2002200
dolphin_5,0.8489758393063331,0.3020483213873336,0.1517133517700043,0.019722610867308886,1005600
face_1,0.9285031802052819,0.142993639589436,0.04282368524567912,0.0038979237170277633,2839700
face_2,0.8785431323421324,0.24291373531573507,0.08398014665254251,0.013069447224658944,1999400
face_3,0.9021392555217357,0.19572148895652863,0.06372512928271744,0.008247599093479082,1000900
face_4,0.9035921817817569,0.19281563643648617,0.05808897249392628,0.007457181202183817,2647100
face_5,0.888276095027364,0.22344780994527186,0.07261185995432527,0.010219626215271697,0
lotus_1,0.8809476204198345,0.23810475916033075,0.06875703456363388,0.008994476917655175,0
lotus_2,0.9092518733381678,0.18149625332366448,0.0748467934512347,0.006592617327671177,0
lotus_3,0.5663329033868687,0.8673341932262628,0.45177960215459745,0.13800350456481816,7109200
lotus_4,0.9063498291099561,0.18730034178008775,0.06873718713814168,0.006625880918390514,2033900
lotus_5,0.8888193653095756,0.22236126938084877,0.06707548454529988,0.009745728401299747,2000500
pickles_1,0.4417698702563098,1.1164602594873805,0.577281526348758,0.2640757585103039,122115900
pickles_2,0.44403685279187827,1.1119262944162436,0.57660632158237,0.27829004371368543,162688600
pickles_3,0.45238280446754187,1.095234391064916,0.5477908853059815,0.23103137045561806,107146400
pickles_4,0.4592507588382495,1.081498482323501,0.5502177639778106,0.22594160503731212,132882100
pickles_5,0.4758579743901229,1.0482840512197542,0.524965404980291,0.22896185856702073,70898800
