airplane_cropped_query (0),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.9234224862600677,0.1531550274798644,0.05078249912285561,0.004485181355444405,0
airplane_cropped_2,0.8673175352651521,0.2653649294696958,0.08222460360099286,0.014208964805417862,0
airplane_cropped_3,0.9381334493365225,0.12373310132695486,0.03793235154758039,0.0028400033378772585,0
airplane_cropped_4,0.9506145313409069,0.098770937318186,0.03252387290565706,0.0020154088004244765,0
airplane_cropped_5,0.9445537511094703,0.11089249778105953,0.03580882217702514,0.002272289850865224,0
ball_cropped_1,0.7799918567276323,0.44001628654473557,0.20357832748715854,0.041238134502321874,0
ball_cropped_2,0.6384964568875438,0.7230070862249125,0.2724543452899311,0.08585068345942123,0
ball_cropped_3,0.8356231774114407,0.32875364517711886,0.10255450304778153,0.020741527839417184,14079900
ball_cropped_4,0.9060327565879374,0.1879344868241254,0.06592747533585921,0.006582390743190276,1145500
ball_cropped_5,0.7392863900020784,0.5214272199958433,0.17902773535805747,0.0431113127006306,1982500
car_cropped_1,0.9322108397026773,0.13557832059464556,0.04341452368787804,0.0036586947868043596,0
car_cropped_2,0.9197583295881517,0.1604833408236966,0.045864670890039164,0.00495963621696476,1005100
car_cropped_3,0.8896568533325928,0.2206862933348146,0.06427094263926476,0.00918393993698757,0
car_cropped_4,0.8810314094200375,0.2379371811599248,0.06806395065132688,0.009743494213513868,0
car_cropped_5,0.8898804378905205,0.2202391242189589,0.07665256085639945,0.010262246788258891,1012700
cat_cropped_1,0.8679585763563761,0.26408284728724774,0.07753186459589491,0.01132701316792538,994100
cat_cropped_2,0.8751493040256291,0.24970139194874175,0.08676680526365858,0.01092834706074158,2033700
cat_cropped_3,0.8298000048875834,0.3403999902248332,0.09962460485642156,0.01630056051561379,1010700
cat_cropped_4,0.852349748875695,0.2953005022486098,0.10187980535557889,0.014403751870018446,1987400
cat_cropped_5,0.8695051872877786,0.26098962542444265,0.07779449415826635,0.013570287932515456,1003000
dolphin_cropped_1,0.8517206242073427,0.2965587515853143,0.09455493498813995,0.017629072897002072,1006100
dolphin_cropped_2,0.8599961609989991,0.28000767800200166,0.08488657340687814,0.013843495017742775,502700
dolphin_cropped_3,0.8171742927947674,0.36565141441046534,0.11895200820819209,0.024793091899885503,0
dolphin_cropped_4,0.819865198204911,0.360269603590178,0.11046342893507849,0.02126975258117743,0
dolphin_cropped_5,0.8468324240427438,0.3063351519145122,0.10695508985278458,0.016025904767824208,0
face_cropped_1,0.8592816677469184,0.2814366645061634,0.08810418389183011,0.017931791189009217,0
face_cropped_2,0.8341439492700145,0.3317121014599711,0.10795040984399419,0.026468809893011563,0
face_cropped_3,0.8267995046596647,0.34640099068067065,0.11005859806788679,0.02627013946172409,7325900
face_cropped_4,0.8384457667613074,0.3231084664773851,0.09800902734581214,0.021956358734604515,0
face_cropped_5,0.8419662407883065,0.31606751842338676,0.1026836550121842,0.022774478038627626,0
lotus_cropped_1,0.8481488957120322,0.3037022085759355,0.0887975807438971,0.016433588566604564,0
lotus_cropped_2,0.8328804132126599,0.33423917357468025,0.09906477986175208,0.021730424223640625,0
lotus_cropped_3,0.729660669289292,0.5406786614214163,0.18146048853208405,0.048248695166559524,6722900
lotus_cropped_4,0.82509953195036,0.34980093609927987,0.10494152760660361,0.02290818737004875,0
lotus_cropped_5,0.8285840994072766,0.34283180118544665,0.10208293727322598,0.023800915488806182,2127200
pickles_cropped_1,0.6203448912349137,0.7593102175301726,0.36562826952769456,0.10790462946180976,75729800
pickles_cropped_2,0.6628871926695237,0.6742256146609525,0.3200895432399443,0.08365711232292941,44187100
pickles_cropped_3,0.6641977019696085,0.6716045960607834,0.3172106504035644,0.08282576865207046,80566000
pickles_cropped_4,0.6841119700120258,0.6317760599759484,0.30133739206264853,0.07440921995176457,54183400
pickles_cropped_5,0.6673784417450188,0.6652431165099623,0.31058846336551427,0.0823325854737529,66815100
