face_cropped_query (0),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.8936176021159592,0.21276479576808147,0.0709999545941803,0.01041685675457049,0
airplane_cropped_2,0.9116123731489594,0.1767752537020814,0.05301575860567892,0.00619299080660465,0
airplane_cropped_3,0.8433680895822717,0.3132638208354566,0.10256085692205608,0.0238530823531065,0
airplane_cropped_4,0.8725428681396256,0.25491426372074877,0.07986858712365867,0.015038690709728962,0
airplane_cropped_5,0.8674583581147843,0.26508328377043133,0.08351725873268187,0.0166466708679996,0
ball_cropped_1,0.6994523858173342,0.6010952283653318,0.23221754549894785,0.06665831407675352,0
ball_cropped_2,0.5976539158701707,0.8046921682596586,0.2915456569350014,0.10182028693682856,0
ball_cropped_3,0.8585360741662033,0.2829278516675938,0.09152434640326028,0.014060720003005988,14079900
ball_cropped_4,0.862009501988175,0.2759809960236499,0.08804260372514428,0.01337854312581038,1145500
ball_cropped_5,0.7208984663557118,0.5582030672885769,0.19171336069071993,0.04811109136248244,1982500
car_cropped_1,0.8784038361789368,0.24319232764212664,0.07269137282883342,0.012412507137732034,0
car_cropped_2,0.8895915590696803,0.22081688186063927,0.06994821629941365,0.011103889869748116,1005100
car_cropped_3,0.8909245242230732,0.21815095155385367,0.07166721202095289,0.011961507579903389,0
car_cropped_4,0.8991347798879896,0.2017304402240208,0.05944228016722694,0.007539755590396123,0
car_cropped_5,0.8535895719486526,0.2928208561026948,0.08863239462174005,0.01615553518609028,1012700
cat_cropped_1,0.8983990131783988,0.20320197364320228,0.06786618343836143,0.007111691467870042,994100
cat_cropped_2,0.8617150466430377,0.2765699067139246,0.09253206645299926,0.012687211348732233,2033700
cat_cropped_3,0.8650081607435632,0.26998367851287336,0.09478204787120635,0.012877111837105729,1010700
cat_cropped_4,0.8319361951042028,0.33612760979159434,0.11115726053054333,0.018907265258806233,1987400
cat_cropped_5,0.9375564440728985,0.12488711185420301,0.04354785596846949,0.0030891941769970927,1003000
dolphin_cropped_1,0.8773909228796095,0.24521815424078092,0.0753228551706218,0.011424031741203256,1006100
dolphin_cropped_2,0.8643640718238641,0.2712718563522717,0.0909945124276591,0.013878363967704492,502700
dolphin_cropped_3,0.8431091416455077,0.3137817167089848,0.11480260256158918,0.017979234908351155,0
dolphin_cropped_4,0.8283275266349137,0.34334494673017246,0.11656557638610236,0.023515559128240358,0
dolphin_cropped_5,0.8489833904045447,0.30203321919091053,0.11651793870625597,0.01833494818480055,0
face_cropped_1,0.9646910408312382,0.07061791833752347,0.02622660527210777,0.0011963470949037083,0
face_cropped_2,0.9567043629027678,0.08659127419446419,0.02858890686198752,0.0016426443827890686,0
face_cropped_3,0.9254280396951975,0.1491439206096049,0.050527032488919425,0.004422393449771401,7325900
face_cropped_4,0.9454178079257085,0.10916438414858295,0.030641570818925143,0.001715732530645781,0
face_cropped_5,0.9355454537601546,0.1289090924796909,0.047167676125151575,0.0039053542774624673,0
lotus_cropped_1,0.9110055823148804,0.1779888353702393,0.05686002890292309,0.00522461316656511,0
lotus_cropped_2,0.9345324008398284,0.13093519832034323,0.0428349772118221,0.003096705525590031,0
lotus_cropped_3,0.8053397230008663,0.3893205539982676,0.16699858441440463,0.02962594475568534,6722900
lotus_cropped_4,0.9178414798175881,0.1643170403648238,0.05619233847568014,0.005269278076300389,0
lotus_cropped_5,0.9201279279738732,0.15974414405225357,0.05012700892695932,0.004566730808839898,2127200
pickles_cropped_1,0.6223119186052102,0.7553761627895796,0.3730874655246803,0.10776044912252562,75729800
pickles_cropped_2,0.6657457575781206,0.6685084848437587,0.3278934810525002,0.08439075952762538,44187100
pickles_cropped_3,0.6487129912624976,0.702574017475005,0.3275923320178539,0.08828710830409439,80566000
pickles_cropped_4,0.6660847328560098,0.6678305342879802,0.31039183529414466,0.0783360983071337,54183400
pickles_cropped_5,0.6538611350745624,0.6922777298508751,0.31970177912091063,0.08526844519988017,66815100
