dolphin_query (8954500),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8661991621045056,0.2676016757909887,0.11289149464058607,0.013121449947489858,2629100
airplane_2,0.912892132293398,0.1742157354132038,0.06171659579392937,0.006132718790586054,1013100
airplane_3,0.8785489209072174,0.24290215818556543,0.09009788538664466,0.01003403310246926,2014200
airplane_4,0.8842096974328184,0.23158060513436313,0.08928874585301375,0.008693485308554825,1000800
airplane_5,0.8225943634596695,0.35481127308066085,0.16316746249118097,0.022716965285104116,1999000
ball_1,0.8963111111111111,0.20737777777777777,0.08133506575770807,0.010928618525404788,836700
ball_2,0.48693333333333333,1.0261333333333333,0.445896283990815,0.17464910446889134,0
ball_3,0.893999746321664,0.2120005073566718,0.07474276634577325,0.011597079757811268,0
ball_4,0.9062666666666667,0.18746666666666667,0.05570886894885807,0.006047909204347162,0
ball_5,0.7148348583877996,0.5703302832244008,0.21257737779078775,0.05076337953484778,7281900
car_1,0.9303344237638654,0.1393311524722692,0.04285460881449781,0.002939110058005458,2048800
car_2,0.9203399135175785,0.15932017296484302,0.05380406884982882,0.004348854217174685,1000100
car_3,0.8959931566083851,0.2080136867832299,0.07768772340147012,0.009675404624136208,1999500
car_4,0.9329549163376575,0.1340901673246851,0.04697209286496418,0.003800240641705718,1000400
car_5,0.9071630757661215,0.18567384846775709,0.061124222641513654,0.005962924420095088,2003400
cat_1,0.9187741528762806,0.16245169424743894,0.0515786310027,0.005956648162866921,1985600
cat_2,0.917948908604422,0.16410218279115615,0.06176911446425568,0.006277136981818967,2022900
cat_3,0.8864846846846846,0.22703063063063067,0.0713293854757172,0.008793144827379713,1529800
cat_4,0.8985734341671514,0.20285313166569713,0.07311847300422902,0.008313063591063178,2362600
cat_5,0.9040444444444445,0.1919111111111111,0.05640372595656482,0.006569723002310234,2015000
dolphin_1,0.900883426443203,0.19823314711359402,0.0636299677205911,0.007656772665926329,70500
dolphin_2,0.8539944444444445,0.2920111111111111,0.09394622962060789,0.017429361288819136,2616800
dolphin_3,0.7469983416252073,0.5060033167495854,0.23065045484215288,0.04467854069142536,2131300
dolphin_4,0.7470811621966795,0.5058376756066412,0.18346336338411715,0.04060714255439498,2002200
dolphin_5,0.8742845970433953,0.2514308059132094,0.12285607391162374,0.013024438360205696,1005600
face_1,0.918357907861518,0.16328418427696384,0.05148208127854873,0.0047124621462613595,2839700
face_2,0.8819918355665753,0.23601632886684926,0.08781444994867255,0.012684545527651215,1999400
face_3,0.9049900460182589,0.19001990796348192,0.06406160603289317,0.0077168274491910185,1000900
face_4,0.9129046919070266,0.1741906161859469,0.05480308917076328,0.00616465642299252,2647100
face_5,0.8953347985347985,0.2093304029304029,0.07495707903919542,0.00951210748499577,0
lotus_1,0.9078640789260877,0.18427184214782466,0.057426128948043005,0.006428345792479286,0
lotus_2,0.9459851095993953,0.10802978080120937,0.04350477282958934,0.002398012675001991,0
lotus_3,0.5949529447480268,0.8100941105039465,0.42165206139751726,0.11489026215611584,7109200
lotus_4,0.9136686439427475,0.17266271211450493,0.06206558176773622,0.006107836572885046,2033900
lotus_5,0.9062993197278912,0.1874013605442177,0.0618027369055676,0.008277886067367245,2000500
pickles_1,0.4733870915385057,1.0532258169229887,0.5469060746788449,0.22848809372735976,122115900
pickles_2,0.4756540740740741,1.0486918518518518,0.5461284323724107,0.2411904407843221,162688600
pickles_3,0.48492080033142615,1.0301583993371477,0.5172387792080796,0.19760548753059357,107146400
pickles_4,0.4908679801204454,1.0182640397591092,0.5198241882936787,0.19355732677900386,132882100
pickles_5,0.5083959702540071,0.983208059491986,0.494278147027421,0.1958202819340729,70898800
