strawberry_query (8954500),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8327425290908009,0.3345149418183981,0.15566096088068174,0.017267926630553276,2629100
airplane_2,0.7789423981984354,0.4421152036031293,0.2145364780382249,0.03128159706708418,1013100
airplane_3,0.7846512543272219,0.4306974913455562,0.18889221628656394,0.027411422158561197,2014200
airplane_4,0.7923591402280488,0.41528171954390247,0.1827312008281784,0.02486484663545223,1000800
airplane_5,0.8499522159944631,0.30009556801107373,0.11896539489098211,0.014991001577627951,1999000
ball_1,0.7217652043187098,0.5564695913625803,0.2948359585245449,0.06424480028774683,836700
ball_2,0.6964227415607489,0.6071545168785021,0.230857225788443,0.07379221938185385,0
ball_3,0.7310910461844344,0.5378179076311311,0.26297108247725987,0.05183835325531547,0
ball_4,0.7462584119174525,0.5074831761650951,0.26537563944453807,0.04742909846308082,0
ball_5,0.8015575814581675,0.39688483708366507,0.14172026117330006,0.03418507412206099,7281900
car_1,0.6993456584312037,0.6013086831375927,0.28183407292123985,0.05963437514517385,2048800
car_2,0.7029379811564613,0.5941240376870774,0.2951419417089156,0.06557662369527853,1000100
car_3,0.7017027865710129,0.5965944268579741,0.30274150595442295,0.07013819233987995,1999500
car_4,0.7310037399866385,0.5379925200267232,0.2801569606384954,0.05493231484295804,1000400
car_5,0.7115843432546001,0.5768313134907999,0.2964641958819435,0.06410211892001665,2003400
cat_1,0.718047316217843,0.563905367564314,0.27186318518601665,0.05581405611267606,1985600
cat_2,0.7567078697402945,0.48658426051941134,0.25332324937554057,0.04101799419331116,2022900
cat_3,0.7831837372427779,0.43363252551444437,0.22600026091938605,0.03154132251025026,1529800
cat_4,0.7738134245216798,0.45237315095664055,0.23591599683539555,0.03424338751045938,2362600
cat_5,0.7283726117261174,0.5432547765477655,0.27616042641599925,0.05383881034836266,2015000
dolphin_1,0.7450258027719943,0.5099483944560117,0.26621716506916115,0.049010171209926595,70500
dolphin_2,0.7767217097170971,0.44655658056580566,0.2333489913696586,0.0386530566503389,2616800
dolphin_3,0.8756945897817187,0.24861082043656257,0.08543827229528957,0.014256491765293967,2131300
dolphin_4,0.8693485176231073,0.2613029647537855,0.12042923199686226,0.014242816785634426,2002200
dolphin_5,0.832250025075358,0.3354999498492839,0.14280742468307325,0.01601076587946616,1005600
face_1,0.7239757480775595,0.552048503844881,0.28411863763820344,0.05670130356454268,2839700
face_2,0.6881685065946643,0.6236629868106713,0.30680553835200736,0.07379914266190343,1999400
face_3,0.7033138694926253,0.5933722610147495,0.2848508162297228,0.061231199104881534,1000900
face_4,0.7288102451341356,0.5423795097317288,0.2785315623253437,0.05554985315272298,2647100
face_5,0.7130041135576191,0.5739917728847619,0.2961593140037512,0.06498287137503823,0
lotus_1,0.7521589132921898,0.49568217341562065,0.2582966282604826,0.046087346737277296,0
lotus_2,0.7808268067374551,0.4383463865250897,0.2174330860453521,0.03201244800953299,0
lotus_3,0.8082489464238907,0.38350210715221905,0.1851917711643752,0.030005364222589904,7109200
lotus_4,0.7591849575866276,0.4816300848267447,0.25026291853266075,0.03916804446748336,2033900
lotus_5,0.7096832090769887,0.5806335818460227,0.2788358896353826,0.05925942059883913,2000500
pickles_1,0.6756934308974362,0.6486131382051279,0.3097821070212963,0.09904844442818049,122115900
pickles_2,0.6621651497539977,0.6756697004920049,0.31020368263166564,0.1093778083777424,162688600
pickles_3,0.6781266497232534,0.6437467005534933,0.28345950513293555,0.08221999861925058,107146400
pickles_4,0.6920554649901036,0.6158890700197928,0.28410904184383257,0.07738277973840202,132882100
pickles_5,0.7016018196458343,0.5967963607083313,0.2634156395436211,0.08550400959554899,70898800
