strawberry_query (6412800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.7546272789584245,0.49074544208315085,0.13624822615015403,0.047966369555095506,1370600
airplane_2,0.6920640427347887,0.6158719145304227,0.18297775426220617,0.07379589162522683,3005200
airplane_3,0.6943099535888249,0.6113800928223505,0.16037640519592733,0.07673645013970488,1016000
airplane_4,0.6870305907905976,0.6259388184188048,0.1572030570603414,0.07930443706611986,1843100
airplane_5,0.7444100064907355,0.5111799870185291,0.10286285533707389,0.062513600109826,2114400
ball_1,0.656416290829575,0.68716741834085,0.2646630272501002,0.10891053922160993,2992200
ball_2,0.6214821374880417,0.7570357250239168,0.21544278321561117,0.1348591705889878,1453100
ball_3,0.6661704072520178,0.6676591854959646,0.25470034210975767,0.09188837661559757,0
ball_4,0.7133310919775865,0.5733378160448271,0.2569448628075211,0.07358988635490031,0
ball_5,0.7093652171815835,0.5812695656368329,0.09511328781653286,0.08356884247692555,7263500
car_1,0.624909247569633,0.7501815048607339,0.2516753361512538,0.11834855955517463,1125800
car_2,0.628568752692603,0.7428624946147939,0.27322988575303164,0.12052937852846633,2002900
car_3,0.6307027303775576,0.7385945392448849,0.2783874453663323,0.1229380696916295,1990500
car_4,0.6750233202839643,0.6499533594320716,0.2569130140254448,0.09074886978529592,1623100
car_5,0.6335238915840935,0.732952216831813,0.2628087900426961,0.11003744728090402,2116200
cat_1,0.6660148648294995,0.6679702703410013,0.256041050731917,0.10256032058489564,1998400
cat_2,0.7465566203190549,0.5068867593618902,0.23904053250200066,0.05226257222904017,2827000
cat_3,0.7568506144520905,0.4862987710958191,0.23070923638914106,0.049420013032704116,2454900
cat_4,0.7486214846441658,0.5027570307116683,0.2227292453018255,0.04991351715161777,1292400
cat_5,0.6708108241082411,0.6583783517835179,0.26777939841810255,0.09152273842448531,3132500
dolphin_1,0.6525541652064565,0.6948916695870869,0.2269868857166485,0.09070904558223546,2127200
dolphin_2,0.6645946340713408,0.6708107318573187,0.24387310346361593,0.08990287592711811,1987600
dolphin_3,0.768939558052297,0.46212088389540606,0.09592459083839876,0.04262477119210247,1010800
dolphin_4,0.8053909000296899,0.3892181999406201,0.12472228647144624,0.028742857088032585,3227700
dolphin_5,0.7702363946386245,0.459527210722751,0.1506366548873409,0.03878935410126354,2013800
face_1,0.6978931045263583,0.6042137909472834,0.2675359434556597,0.08000293899552845,2987200
face_2,0.6346255546838648,0.7307488906322703,0.2835584855987336,0.11151376099065397,400700
face_3,0.6541496195957555,0.6917007608084889,0.2686761348605361,0.09833641140748152,0
face_4,0.6929311965715543,0.6141376068568913,0.26818368670284065,0.08330282730688492,7256600
face_5,0.6808863297424183,0.6382273405151635,0.2759872271725607,0.09092607036206586,0
lotus_1,0.7256198134033742,0.5487603731932515,0.23904153535116024,0.06740011009786093,0
lotus_2,0.718512500941336,0.5629749981173282,0.23060968942394117,0.0625841244491677,6773700
lotus_3,0.6923169600548464,0.6153660798903071,0.1949985930696599,0.07423650845594983,1122900
lotus_4,0.7503497939361864,0.49930041212762727,0.2421333024979846,0.05111539468344512,3005800
lotus_5,0.6449398800110451,0.71012023997791,0.2766415946379482,0.10513967887531321,3141400
pickles_1,0.577465269113615,0.8450694617727702,0.3029601587682994,0.16721127898704585,138385100
pickles_2,0.5640998317958179,0.871800336408364,0.3014389464286303,0.18753410142408125,190678500
pickles_3,0.6076135238329203,0.7847729523341592,0.27699095422820247,0.14362515330773312,126227500
pickles_4,0.6129276674236793,0.7741446651526414,0.27354241815318003,0.13170119800462018,148901100
pickles_5,0.6005503300379422,0.7988993399241155,0.25016274956337353,0.15259588881821784,103615100
