car_cropped_query (4073900),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.8532591922746706,0.29348161545065876,0.04010909465768606,0.018887954807970023,1022400
airplane_cropped_2,0.8446946946729197,0.3106106106541606,0.044230100059831697,0.02330807885969506,2093200
airplane_cropped_3,0.8083868981396545,0.3832262037206912,0.04933120592678114,0.03088515038349016,994400
airplane_cropped_4,0.8273772919792972,0.34524541604140563,0.043258563610616425,0.025730555294634375,1006200
airplane_cropped_5,0.8237834867152356,0.3524330265695288,0.04561181365922475,0.027388733364301837,1014200
ball_cropped_1,0.6487380399809015,0.702523920038197,0.1475745942697929,0.10385710424428453,613200
ball_cropped_2,0.5424115592703973,0.9151768814592053,0.2364326199764441,0.16350447876101395,0
ball_cropped_3,0.6421064970860468,0.7157870058279062,0.09568332971326891,0.11211474748577621,0
ball_cropped_4,0.6997494263711346,0.600501147257731,0.08226566088246987,0.07074671146101398,0
ball_cropped_5,0.5938848905767082,0.8122302188465835,0.16680650932896118,0.13244662115224828,7306400
car_cropped_1,0.8493566236680388,0.30128675266392235,0.03716886591195889,0.025017983925591375,0
car_cropped_2,0.8765339427706834,0.24693211445863325,0.028534916921611947,0.017002192364833513,0
car_cropped_3,0.8664503076184652,0.2670993847630698,0.03435906860272885,0.017646150512887204,0
car_cropped_4,0.8592431809080608,0.2815136381838784,0.03183125179795327,0.019538415497489196,0
car_cropped_5,0.8216710263176636,0.35665794736467277,0.04774441858717557,0.02892145073214331,0
cat_cropped_1,0.7444726655480349,0.5110546689039305,0.06464057645048789,0.053909978168525906,0
cat_cropped_2,0.6910469676137566,0.6179060647724868,0.08382821551461256,0.07412583487866783,7089300
cat_cropped_3,0.7198396640653179,0.5603206718693643,0.07542595815975608,0.06085483708596643,0
cat_cropped_4,0.7415805652567213,0.5168388694865571,0.08653536434069782,0.04992703988594105,0
cat_cropped_5,0.6930876584979138,0.6138246830041723,0.0761290451527322,0.08270224838273026,0
dolphin_cropped_1,0.816467958271237,0.36706408345752606,0.05756856524037401,0.027322899878684876,0
dolphin_cropped_2,0.7615511509239725,0.47689769815205485,0.06269887759272912,0.04726765710193984,6883000
dolphin_cropped_3,0.7428154320567467,0.5143691358865067,0.07297699124697378,0.05679010709429788,0
dolphin_cropped_4,0.7185188821678696,0.5629622356642607,0.07650409994092384,0.06770338187527485,0
dolphin_cropped_5,0.7271672699780343,0.5456654600439312,0.08622212150900722,0.05697473993658315,0
face_cropped_1,0.7087213641355699,0.5825572717288604,0.08060943611387844,0.08116277151265247,6450300
face_cropped_2,0.6802230880053683,0.6395538239892633,0.08631603215749654,0.09248517417268245,2006100
face_cropped_3,0.6730967909476306,0.6538064181047387,0.0907873127902859,0.10184336596173978,999300
face_cropped_4,0.6954850616338415,0.6090298767323172,0.08340939772165977,0.08900122025156922,1289200
face_cropped_5,0.6733581669299108,0.6532836661401786,0.08898639458728189,0.09916396531099575,2967500
lotus_cropped_1,0.7421121025697328,0.5157757948605344,0.06983713059559948,0.05710964095450164,0
lotus_cropped_2,0.7263205211859496,0.547358957628101,0.07120084111203405,0.06677957171028696,0
lotus_cropped_3,0.6336655674392725,0.732668865121455,0.15099775403831583,0.10456804335384254,0
lotus_cropped_4,0.6848043475852246,0.6303913048295509,0.08166587925304886,0.08788460615946914,0
lotus_cropped_5,0.704948496537214,0.5901030069255719,0.07802904220472061,0.08140514883813639,8078800
pickles_cropped_1,0.5482271723420535,0.903545655315893,0.3094892878049184,0.15351763273725083,82236000
pickles_cropped_2,0.5749511640817504,0.8500976718364992,0.2681057910613083,0.1328839963277293,48311300
pickles_cropped_3,0.6177017848985593,0.7645964302028814,0.2609290708755627,0.10964978309046403,97607800
pickles_cropped_4,0.6225324161191146,0.754935167761771,0.25348834410984533,0.10377559154439375,78289600
pickles_cropped_5,0.6146396813209165,0.7707206373581669,0.2506481441477506,0.10997790254156216,81448900
