ball_query (6412800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.776775903299828,0.4464481934003438,0.10610480505241272,0.03623662363715049,1370600
airplane_2,0.7623698659064513,0.47526026818709743,0.07113788920280423,0.04123835472666638,3005200
airplane_3,0.7416212344656087,0.5167575310687826,0.10273756023301833,0.046166929235606294,1016000
airplane_4,0.7299060064543896,0.5401879870912208,0.1031545454733348,0.049712459427564394,1843100
airplane_5,0.7178916305198038,0.5642167389603925,0.15755620473183052,0.05719242254035293,2114400
ball_1,0.7910822041553749,0.4178355916892502,0.06937866837043312,0.03781573555507075,2992200
ball_2,0.4518688863079107,1.0962622273841787,0.42373985774519335,0.21726200047432367,1453100
ball_3,0.7790369592541327,0.4419260814917347,0.06524571189574332,0.0431552044550512,0
ball_4,0.8622661504710287,0.275467699057943,0.04663258388024994,0.017571828972785284,0
ball_5,0.6458587142173944,0.7082825715652115,0.18940743073256425,0.08946243522018031,7263500
car_1,0.764743215597493,0.4705135688050136,0.07138910057644667,0.046369305942099995,1125800
car_2,0.7913549349416626,0.4172901301166746,0.07258638175664887,0.036322153305957394,2002900
car_3,0.7521252586710059,0.4957494826579883,0.08678485377021763,0.05234609439471921,1990500
car_4,0.8342629571328347,0.3314740857343309,0.04826003073648138,0.023163404288274052,1623100
car_5,0.7700103763184115,0.459979247363177,0.06743586435309892,0.043638849317171824,2116200
cat_1,0.7820586650851312,0.4358826698297378,0.07158644125746583,0.045960404566190195,1998400
cat_2,0.897387731128805,0.20522453774238994,0.025941176184400342,0.008543967204609192,2827000
cat_3,0.8850603739628131,0.22987925207437407,0.029432305679915245,0.0143829275628419,2454900
cat_4,0.8758055591027115,0.24838888179457708,0.034367969652027534,0.01453301116623937,1292400
cat_5,0.7925953800490386,0.41480923990192287,0.06064607439487143,0.03431765811134866,3132500
dolphin_1,0.763383294726802,0.47323341054639595,0.059602514572308446,0.05305073257775179,2127200
dolphin_2,0.7979222560975611,0.404155487804878,0.053351390761711595,0.03775938000958963,1987600
dolphin_3,0.7296111775616693,0.5407776448766619,0.15700322445291903,0.04840494974979456,1010800
dolphin_4,0.7765714485962594,0.4468571028074813,0.11249370140758023,0.041042722877214555,3227700
dolphin_5,0.8483058924396725,0.30338821512065517,0.08633607310224946,0.01652683655390832,2013800
face_1,0.8195400240480091,0.36091995190398185,0.05791097070542947,0.0257425056763592,2987200
face_2,0.7393150805289522,0.5213698389420957,0.0848204200947814,0.051576424382758244,400700
face_3,0.7540899109397188,0.49182017812056256,0.07586882003845785,0.04887668456774963,0
face_4,0.7946339053162628,0.4107321893674746,0.06254901632383454,0.031909077239105715,7256600
face_5,0.7794416152952739,0.4411167694094524,0.0723960936895459,0.04035828264965865,0
lotus_1,0.8341787502092115,0.3316424995815772,0.047609634760735466,0.02931766229445739,0
lotus_2,0.8660531773685085,0.2678936452629832,0.033638603425865214,0.016655382609302247,6773700
lotus_3,0.5255046076807373,0.9489907846385255,0.41531566630472083,0.16245555178226154,1122900
lotus_4,0.9006701185964622,0.19865976280707603,0.02937878081293789,0.008833291230724252,3005800
lotus_5,0.778312593330015,0.44337481333997014,0.07323677148365045,0.03815354368675356,3141400
pickles_1,0.4014040754027166,1.1971918491945668,0.5235459689370334,0.30989852932894,138385100
pickles_2,0.38971667276422767,1.2205666544715448,0.5213466852695975,0.33620434609249816,190678500
pickles_3,0.4286799711255264,1.142640057748947,0.49465219447673947,0.2617220186764923,126227500
pickles_4,0.43971240916556487,1.1205751816688703,0.49303484015492616,0.2528982885608526,148901100
pickles_5,0.4310434096302125,1.137913180739575,0.46697453335069533,0.2693069039211525,103615100
