face_query (6412800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.7501948139338637,0.49961037213227294,0.14611664776729938,0.05036186135944706,1370600
airplane_2,0.7503950729545106,0.49920985409097884,0.1064484953487874,0.050701517339279724,3005200
airplane_3,0.7245055397753184,0.5509889204493631,0.13971772300392568,0.06134909230782007,1016000
airplane_4,0.7287155266079699,0.5425689467840601,0.13890718914594816,0.05578167399658947,1843100
airplane_5,0.6976053978403554,0.6047892043192894,0.19682871905733845,0.07441616527562009,2114400
ball_1,0.7923511331909856,0.4152977336180288,0.06940182922090557,0.04333503181069924,2992200
ball_2,0.41054037546436073,1.1789192490712785,0.46495202456854984,0.25899919340027233,1453100
ball_3,0.8491909474289548,0.30161810514209036,0.04236933346893786,0.019569763205476477,0
ball_4,0.8513863733096206,0.29722725338075895,0.04291464028780392,0.01920003255518679,0
ball_5,0.6444943578236394,0.7110112843527212,0.22435564329976654,0.08887017844697596,7263500
car_1,0.764953742569267,0.4700925148614661,0.07433539822647915,0.045380287333124936,1125800
car_2,0.7992315030078905,0.40153699398421894,0.06186849006838877,0.038210366039367054,2002900
car_3,0.8016978840366558,0.3966042319266887,0.06583244916069922,0.03794314748635702,1990500
car_4,0.8099962983676249,0.3800074032647506,0.054130786228058086,0.034775636173308304,1623100
car_5,0.7783645734077487,0.44327085318450266,0.06269955669611171,0.04544010731359733,2116200
cat_1,0.8276504012069688,0.34469919758606266,0.058842104666422194,0.027264080083887483,1998400
cat_2,0.8437501970200187,0.3124996059599626,0.05067489136486737,0.02141983461889871,2827000
cat_3,0.8178314201007929,0.3643371597984144,0.05771803322866279,0.0282099021517924,2454900
cat_4,0.7841903559240938,0.4316192881518126,0.07369306592467247,0.03799234169915827,1292400
cat_5,0.8731230676116284,0.253753864776743,0.02800138289461839,0.014657565762322602,3132500
dolphin_1,0.7231596493139711,0.5536807013720576,0.0823542689731402,0.06783775918052845,2127200
dolphin_2,0.7405978089407519,0.5188043821184966,0.07139682782862654,0.059201817799033954,1987600
dolphin_3,0.6662738201136615,0.6674523597726769,0.19709164024813738,0.07785874256547501,1010800
dolphin_4,0.6790589386861177,0.6418821226277647,0.1584365015269575,0.07966473174229238,3227700
dolphin_5,0.7794479890454108,0.44110402190917847,0.12838718974696237,0.04003940238724079,2013800
face_1,0.9324451164667322,0.1351097670665355,0.016277606424878976,0.004061106913040686,2987200
face_2,0.8832572080285523,0.23348558394289515,0.03934489339177999,0.012483498757522677,400700
face_3,0.8658979409040104,0.2682041181919789,0.039320493066039394,0.0155953937158545,0
face_4,0.9132262569783209,0.1735474860433581,0.01938556142199108,0.006709801503891477,7256600
face_5,0.8874068039381693,0.22518639212366154,0.030774927310929984,0.011509214756838086,0
lotus_1,0.8346418395732759,0.33071632085344843,0.0577826595355869,0.025576941887949314,0
lotus_2,0.8591660334043044,0.28166793319139133,0.05005176542676805,0.01680610679854616,6773700
lotus_3,0.5245260066290252,0.9509479867419496,0.4554339723000217,0.17714286526859643,1122900
lotus_4,0.8381270050864735,0.32374598982705305,0.04964169471264646,0.020552837897753647,3005800
lotus_5,0.8710271629617965,0.2579456740764068,0.03386558318243399,0.014622251519732848,3141400
pickles_1,0.3800190640479487,1.2399618719041026,0.5643021399262167,0.3469978568691785,138385100
pickles_2,0.36209104159677963,1.275817916806441,0.5620947381047271,0.37572685770336506,190678500
pickles_3,0.39353003663430997,1.21293992673138,0.5358124846453471,0.3052423825043263,126227500
pickles_4,0.40738358675972336,1.1852328264805534,0.5339819133677942,0.2926116153583421,148901100
pickles_5,0.3995276259832584,1.2009447480334832,0.507658605310663,0.3053258142472921,103615100
