car_query (6412800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8035719382377265,0.39285612352454685,0.13227480655444737,0.033436003142987995,1370600
airplane_2,0.8326546500148955,0.33469069997020906,0.08852132837098035,0.025378703910454478,3005200
airplane_3,0.7963593645674685,0.4072812708650632,0.11868064704388381,0.03089179750701622,1016000
airplane_4,0.8093663009661045,0.3812673980677911,0.11845264331405671,0.030230995698810957,1843100
airplane_5,0.7495969918061496,0.5008060163877008,0.17969797002545349,0.046734561839046694,2114400
ball_1,0.8679019364542208,0.2641961270915586,0.04787349318205094,0.017118866483114233,2992200
ball_2,0.43968159428464,1.1206368114307201,0.4510116655804692,0.24614445459267353,1453100
ball_3,0.7445381058340865,0.5109237883318267,0.07235522404184377,0.06111236452087769,0
ball_4,0.8334596728708404,0.33308065425831923,0.049346796068464135,0.02275546924455726,0
ball_5,0.6065572476029328,0.7868855047941342,0.217990575805287,0.11582586639698338,7263500
car_1,0.8956683587140439,0.20866328257191202,0.03482046862572939,0.009142324221598148,1125800
car_2,0.9185617597292725,0.16287648054145512,0.026004593867275674,0.006305659341018227,2002900
car_3,0.8526057529610829,0.2947884940778342,0.051858003171915835,0.019262286701246044,1990500
car_4,0.901455160744501,0.19708967851099835,0.03205563102493684,0.009420448139885755,1623100
car_5,0.8770050761421321,0.245989847715736,0.04253926234758171,0.014664260656353859,2116200
cat_1,0.8044744212837961,0.39105115743240804,0.059663502646587714,0.03676240926678526,1998400
cat_2,0.7848187321868586,0.43036253562628274,0.06387026820833581,0.04019439851132208,2827000
cat_3,0.7870638404902365,0.42587231901952716,0.06375085774266188,0.03854004306618032,2454900
cat_4,0.807506843490047,0.38498631301990593,0.0704287001508871,0.03049178207348304,1292400
cat_5,0.7624228614401203,0.47515427711975944,0.060672427514254515,0.04766901167799485,3132500
dolphin_1,0.8134318312868067,0.3731363374263865,0.06283821630747088,0.02622170725201885,2127200
dolphin_2,0.7497770727580374,0.5004458544839256,0.06689723659059604,0.04864494771569246,1987600
dolphin_3,0.6783306816172944,0.6433386367654117,0.18571346604592362,0.07281987372380931,1010800
dolphin_4,0.6745965342201996,0.6508069315596009,0.1526253819325298,0.08675651002825847,3227700
dolphin_5,0.789250125269602,0.42149974946079605,0.11677266003230968,0.033643869928564496,2013800
face_1,0.7924779032932512,0.41504419341349785,0.060533874439420134,0.03930018628876228,2987200
face_2,0.7549266400646881,0.4901467198706236,0.07484767317225807,0.05265770042049731,400700
face_3,0.7263933692879287,0.5472132614241425,0.07928045072928312,0.06884895046735307,0
face_4,0.7905835321810356,0.41883293563792884,0.059381881799004506,0.04063553407566674,7256600
face_5,0.7446954004822025,0.510609199035595,0.07495459611928391,0.059996420306112005,0
lotus_1,0.8016339709913625,0.3967320580172751,0.06419552355815059,0.03590028200648314,0
lotus_2,0.7912050657826584,0.41758986843468354,0.05993028902430689,0.03664902341502185,6773700
lotus_3,0.503192699231644,0.9936146015367119,0.44361040919242734,0.18907294936743058,1122900
lotus_4,0.7849761023587546,0.430047795282491,0.06434870060502952,0.03924611737425988,3005800
lotus_5,0.765756529346087,0.46848694130782603,0.06337063820940138,0.04639062958195638,3141400
pickles_1,0.3869185682924882,1.2261628634150235,0.5512088162866551,0.3406674470274027,138385100
pickles_2,0.3708892901861252,1.2582214196277495,0.5490002828796077,0.37018557263142543,190678500
pickles_3,0.4212051366998521,1.1575897266002955,0.5209793541755846,0.27309415046882163,126227500
pickles_4,0.4219111479614942,1.1561777040770116,0.5201227456461958,0.27312123299920393,148901100
pickles_5,0.41790689900491423,1.1641862019901714,0.4936682945130267,0.2885065404940272,103615100
