dolphin_query (6412800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8178007556480839,0.36439848870383224,0.1159811901842705,0.027766599128527296,1370600
airplane_2,0.8343561096194008,0.33128778076119847,0.07258574410965415,0.023025723514301072,3005200
airplane_3,0.8056509316770186,0.38869813664596276,0.10462708730752406,0.027801358023589604,1016000
airplane_4,0.8057530775248805,0.3884938449502392,0.10522722410215951,0.028678456936608938,1843100
airplane_5,0.7759176762768599,0.44816464744628004,0.16485850603979432,0.04084735724963151,2114400
ball_1,0.8407703703703703,0.3184592592592592,0.051410656317444514,0.02235090367114492,2992200
ball_2,0.4388444444444445,1.122311111111111,0.43709709668923263,0.23364150967709654,1453100
ball_3,0.7822225266362253,0.43555494672754946,0.06344167389117124,0.0489981250295736,0
ball_4,0.8532148148148148,0.29357037037037037,0.042659587890150515,0.01716280032369587,0
ball_5,0.6318745098039216,0.7362509803921568,0.20263934395640543,0.09936720489256928,7263500
car_1,0.8716677570971987,0.2566644858056026,0.039320430824835016,0.014370367371851836,1125800
car_2,0.8757464937018236,0.24850701259635266,0.04466015607995375,0.012672649504236713,2002900
car_3,0.8577765745440873,0.28444685091182553,0.05816326905587184,0.019517386151706655,1990500
car_4,0.8928727204361723,0.21425455912765556,0.02862317897383518,0.009610433240734793,1623100
car_5,0.8560570783981951,0.2878858432036097,0.04337622538183469,0.01762435673167643,2116200
cat_1,0.8335211977935384,0.3329576044129236,0.0530542649872491,0.028878631110458547,1998400
cat_2,0.8241051682861569,0.35178966342768625,0.050169063799399144,0.02937401927363072,2827000
cat_3,0.829427827827828,0.3411443443443443,0.04546690276117499,0.02504497237030902,2454900
cat_4,0.8289291448516579,0.34214171029668405,0.05486141862142852,0.02301531588294705,1292400
cat_5,0.7993333333333333,0.4013333333333333,0.05371218119550862,0.035287908097761146,3132500
dolphin_1,0.8133103248499897,0.3733793503000207,0.0528938034442521,0.02812688686804549,2127200
dolphin_2,0.7787481481481483,0.44250370370370373,0.055653422236514816,0.041355721467147444,1987600
dolphin_3,0.710660254284135,0.5786794914317303,0.1687869840677418,0.05623911792727148,1010800
dolphin_4,0.6997847381864624,0.6004305236270755,0.13477434481376327,0.07138641945407086,3227700
dolphin_5,0.830108536003815,0.3397829279923701,0.09845015813334192,0.020997492259280146,2013800
face_1,0.8185532026562613,0.36289359468747734,0.05413603065288918,0.029334132652437978,2987200
face_2,0.7887834126463982,0.4224331747072037,0.0705822070670584,0.03876371493145478,400700
face_3,0.7567142290829465,0.48657154183410684,0.07093982383791105,0.05244473481651136,0
face_4,0.8199406830955469,0.3601186338089062,0.05337815534718447,0.029243305933479735,7256600
face_5,0.7716592592592593,0.45668148148148147,0.06803688614620491,0.04460188179367372,0
lotus_1,0.8378744298884037,0.3242511402231926,0.05013252479688065,0.02532728538939534,0
lotus_2,0.8545160997732427,0.2909678004535147,0.04012331530667592,0.020494657511230013,6773700
lotus_3,0.5308490588949606,0.9383018822100789,0.42847361582544224,0.16411956678706682,1122900
lotus_4,0.8237171019625203,0.3525657960749594,0.05049494615164402,0.027693209968531918,3005800
lotus_5,0.8107024943310657,0.37859501133786855,0.0585943333750077,0.032807693072647075,3141400
pickles_1,0.414602506751084,1.170794986497832,0.5361547542995493,0.3055770753036035,138385100
pickles_2,0.40098095370370374,1.1980380925925926,0.5338914687479277,0.33288418677252446,190678500
pickles_3,0.44217335022164006,1.1156532995567199,0.5061899025504176,0.2467706433317888,126227500
pickles_4,0.45108613062320413,1.0978277387535915,0.5051809541743537,0.24434278751615734,148901100
pickles_5,0.4409297294477813,1.1181405411044376,0.4785979260104092,0.25814024930751944,103615100
