cat_query (6412800),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.7628163585459404,0.47436728290811914,0.10569541926743509,0.04040822792601875,1370600
airplane_2,0.7560147373816579,0.48797052523668405,0.07325935444284774,0.04514176805796882,3005200
airplane_3,0.7179390537064603,0.5641218925870792,0.108436647675749,0.05985886635463812,1016000
airplane_4,0.7102494429478625,0.5795011141042752,0.10771115201258699,0.06104825530230806,1843100
airplane_5,0.694631139434282,0.6107377211314361,0.15866875164165284,0.06927266916383205,2114400
ball_1,0.763063979023271,0.4738720419534579,0.07913991932298471,0.048140611563310017,2992200
ball_2,0.4247968534906588,1.1504062930186825,0.4244742936444039,0.2514219553880628,1453100
ball_3,0.7564291631308846,0.4871416737382309,0.07318804236758916,0.04927106847434585,0
ball_4,0.8531898393969192,0.2936203212061619,0.04876290996644406,0.017457934423807803,0
ball_5,0.5963616750535022,0.8072766498929954,0.19334874110828412,0.11885649833638956,7263500
car_1,0.7316288576434122,0.5367422847131755,0.08395771665851583,0.061575545634816035,1125800
car_2,0.7452776155608463,0.5094447688783074,0.08537416219592489,0.05191977610989312,2002900
car_3,0.7642116257131305,0.4715767485737389,0.08746629720986546,0.04425621016785792,1990500
car_4,0.8080851414282078,0.38382971714358444,0.054991573268998895,0.02861921977862055,1623100
car_5,0.7681435395235314,0.46371292095293715,0.06828120683286258,0.04198984945349291,2116200
cat_1,0.7668245151572209,0.46635096968555834,0.07829508248486329,0.04572350674942548,1998400
cat_2,0.8793543972991464,0.24129120540170712,0.029238459417817275,0.01175525446180854,2827000
cat_3,0.9085165696670122,0.18296686066597573,0.0256141781279876,0.00797774780659658,2454900
cat_4,0.8946991459327558,0.21060170813448853,0.021989212548899052,0.010844392580451064,1292400
cat_5,0.7835655195018028,0.43286896099639466,0.0673827910606069,0.033754015297515656,3132500
dolphin_1,0.7863114483940608,0.4273771032118785,0.048372344124469384,0.04124442649907591,2127200
dolphin_2,0.7821369837758113,0.43572603244837754,0.05930996967122059,0.04212438977516061,1987600
dolphin_3,0.7040961123585613,0.5918077752828776,0.15865712978307056,0.058233811422959504,1010800
dolphin_4,0.7746349557522124,0.45073008849557517,0.10708856067318528,0.03678932102642089,3227700
dolphin_5,0.7869196829858077,0.42616063402838444,0.09091380149912257,0.03007048070763052,2013800
face_1,0.8326280664030901,0.33474386719381977,0.06152786362585929,0.022897133484931057,2987200
face_2,0.7638130284023534,0.47237394319529324,0.08800334236074203,0.04432056888676153,400700
face_3,0.7701695978193216,0.45966080436135676,0.08148738808591631,0.044902192512075605,0
face_4,0.8235275333231671,0.35294493335366584,0.06371472763980142,0.02426355822182099,7256600
face_5,0.806525981393238,0.38694803721352394,0.07313153648106603,0.03129906232949436,0
lotus_1,0.8737769705401193,0.25244605891976146,0.037254061547966746,0.01717658845661723,0
lotus_2,0.8341713322497142,0.33165733550057186,0.04438808237794964,0.022834343276028672,6773700
lotus_3,0.5229962764156875,0.9540074471686252,0.4133255009030394,0.16903981746362615,1122900
lotus_4,0.8903325341701044,0.21933493165979154,0.02937132445111736,0.009425771952715946,3005800
lotus_5,0.7493830393514338,0.5012339212971324,0.08291092875321542,0.04437763310380408,3141400
pickles_1,0.38873984677766177,1.2225203064446764,0.5218693268285454,0.3263720159126001,138385100
pickles_2,0.3738005966076696,1.2523988067846608,0.5198368023817443,0.3554341178877298,190678500
pickles_3,0.42774984745484035,1.144500305090319,0.4932394368963283,0.2766425510988195,126227500
pickles_4,0.4302080109510508,1.1395839780978982,0.4913911774452067,0.26601500034292425,148901100
pickles_5,0.4212863000349264,1.1574273999301472,0.4656925094500642,0.285024903018857,103615100
