lotus_cropped_query (4073900),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.6048196302115242,0.7903607395769516,0.2560476200831091,0.11653722417445295,1022400
airplane_cropped_2,0.6328170388694898,0.7343659222610203,0.24268112502824762,0.1030678304199515,2093200
airplane_cropped_3,0.5490442271504602,0.9019115456990798,0.2600476383627173,0.14317578391235017,994400
airplane_cropped_4,0.6022354896880475,0.7955290206239051,0.2539567873603888,0.11508315609061924,1006200
airplane_cropped_5,0.5708485964279614,0.8583028071440774,0.2528187490429442,0.127989691351682,1014200
ball_cropped_1,0.5173299727872662,0.9653400544254674,0.3137178983758274,0.17694008632104674,613200
ball_cropped_2,0.6999433729754194,0.6001132540491612,0.1384846595912061,0.08733177716141378,0
ball_cropped_3,0.626876515924532,0.7462469681509362,0.24091268763370913,0.10091074994146029,0
ball_cropped_4,0.6012196844518707,0.7975606310962586,0.2549108471168436,0.11440458862143507,0
ball_cropped_5,0.6940154908547966,0.611969018290407,0.14469628891771874,0.07269132852267363,7306400
car_cropped_1,0.6213971790154601,0.7572056419690798,0.25020854463552505,0.11153087750174612,0
car_cropped_2,0.587731198698444,0.824537602603112,0.2668655647201522,0.13526892512422772,0
car_cropped_3,0.5934722266102348,0.8130555467795303,0.2717892613125553,0.13205672240102337,0
car_cropped_4,0.6186178206521099,0.7627643586957805,0.2697715333265783,0.11895037906143717,0
car_cropped_5,0.5694300089630369,0.8611399820739261,0.26101747377333817,0.1437318021374936,0
cat_cropped_1,0.6554521587657087,0.6890956824685828,0.24690499907805993,0.08571680300377273,0
cat_cropped_2,0.616665698588738,0.766668602822524,0.23688782075558387,0.10657397834235931,7089300
cat_cropped_3,0.6433222132666923,0.7133555734666155,0.2321441318424342,0.09152839386287681,0
cat_cropped_4,0.5941058207417329,0.8117883585165342,0.22564995982391445,0.11405909694809452,0
cat_cropped_5,0.6650394363708059,0.669921127258388,0.25533396561645794,0.08135296023617411,0
dolphin_cropped_1,0.6265802565148113,0.7468394869703775,0.23351562424798267,0.11325944025025574,0
dolphin_cropped_2,0.6370300366203108,0.7259399267593784,0.2418066802252586,0.09791177655115155,6883000
dolphin_cropped_3,0.6712544692630042,0.6574910614739917,0.22843651438282786,0.08147170181815405,0
dolphin_cropped_4,0.586789978701447,0.826420042597106,0.25661216297985867,0.13030348235503383,0
dolphin_cropped_5,0.6636449003713512,0.6727101992572979,0.20331645405614082,0.07729879534737424,0
face_cropped_1,0.6590817080378252,0.6818365839243499,0.26705482572142913,0.0883839390326995,6450300
face_cropped_2,0.6567212783199798,0.6865574433600403,0.272089932013214,0.0898625252483709,2006100
face_cropped_3,0.6456812797013992,0.7086374405972016,0.2705991230114192,0.0962360703100733,999300
face_cropped_4,0.6584638486014127,0.6830723027971746,0.2627850167794317,0.08682955470261688,1289200
face_cropped_5,0.6352662625310806,0.7294674749378387,0.27356115455061675,0.10124094160554764,2967500
lotus_cropped_1,0.6889580938286486,0.6220838123427028,0.2537729757208114,0.0776816160220713,0
lotus_cropped_2,0.6797850870536967,0.640429825892607,0.266966533429526,0.0821956212218358,0
lotus_cropped_3,0.7838888150777231,0.43222236984455364,0.134535514557643,0.031505676377768535,0
lotus_cropped_4,0.6546951376892556,0.690609724621489,0.26055162527955184,0.0887620139099063,0
lotus_cropped_5,0.6896285644801884,0.6207428710396237,0.2621135160613238,0.07765284266656378,8078800
pickles_cropped_1,0.7631968593593177,0.4736062812813646,0.07669347268337362,0.06031945499388436,82236000
pickles_cropped_2,0.7957671475633001,0.4084657048733997,0.06016887754040157,0.04904208408667961,48311300
pickles_cropped_3,0.7953863554295266,0.4092272891409468,0.062204796049806374,0.05227838330426147,97607800
pickles_cropped_4,0.7855249072929912,0.42895018541401747,0.061344106159577916,0.051073063764040735,78289600
pickles_cropped_5,0.7845113070539986,0.4309773858920027,0.0634165397795042,0.05391383036678684,81448900
