strawberry_cropped_query (3854900),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.5797287359976945,0.07937776091463558,0.019085331292836943,2.1219412828264304,1227200
airplane_cropped_2,0.6271102157301538,0.06931750918426935,0.015752398322631752,2.2010275918211755,2342800
airplane_cropped_3,0.519426217106017,0.09723560241713536,0.02322091994523242,2.0513762927237256,1239100
airplane_cropped_4,0.5014695460469765,0.10410827111970486,0.02376887404038661,2.107575887465997,749300
airplane_cropped_5,0.4847479061688165,0.11070079292926938,0.023727399604801247,2.0292384139157678,2131300
ball_cropped_1,0.5196513338304384,0.09826610612757966,0.034394123402037,2.194897527344938,1007000
ball_cropped_2,0.505827890953749,0.10343464311527231,0.040645371011770855,2.4977648390510114,1000900
ball_cropped_3,0.812958365252336,0.036350156889887034,0.006821319236691429,2.2713914622167755,3143900
ball_cropped_4,0.6454215097052769,0.060159304177395796,0.023994165977366064,2.0960722728776986,0
ball_cropped_5,0.7223873789969303,0.05895221118856642,0.015417590272747876,2.3384711984555735,0
car_cropped_1,0.4814514840549727,0.11155054735217779,0.025862101538434275,2.117270920101923,0
car_cropped_2,0.5359254766688147,0.09338686512599556,0.019775679293374447,2.2029552969964517,0
car_cropped_3,0.43318586796847663,0.12882758047675588,0.03624201256160235,2.2179557105090226,0
car_cropped_4,0.5409594801554853,0.09148650936360433,0.02213540477566658,2.172907407010472,6392800
car_cropped_5,0.5094634610921257,0.10141460837894059,0.028183906904466424,2.1440214444297316,0
cat_cropped_1,0.6501825593081536,0.05919856740451705,0.012515301517462161,2.1256463768775045,2114500
cat_cropped_2,0.6478576298345815,0.05819573234337075,0.015435331863724136,2.0805159996638496,2837500
cat_cropped_3,0.6893072556116032,0.05228324388534416,0.01119279798068996,2.1596599252608817,3168700
cat_cropped_4,0.6125659083367133,0.0687978296673949,0.026192305323942223,2.0823120075812755,2003700
cat_cropped_5,0.7002294506681063,0.05181070398461703,0.008524227037692074,2.2087111612526487,3002700
dolphin_cropped_1,0.5922188464652983,0.07811131289392159,0.01907682982518009,2.1860372010559987,1315600
dolphin_cropped_2,0.6632915267802557,0.060833734541945905,0.010835554299297208,2.207562984097115,0
dolphin_cropped_3,0.7086333025198278,0.0660456151055446,0.019882523611577725,2.416635520393586,0
dolphin_cropped_4,0.6626653098538892,0.05773761531817797,0.02196428093274124,2.1366257346236157,0
dolphin_cropped_5,0.6814226065329311,0.05635424843643788,0.01031993268140593,2.1987185817894366,0
face_cropped_1,0.7735670142127505,0.04208629887298365,0.008033293789057021,2.257530638672846,8679500
face_cropped_2,0.7989414844235558,0.04161347028958167,0.008575985247368745,2.2949412357432606,2003800
face_cropped_3,0.7700626773516798,0.047566408011324286,0.011708208865672852,2.3032719848519543,1999600
face_cropped_4,0.8522688725203129,0.030025875011695867,0.005090672905674751,2.2776056222425742,1302900
face_cropped_5,0.8049317490381931,0.0378182565858668,0.007176462355155755,2.274615836615504,0
lotus_cropped_1,0.6584863214195928,0.05865804170466235,0.01753494742042136,2.1410020804808925,0
lotus_cropped_2,0.7284228804784121,0.04667207374835597,0.009746356384587158,2.2034164365631024,6516200
lotus_cropped_3,0.8248181043028698,0.05306518430587481,0.016492953456414924,2.458213817701397,0
lotus_cropped_4,0.7642032606226977,0.04126155813228019,0.009951059111036848,2.231630433740628,0
lotus_cropped_5,0.757252314794319,0.05032093852746027,0.012619112899339296,2.3083865275374236,0
pickles_cropped_1,0.8200190492596158,0.0670258772927624,0.02771768864972891,2.620949464399482,116095000
pickles_cropped_2,0.8118331590533551,0.05602815128056818,0.019652451088178032,2.4583894244889763,72966900
pickles_cropped_3,0.7877884319358767,0.06084850203394902,0.02164959089065343,2.480987955177741,123410100
pickles_cropped_4,0.7958639556792407,0.05685435690660128,0.01938275543447554,2.446215307927773,90344700
pickles_cropped_5,0.8011825213343046,0.06258529150462916,0.022777604986793296,2.527585281751684,104032400
