lotus_cropped_query (3854900),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.46160446163239205,0.088653898580628,0.03793940881228341,2.2566209470349254,1227200
airplane_cropped_2,0.4924022367728473,0.07860109252209098,0.0328290546019678,2.34572454668185,2342800
airplane_cropped_3,0.39662294119536584,0.11587273550550355,0.03475942357771411,2.1683233155079487,1239100
airplane_cropped_4,0.415383201609091,0.1068915209629512,0.03412820823778983,2.197187334827248,749300
airplane_cropped_5,0.3785345748432997,0.124787054786865,0.03844672800530991,2.1401621912895132,2131300
ball_cropped_1,0.44651759864358687,0.09382676912634617,0.030766841748258892,2.250810980061347,1007000
ball_cropped_2,0.6135338746803018,0.05308119671240361,0.02180303123329116,2.4967083199208764,1000900
ball_cropped_3,0.5869860657028384,0.05751001768948431,0.021824150690364086,2.450317909070557,3143900
ball_cropped_4,0.41516906897505557,0.10243539801172998,0.04900957755870095,2.3136953814959202,0
ball_cropped_5,0.6333536240047729,0.04909574468085107,0.014429629470329287,2.478081315918789,0
car_cropped_1,0.38521481171232075,0.11927821249454787,0.030205503269552784,2.203358633242782,0
car_cropped_2,0.4326241134751774,0.09758748364571435,0.03315434239024877,2.3100600125486057,0
car_cropped_3,0.36315751769279186,0.12603639983259246,0.03832916297621701,2.2717080501062807,0
car_cropped_4,0.44667567806320363,0.09360937507602755,0.03251085618132297,2.2872565834513647,6392800
car_cropped_5,0.394402537287845,0.11243855451967782,0.042512145151862746,2.293518727923051,0
cat_cropped_1,0.4934832817347648,0.07846161503048402,0.031286813483538845,2.2606791897877434,2114500
cat_cropped_2,0.4343293799545,0.09711643401466459,0.03979825346011218,2.266775259787602,2837500
cat_cropped_3,0.5010572272933371,0.07619760710647613,0.03380495704817235,2.3212144280994673,3168700
cat_cropped_4,0.4271650887836118,0.09967896437539556,0.049820185893546295,2.2727003318601593,2003700
cat_cropped_5,0.5222116816552974,0.07062998491500365,0.025542060106375192,2.33983518104074,3002700
dolphin_cropped_1,0.44946313713582453,0.09102592202568338,0.03848813478894397,2.3510808453186383,1315600
dolphin_cropped_2,0.5194694955520691,0.07126734288754816,0.028894015680989912,2.344979861085114,0
dolphin_cropped_3,0.6772335118789943,0.04370732222492157,0.010264011623819813,2.5435956893921983,0
dolphin_cropped_4,0.3791707436349539,0.1113267168756267,0.046875234751830946,2.3846731628071023,0
dolphin_cropped_5,0.5497010505567065,0.06326304047402886,0.021588412489464606,2.332377628814282,0
face_cropped_1,0.6036747468924335,0.052785184925967406,0.021908433127179303,2.4090593653802763,8679500
face_cropped_2,0.6129767914591226,0.052672238276249506,0.019440214385381075,2.459589000991938,2003800
face_cropped_3,0.6415941868789998,0.046568193390002684,0.015856026065395233,2.4484878552859635,1999600
face_cropped_4,0.5902989636785289,0.05736470571590471,0.022881410814641047,2.464421016189936,1302900
face_cropped_5,0.5937419738556956,0.055948825844793035,0.02107149539534285,2.439498677352116,0
lotus_cropped_1,0.4859804509300914,0.08055717294904963,0.04059753837163812,2.303867112653999,0
lotus_cropped_2,0.5126195840935345,0.07328766065547819,0.03288409540494445,2.386386149481462,6516200
lotus_cropped_3,0.7576807516975358,0.03557824721679183,0.010656782659640446,2.6025998226361557,0
lotus_cropped_4,0.5045767840544204,0.07539214608549147,0.03417039000744306,2.431903026000791,0
lotus_cropped_5,0.66596820169579,0.04144806123949461,0.015249961321312185,2.4393557593676176,0
pickles_cropped_1,0.8145877002936466,0.03951792598348482,0.009164777836627525,2.7742293276657293,116095000
pickles_cropped_2,0.7637050062677929,0.03538402571483282,0.009143302280940265,2.6078359094513646,72966900
pickles_cropped_3,0.8000299206805676,0.03083965485252918,0.007155338279740999,2.613445053391556,123410100
pickles_cropped_4,0.7624978868233105,0.03409668950041566,0.009113415205828156,2.5865917753837766,90344700
pickles_cropped_5,0.8110565882734411,0.03306040582805922,0.007589920490686504,2.6665788944595077,104032400
