face_query (20621700),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9012633798837937,0.03982010059021974,0.0062472243638831216,2.1835236356245185,3001700
airplane_2,0.8271213211835461,0.04422342102756881,0.007103734929084455,2.113849487521515,1484900
airplane_3,0.785150134132219,0.057364656301928954,0.01408867454914353,2.1399105346154763,0
airplane_4,0.7329580354103342,0.06603708286237016,0.01732012041638289,2.1175917895415606,6258300
airplane_5,0.8537531345038973,0.049177702709971696,0.012973030633874992,2.1831411259997378,2055800
ball_1,0.7256937408033712,0.05525989538683266,0.019780232724785348,2.0004471572711338,2999000
ball_2,0.6901164709345404,0.1012308479275269,0.036508147948867344,2.560077559227703,1694800
ball_3,0.9539321766385781,0.03316552998299953,0.005664133928985085,2.2013344979234253,4391500
ball_4,0.820842730961915,0.03944961546585163,0.012582627401893432,2.0601115221050486,2907600
ball_5,0.9354575353794309,0.057273342435487,0.01737252779594918,2.3428592987310153,0
car_1,0.6666320819770478,0.07276767363230359,0.02594569759003147,2.013005779250411,0
car_2,0.7458438855320526,0.050146680325000886,0.011848259066155652,2.004077164762339,7857500
car_3,0.8264839295289365,0.04160694794369658,0.008346605470591685,2.0917424999280856,1993400
car_4,0.7168943522222496,0.05335179689722931,0.01417171930980645,1.955392837777871,3013500
car_5,0.7536264916741666,0.047983589889297275,0.010834621754005909,1.9993460942110477,1373200
cat_1,0.8778662128215944,0.04238743586109527,0.01094914664296608,2.165407320749599,0
cat_2,0.7570060571107177,0.04496847041948272,0.01492889271040913,1.976086772283118,6717000
cat_3,0.8270305758008795,0.03979650974115919,0.011317839742847032,2.073634384606938,0
cat_4,0.7199998321272504,0.056702175357920034,0.02328520426108989,1.988833403098921,6709000
cat_5,0.8496959142696325,0.03653359247012383,0.005302073579965067,2.0978571134463673,2038000
dolphin_1,0.6949715932543286,0.06904073586915946,0.01993434362795629,2.053559834648061,3000700
dolphin_2,0.7648862619824544,0.05586673934921168,0.013543691812037302,2.089553448095831,1995000
dolphin_3,0.9679578285243795,0.062269303154361265,0.021054263672454037,2.4096072226713408,2110000
dolphin_4,0.7754400469658085,0.06341112486359973,0.017135696409163417,2.1955594086253005,2999400
dolphin_5,0.9182154479938378,0.030247346211269368,0.00789480332410831,2.1385428954712054,1563100
face_1,0.9385039805766473,0.021749172820421898,0.0032140925110774217,2.116003313755927,0
face_2,0.9556224120917921,0.03169158712666582,0.007837234044006429,2.1873573112728883,7316200
face_3,0.9551872801284097,0.040712593395023186,0.01061671129521643,2.2429037817371142,0
face_4,0.9567954311926496,0.029139239393808865,0.004332645582526555,2.1803333167379355,7031300
face_5,0.9425955233542375,0.028144684343946343,0.005053623431672421,2.158472939532343,0
lotus_1,0.8054534910802112,0.04938443161440632,0.016030501489748956,2.109716446563666,6809000
lotus_2,0.9152561505570249,0.02778778636580429,0.004641822962450818,2.1243691932930684,0
lotus_3,0.9872970868190842,0.0856812446823638,0.029015112824219275,2.6695696849734993,0
lotus_4,0.7798076362163439,0.046989802168938014,0.013663291171814152,2.042662638211976,10039300
lotus_5,0.943384617073796,0.03241448295744552,0.008970875750948373,2.1807689238999095,3550200
pickles_1,0.9575644191051459,0.11172172666158343,0.0419072027274446,3.2705512278398787,159543000
pickles_2,0.9322528372398122,0.11447773971661794,0.04285155450709137,3.4020864999243723,215944000
pickles_3,0.9735870493802286,0.10219836475053531,0.038788901898949076,2.9764959928537045,145076400
pickles_4,0.9879885373531236,0.10183313084303237,0.03856956895476377,2.9790805681359545,188725000
pickles_5,0.999574500583698,0.10776347885736991,0.04018394480108722,3.132339250277169,96380900
