car_query (20621700),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9756604574592692,0.0618559798786094,0.013759281750212808,2.055381997626676,3001700
airplane_2,0.9496178643348113,0.05165336783630173,0.011282067766103526,1.9759079579419137,1484900
airplane_3,0.9590461258862694,0.05360859613259182,0.010429849818987922,1.9891842674035982,0
airplane_4,0.9485467466700712,0.048709677419354835,0.009964769903744576,1.9521805690955252,6258300
airplane_5,0.9557956323813545,0.06505298130854953,0.014271747011478127,2.0440144301741685,2055800
ball_1,0.8365201188090604,0.05859951118631322,0.01329465102443155,1.862390500124018,2999000
ball_2,0.9834225140463988,0.10130791502162059,0.032952031743934296,2.3701533018016705,1694800
ball_3,0.93238928523966,0.07553821013837703,0.016812189992833224,2.105889755100204,4391500
ball_4,0.788791019760796,0.08605211505922167,0.022613040153210084,1.9719293894180991,2907600
ball_5,0.9460481740140991,0.093583358216383,0.022395851252781148,2.2292345972577428,0
car_1,0.862292641429179,0.04847715736040609,0.01373701770152289,1.8434859251244258,0
car_2,0.9374243923897504,0.02917089678510999,0.0054088379328853615,1.8533732344091867,7857500
car_3,0.9555118110236219,0.04631133671742809,0.009389521405373365,1.9535452261297932,1993400
car_4,0.8369807497467071,0.05121827411167512,0.013155937668964517,1.823168550689056,3013500
car_5,0.8573792190602251,0.05412859560067682,0.013567002162893792,1.8710734842897048,1373200
cat_1,0.9589289803288892,0.062470389170896784,0.013489728822016997,2.0387297275976524,0
cat_2,0.7507424783536721,0.08491491510811733,0.023734631511286564,1.8872772503598116,6717000
cat_3,0.8100368146382099,0.08224196277495771,0.02193519192763805,1.9867837341961194,0
cat_4,0.7308285089862046,0.0912778058309193,0.029635152858550912,1.893698707072621,6709000
cat_5,0.8541364813467244,0.0733766497461929,0.017029576259111258,2.001273312494003,2038000
dolphin_1,0.7758600086247657,0.0834707767348212,0.024371313701511046,1.927837944922614,3000700
dolphin_2,0.7901324475721684,0.08717829949238579,0.022730673967751396,1.9887390355531323,1995000
dolphin_3,0.9642251659078703,0.10075258226633332,0.02650974047617094,2.3048639382689786,2110000
dolphin_4,0.7401700462533024,0.10937613046268745,0.027983548593945567,2.140809704415411,2999400
dolphin_5,0.9537546605469011,0.06010428240488589,0.015589919148232574,2.0188993150783014,1563100
face_1,0.8920203907376072,0.07075527956208093,0.016303653013407624,2.0181217855236966,0
face_2,0.9680142288771729,0.06710871069972724,0.017134451084228817,2.0786738158251965,7316200
face_3,0.9390895079290409,0.0816981602456709,0.02012634729085676,2.1515298031559595,0
face_4,0.9163335318747943,0.07567749144335686,0.018320640481676954,2.0927614806617636,7031300
face_5,0.8787917264782473,0.08019858314274558,0.019454454498707,2.0818508134140705,0
lotus_1,0.7756868564366818,0.094807409541965,0.02539786794338919,2.0286977659425993,6809000
lotus_2,0.8950250295724232,0.07053929693704894,0.01861239637781655,2.0323651002005305,0
lotus_3,0.9894315832745076,0.1234820809408893,0.03310335346112807,2.5573587050416733,0
lotus_4,0.7535285027965697,0.09236778773231946,0.024597159155483706,1.96648809898658,10039300
lotus_5,0.9494489915485076,0.06911380457428318,0.016752392783865363,2.074598347551185,3550200
pickles_1,0.9595487968162546,0.14963723902226808,0.04493753361655438,3.1407206396341936,159543000
pickles_2,0.9469397501642228,0.1520697013536379,0.045833440381377176,3.2690674723460296,215944000
pickles_3,0.9974527811420181,0.13898571341590288,0.0412621076263657,2.8169469835409178,145076400
pickles_4,0.98863705504431,0.13977783731856316,0.04144859751879286,2.8421196833346953,188725000
pickles_5,0.9983862656342514,0.1457829239341789,0.04323425477552857,3.004047796525076,96380900
