ball_query (20621700),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8921975193964858,0.056848577269355535,0.012950858364424262,2.132526065487545,3001700
airplane_2,0.8352208478245372,0.05728964767865663,0.012675224825763508,2.059302295844211,1484900
airplane_3,0.7940493773880034,0.07031494403548422,0.021080084827363732,2.094017264190489,0
airplane_4,0.7277919751348303,0.08244829004700724,0.024023581728094857,2.078442111141469,6258300
airplane_5,0.853347735254173,0.06435148972480978,0.020696650542578424,2.133255890677112,2055800
ball_1,0.7746208142237441,0.05505453606917021,0.020306368386457083,1.958659986648034,2999000
ball_2,0.6833215218515076,0.11719483804361853,0.043740714419555585,2.5337395012666755,1694800
ball_3,0.9570026734694992,0.04762493437067443,0.011888686906377606,2.146415496667463,4391500
ball_4,0.8944204454391,0.0347339269583172,0.005803980987469671,2.002665381179146,2907600
ball_5,0.9655371231518309,0.06762601626016261,0.024337050235094825,2.2872445533921066,0
car_1,0.6403506106823844,0.09621747820088788,0.03132654120334199,1.9893778321347135,0
car_2,0.7237435389860333,0.07203328675781319,0.016591809203438883,1.966292242315607,7857500
car_3,0.8099303135888503,0.06096157814370022,0.013923862211469485,2.0544276814375886,1993400
car_4,0.7459118364522768,0.058745644599303135,0.014115105238914178,1.9169842580081673,3013500
car_5,0.7705148692784083,0.05788818337784538,0.011979451814337126,1.96314824311296,1373200
cat_1,0.8770936261697058,0.057643956804309684,0.01786955063055538,2.1196758964871827,0
cat_2,0.821529882675538,0.039761750197621466,0.008148668535680022,1.9229027569123809,6717000
cat_3,0.8893424832060682,0.038496144227851546,0.0054325660411922525,2.023939868568599,0
cat_4,0.7828766438999609,0.05204066864902007,0.016467447407978154,1.9289703313622737,6709000
cat_5,0.8200040040363921,0.059198709510904626,0.00955135286884819,2.06597895688159,2038000
dolphin_1,0.7324763105431903,0.07320914358385404,0.01550797417938524,2.005318079290766,3000700
dolphin_2,0.840638528138528,0.0509541231126597,0.008462784999835328,2.03598383593506,1995000
dolphin_3,0.9791877183020895,0.07583077643143168,0.028139554306025116,2.3570138166782537,2110000
dolphin_4,0.8965534314059205,0.051065621370499414,0.010011265088463402,2.1164742755128874,2999400
dolphin_5,0.8997135308145282,0.049560447229242376,0.015462843714967017,2.090880378326954,1563100
face_1,0.9422771352217488,0.03593986660748293,0.006899086774137283,2.0619986867180184,0
face_2,0.917360909767494,0.0546801731057044,0.015385486125973022,2.1483727333423253,7316200
face_3,0.9603174879589517,0.05483963119740253,0.01738993116969539,2.1950496942303257,0
face_4,0.9748121253541782,0.04041290629693402,0.008798842382481398,2.120407422826463,7031300
face_5,0.9571206824409141,0.04002590905029929,0.006524011516654603,2.107423627690734,0
lotus_1,0.8850352628810989,0.04456222834218361,0.009096244404634449,2.0537138772167807,6809000
lotus_2,0.9334057413207075,0.03859009457441513,0.007339431032506083,2.071686204231215,0
lotus_3,0.9971644361078763,0.09995492279278764,0.0360463568793476,2.617392704379513,0
lotus_4,0.8919328318680612,0.030496087658656888,0.006138813841411421,1.9740433324281565,10039300
lotus_5,0.9102697422323061,0.0544748631159781,0.016320378791678188,2.137100965518327,3550200
pickles_1,0.9366360760236717,0.12745147844255225,0.048946624238384744,3.244662985506804,159543000
pickles_2,0.913275022702328,0.13006067479674796,0.04986955747165538,3.3740610013694625,215944000
pickles_3,0.9814314136773239,0.11689347030379059,0.04594490233383568,2.9522208279961686,145076400
pickles_4,0.9727714556200155,0.11766637587679746,0.045677966211059184,2.9531254553620427,188725000
pickles_5,0.9786160864325295,0.12360600065934661,0.04725834051695768,3.1025990052099277,96380900
