airplane_query (20621700),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.8837821838866669,0.037261802344571014,0.00934816422562428,2.20600084703312,3001700
airplane_2,0.8400493889062232,0.03469568346623178,0.008675085852030688,2.1234555375320205,1484900
airplane_3,0.8924772209158927,0.025303749033376892,0.003736229137569688,2.14072382582285,0
airplane_4,0.8504223239972608,0.02960061817787496,0.005571738206091627,2.108970962725473,6258300
airplane_5,0.9000480107049404,0.03284684246065574,0.006337405952509371,2.1993510788276738,2055800
ball_1,0.6961752746799352,0.05818149704726598,0.019116740324021615,2.017690859777627,2999000
ball_2,0.8194071739625246,0.07822067072647741,0.027273036258564143,2.557759831213128,1694800
ball_3,0.8262975651173209,0.052907247071558965,0.0126525638928824,2.2610601607675935,4391500
ball_4,0.6600141737343569,0.07642884689303764,0.024124415048433125,2.134801921473334,2907600
ball_5,0.8689882473405506,0.061429011894090634,0.015265944387444315,2.3946676923541066,0
car_1,0.7158903881747556,0.0507877939803517,0.01568257838661239,2.004972873736929,0
car_2,0.7371627169202496,0.046514109562063186,0.009571093134905064,2.022996818061206,7857500
car_3,0.8245206805191893,0.03580930412719367,0.008862071159239968,2.1078119102373547,1993400
car_4,0.6854273494357951,0.05755819233785102,0.017754175049715056,1.9775347611290133,3013500
car_5,0.7029915678539781,0.0572145843773479,0.016180187204795894,2.0252852365017753,1373200
cat_1,0.8465998716758212,0.04298518965958785,0.008209483132596439,2.2077956788797652,0
cat_2,0.5939636335627057,0.08994130635112635,0.02623955170419544,2.053194890246898,6717000
cat_3,0.6633414550508271,0.07653842151612114,0.02285395191209333,2.1495496684896858,0
cat_4,0.6193420420822948,0.08201149386575202,0.032898083382635133,2.039335210309139,6709000
cat_5,0.679634548337884,0.07363942781446856,0.01567813039330191,2.175805335861081,2038000
dolphin_1,0.6625927290894976,0.07216227806844497,0.027529016319806338,2.0721450905880774,3000700
dolphin_2,0.6541351632804588,0.07880112645452725,0.024062026318546675,2.153469294721342,1995000
dolphin_3,0.9228488294716249,0.0620891525447355,0.018462728800257455,2.467968507535377,2110000
dolphin_4,0.6237949697135591,0.09145396038579046,0.028689900950935397,2.2930236696181154,2999400
dolphin_5,0.8407829823727623,0.0416343799683937,0.01003179121613255,2.1821069272747127,1563100
face_1,0.7602460312213105,0.05774203770299614,0.014837585323490051,2.17820163883688,0
face_2,0.867978619588298,0.043489800892250685,0.011473384059169972,2.239061889351414,7316200
face_3,0.8531255710107797,0.05348618007201933,0.014068665126009463,2.3179930500781376,0
face_4,0.7829601158469561,0.059618721678926,0.015406254053914898,2.2554552984954843,7031300
face_5,0.7489929495766837,0.06455626989206198,0.017691440291650744,2.2426914719331963,0
lotus_1,0.6733694570867624,0.07612268598716086,0.02695457324336411,2.1737778031375856,6809000
lotus_2,0.7331145693530358,0.06447301375306104,0.016990598466011062,2.204336997364447,0
lotus_3,0.9875357284001932,0.07935769618161256,0.024891803662751313,2.7174132561756004,0
lotus_4,0.6103771113176526,0.08840545528666702,0.02576943850500531,2.1331076724967093,10039300
lotus_5,0.8286618988232874,0.050272589236969915,0.011330350435221468,2.244964732497617,3550200
pickles_1,0.8440977691662181,0.10890813332668284,0.03697545964772438,3.3327991680286697,159543000
pickles_2,0.7989568860737262,0.11166432454184179,0.037895189967526055,3.4690508523893846,215944000
pickles_3,0.9313192072417505,0.09800062420148739,0.03342167769037353,3.000911782519804,145076400
pickles_4,0.9218944703951795,0.09877489956193801,0.03353546547521207,3.022672901924398,188725000
pickles_5,0.9289089893402038,0.1040104020066305,0.03519957941070247,3.1793296318486837,96380900
