cat_cropped_query (1154789300),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,10.459897577762604,51.08020496368408,0.9692384963855147,30.003298223018646,0
airplane_cropped_2,12.06474456191063,47.870511054992676,0.6909749386832118,26.481941640377045,0
airplane_cropped_3,9.63358362019062,52.732832193374634,0.9059328623116016,33.66039824485779,0
airplane_cropped_4,13.333753675222397,45.3324933052063,0.8394254576414824,22.943978309631348,0
airplane_cropped_5,10.535131350159645,50.929736971855164,0.7481604162603617,30.96589767932892,0
ball_cropped_1,8.547572180628777,54.90485608577728,0.9308581668883562,35.276863276958466,0
ball_cropped_2,10.595706284046173,50.80858635902405,5.54972942173481,28.341940462589264,0
ball_cropped_3,8.682181552052498,54.635637164115906,1.194695120677352,33.46491992473602,0
ball_cropped_4,10.621231809258461,50.75753593444824,0.7564103323966265,30.606617242097855,0
ball_cropped_5,9.853063568472862,52.29387426376343,4.643049828708172,30.593592405319214,0
car_cropped_1,5.566837385296822,60.86632490158081,0.9272314682602882,47.62243402004242,0
car_cropped_2,2.98513675481081,66.02972722053528,1.0233263596892357,64.58910918235779,0
car_cropped_3,4.347511999309063,63.304975271224976,0.9319431148469448,53.329094648361206,0
car_cropped_4,6.283355295658112,59.43328893184662,0.8333290386945009,45.73161321878433,0
car_cropped_5,5.5222973227500916,60.95540428161621,0.887683330103755,47.55218714475632,0
cat_cropped_1,11.675579905509949,48.64884042739868,0.8706022324040532,29.404501974582672,0
cat_cropped_2,15.801090836524963,40.39781737327576,0.5753824412822723,18.54263484477997,0
cat_cropped_3,7.011375725269318,57.97724783420563,1.0537020899355412,43.55400335788727,0
cat_cropped_4,17.119462698698044,37.7610747218132,0.45553973503410816,17.520860135555267,0
cat_cropped_5,13.877690851688385,44.24461853504181,0.8229694925248623,21.177844494581223,0
dolphin_cropped_1,9.530956730246544,52.938085436820984,0.8073039138689637,31.11765629053116,0
dolphin_cropped_2,6.045310325920582,59.90937852859497,1.5509502161294222,44.815364718437195,0
dolphin_cropped_3,6.26249136775732,59.475017070770264,7.383021965622902,48.24645400047302,0
dolphin_cropped_4,8.093240037560463,55.81351935863495,0.7881787847727537,35.97015035152435,0
dolphin_cropped_5,7.2123773992061615,57.575244426727295,6.818106643855572,45.852909088134766,0
face_cropped_1,10.82881574332714,50.342368364334106,0.805196788161993,28.51413521170616,0
face_cropped_2,9.777214333415031,52.445571064949036,0.8237156663089991,32.244734823703766,0
face_cropped_3,12.49281856417656,47.01436245441437,0.7520720958709717,24.164890706539154,0
face_cropped_4,10.073354288935661,51.853291630744934,0.8511035367846489,30.5488298535347,0
face_cropped_5,9.97555448114872,52.048890709877014,0.8678139904513955,29.79106068611145,0
lotus_cropped_1,11.558423340320587,48.883153200149536,0.7036871975287795,26.315516144037247,0
lotus_cropped_2,7.793266624212265,56.41346633434296,0.8966310955584049,38.53884118795395,0
lotus_cropped_3,7.894218489527702,56.21156144142151,9.193438217043877,41.26691275835037,0
lotus_cropped_4,8.032632529735565,55.93473505973816,0.818513466976583,37.33084446191788,0
lotus_cropped_5,8.459039479494095,55.08192157745361,1.0275418031960726,32.68724423646927,0
pickles_cropped_1,7.2005710154771805,57.598856925964355,3.7083649411797523,35.88302963972092,0
pickles_cropped_2,6.199035063385963,59.601930022239685,3.812879294157028,39.062563836574554,0
pickles_cropped_3,9.553691297769547,52.892616510391235,1.794646754860878,24.94103491306305,0
pickles_cropped_4,8.564746096730232,54.870508551597595,2.2208836898207664,28.006669223308563,0
pickles_cropped_5,6.763843446969986,58.47231364250183,2.809562038630247,33.26775544881821,0
