dolphin_query (1233253700),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,10.979633003473282,50.040732622146606,5.734734281897545,27.26378831267357,0
airplane_2,13.224209874868393,45.551581025123596,4.517604723572731,21.175976634025574,0
airplane_3,9.244336172938347,53.51132678985596,5.753757357597351,34.39661127328873,0
airplane_4,11.020942315459251,49.958115577697754,6.475846633315086,26.92132532596588,0
airplane_5,8.118978947401047,55.76204204559326,8.307402804493904,37.47859042882919,0
ball_1,15.354050368070602,41.29189896583557,0.8576947255060077,16.273380547761917,0
ball_2,7.972729176282883,56.05454123020172,15.308233052492142,35.288497030735016,0
ball_3,10.264316514134407,51.47136676311493,1.1426204647868872,27.540218234062195,0
ball_4,12.98462662100792,46.03074645996094,1.1552943233400583,21.59281834959984,0
ball_5,6.91980342566967,58.16039299964905,8.721405923366547,41.064905285835266,0
car_1,10.002382323145866,51.99523484706879,2.0430373568087816,27.69341230392456,0
car_2,11.245552882552147,49.50889348983765,1.0429825149476528,25.601075500249863,0
car_3,12.383619397878647,47.23276114463806,0.9514835961163044,23.37043195962906,0
car_4,11.52207562327385,48.95584976673126,0.9464687891304493,24.25807648897171,0
car_5,14.209302008152008,43.58139634132385,0.85541557893157,18.54464027285576,0
cat_1,11.832760721445084,48.334479212760925,1.575709257274866,25.937600195407867,0
cat_2,17.06099858880043,37.87800234556198,0.8170920582488179,14.352962493896484,0
cat_3,12.202794045209885,47.59441149234772,1.4613930601626635,22.731673270463943,0
cat_4,13.36611345410347,45.267773389816284,1.3393883313983679,20.4373816549778,0
cat_5,17.128224968910217,37.74354952573776,1.021245513111353,13.798467725515366,0
dolphin_1,16.86366218328476,38.27267587184906,0.9543713703751564,14.363973051309586,0
dolphin_2,8.710356518626213,54.57928645610809,1.4965323004871607,29.303813755512238,0
dolphin_3,4.442477747797966,63.11504411697388,10.414632812142372,57.53204309940338,0
dolphin_4,7.4676356837153435,57.06472861766815,4.557189770042896,38.09254264831543,0
dolphin_5,5.742049403488636,60.51590156555176,10.030384585261345,56.280436754226685,0
face_1,13.353627189993858,45.2927463054657,0.8912133295089006,21.805122762918472,0
face_2,11.78235213458538,48.43529498577118,0.9468592405319214,25.88477984070778,0
face_3,16.266527146100998,39.46694642305374,0.8596149235963821,15.103668242692947,0
face_4,9.762757956981659,52.47448444366455,1.0582869295030832,29.901815861463547,0
face_5,10.486581027507782,51.026837944984436,0.9554347172379494,27.390534311532974,0
lotus_1,14.955221056938171,42.08955776691437,0.8778474722057581,17.893611699342728,0
lotus_2,7.900919646024704,56.19815993309021,1.9246589839458466,36.03344613313675,0
lotus_3,6.363367050886154,59.273266315460205,21.14266473054886,49.44210696220398,0
lotus_4,15.988790601491928,40.022418677806854,0.8699549371376634,14.849253118038177,0
lotus_5,14.00829529762268,43.983409345149994,1.0509138964116573,16.615078315138817,0
pickles_1,4.063283689320087,63.8734325170517,5.402618892490864,43.124709606170654,0
pickles_2,2.526541333645582,66.94691705703735,8.141518235206604,56.406845688819885,0
pickles_3,7.273831412196159,57.452337980270386,4.860521197319031,29.14945340156555,0
pickles_4,5.953280344605446,60.09344005584717,4.7312136217951775,33.81760096549988,0
pickles_5,6.196858108043671,59.60628354549408,5.610295191407204,32.745581448078156,0
