face_query (20905600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.9921980412922279,0.022090264473577616,0.009358531778045806,2.4118919746776477,1999000
airplane_2,0.9534296023117893,0.023903089063769152,0.009672021185394633,2.3842118224341173,2614200
airplane_3,0.9463159283551756,0.03383359111019981,0.014792908368994407,2.452775578830162,0
airplane_4,0.936828961899572,0.02996807370522247,0.012328440322036817,2.4146490282158637,5890000
airplane_5,0.9696237447449102,0.03539153218195314,0.014217624334962329,2.4900528643734745,2127200
ball_1,0.7659148010105241,0.03662777200932182,0.024212008725883326,2.212489690145674,3007800
ball_2,0.9917011546812925,0.06823749709358565,0.03105771888155666,2.8605186248965695,2006400
ball_3,0.9441114520170675,0.026579916444067486,0.011876781544954237,2.3901854846887125,3260800
ball_4,0.8673747925226769,0.024764871700665055,0.011487492194058592,2.2853753795866987,2998100
ball_5,0.9699536652129808,0.03451621364189196,0.011399044325413814,2.482030719568897,468100
car_1,0.8377394855004348,0.04431581062464986,0.020215359846425685,2.409911526359608,0
car_2,0.8691359790387411,0.03405870326749941,0.01360359115235533,2.359896646715124,7063900
car_3,0.9160745318322923,0.026067924994629992,0.011803141950890128,2.355614912221412,2117700
car_4,0.8286930943677882,0.024122113486940128,0.009283341527308302,2.222364491829098,3029300
car_5,0.8441236425442996,0.02724678260033309,0.010170115299962366,2.2750064875296343,2127200
cat_1,0.987539542495915,0.03657310959956795,0.017123963683513925,2.508329717730094,3109800
cat_2,0.8818601687537447,0.022570702626684556,0.008527534873377448,2.2907305024395344,3018100
cat_3,0.9569908069022887,0.030215379514272504,0.01486306415372258,2.4309682539035866,460100
cat_4,0.7439763209937114,0.038942962204491144,0.026681992761007925,2.187190101325017,0
cat_5,0.962487606025765,0.04468085316351,0.023633942203027915,2.5578218635801955,7050000
dolphin_1,0.8261865994867296,0.03317778224579024,0.01138826953851287,2.2988647086274145,2086600
dolphin_2,0.9456776756482805,0.04227636139997764,0.0219767754406144,2.526006630727597,2010700
dolphin_3,0.9585587670554148,0.04451186504499277,0.01885239659579059,2.552782691023636,990300
dolphin_4,0.8521539344111863,0.032061700016910596,0.012312099204531298,2.322840800812671,3147900
dolphin_5,0.9540857619025244,0.026499681578946107,0.011923090337320186,2.403701387951687,2004300
face_1,0.8878956253661423,0.015819052218734253,0.008698946386711447,2.24998724750496,3565200
face_2,0.9675117838210162,0.017040989623715096,0.006767250397196451,2.3513324866490564,0
face_3,0.9778604966681533,0.021849801943867597,0.010151683600741075,2.3929082371201797,0
face_4,0.9728832489565387,0.0076052694176949355,0.0020419954705420107,2.303136308830887,9114000
face_5,0.9173625905611162,0.014033440933809937,0.006853538007834729,2.2775650320358216,2278800
lotus_1,0.7108252688320554,0.046496614135312794,0.029762415542604326,2.182664573814852,4885800
lotus_2,0.9563425319534163,0.02095925555730511,0.006812726799177238,2.368561980404088,1984100
lotus_3,0.9975517320508007,0.07162775184809546,0.03271474249551114,2.9062484066070895,2017400
lotus_4,0.7718522682183891,0.033119590454972175,0.019399737542764167,2.1907597629469864,1138600
lotus_5,0.8972064000717648,0.049974372842058655,0.025482422412251647,2.545578910222723,0
pickles_1,0.9991881684374008,0.09824311298891414,0.045992874401579203,4.184826169984091,126768500
pickles_2,0.9998311837396179,0.09897273950895352,0.046195037696317616,4.35267710745144,187281900
pickles_3,0.9987126727867469,0.09534783059989624,0.045229499369627425,3.8058196191767686,117248500
pickles_4,0.9993292834831268,0.09572701872246478,0.04532897603064878,3.8344883980955538,133700400
pickles_5,0.9995868792861273,0.09667749857105762,0.04551826490248719,3.9131116354304005,73213000
