car_query (20905600),intersection,norms1,norms2,bhattacharyya,Time
airplane_1,0.943278069065444,0.02178556597086453,0.007757808055069823,2.4563233271255474,1999000
airplane_2,0.9292971285295585,0.019838427973106375,0.007082055045211695,2.4261847121351736,2614200
airplane_3,0.9860187611947695,0.019628193554434105,0.005817355416661036,2.484249282485678,0
airplane_4,0.9661796103549507,0.016974510124993177,0.006050283893146306,2.446298439953109,5890000
airplane_5,0.9833731090739198,0.025266460463808437,0.00790280039659315,2.5300331280054293,2127200
ball_1,0.6268375251924999,0.0623341981575484,0.036992706293811524,2.2836199316238512,3007800
ball_2,0.99435365497825,0.05986704267719496,0.023138380580185147,2.909357246315434,2006400
ball_3,0.8800488981753252,0.02918706395011937,0.011729730866243229,2.4489332447760326,3260800
ball_4,0.7227773502019216,0.04675262267343486,0.024457512436664976,2.3522395705750667,2998100
ball_5,0.9447569984502253,0.029913008858365682,0.010207768955967462,2.535974178979657,468100
car_1,0.9517807122849139,0.016835871404399325,0.00720897574440419,2.4291064396816395,0
car_2,0.9629217649239897,0.008747884940778345,0.0023933350729190422,2.388059350822325,7063900
car_3,0.962824584345227,0.009407783417935703,0.0028646117234949623,2.391401528646438,2117700
car_4,0.7696734282837001,0.029813874788494087,0.017938176249248032,2.265656290314173,3029300
car_5,0.822319886987914,0.023756345177664975,0.011309738841056717,2.3090077168566054,2127200
cat_1,0.986941651423809,0.028461316916873668,0.012003768298609134,2.556811503560795,3109800
cat_2,0.7497508030372125,0.04166521909761763,0.02072290994585813,2.3518054328222346,3018100
cat_3,0.9757489510284322,0.019100471029405038,0.009809139624721352,2.474634442664828,460100
cat_4,0.6370914584000504,0.05813130642003525,0.038917392865621965,2.2512883616366595,0
cat_5,0.995063568201928,0.03249159616469261,0.015477683800494486,2.595451816702689,7050000
dolphin_1,0.7808694756640584,0.03447012449309475,0.016354074924038564,2.3346552825037827,2086600
dolphin_2,0.9757170488909284,0.030097292724196277,0.012370007027857687,2.553221270871436,2010700
dolphin_3,0.9666083965873352,0.035321194366576596,0.011887021240112768,2.5994280221986856,990300
dolphin_4,0.7112181556486147,0.051636326506797364,0.025222291835234233,2.39696970847863,3147900
dolphin_5,0.9603483599343834,0.01727478704167665,0.006789876907895278,2.4442691609225604,2004300
face_1,0.7270471273351176,0.0431321390237132,0.021715436339227866,2.312234820597139,3565200
face_2,0.8925149107647978,0.022388701838760038,0.008226266556400137,2.4013595142328406,0
face_3,0.8972531617423749,0.027084051149375066,0.009797579840486861,2.4473386720840993,0
face_4,0.8207371023520132,0.02960447412816608,0.013525584209120551,2.356036349123039,9114000
face_5,0.7466788440412157,0.04158773544560346,0.020397153000464623,2.3391641609616345,2278800
lotus_1,0.5632056812872264,0.07677661280192702,0.042939204509899874,2.264645088894813,4885800
lotus_2,0.8384817586850003,0.033553903795020545,0.012856697663701623,2.4259751336322988,1984100
lotus_3,0.9965696111994556,0.06349525671964716,0.024612544717544947,2.959225840751667,2017400
lotus_4,0.6183129525851202,0.06351494192434998,0.03284019144744817,2.2635676780681986,1138600
lotus_5,0.9105767471114671,0.04005064631605604,0.016647707513736773,2.581288403485907,0
pickles_1,0.9988351981927924,0.09005403164484244,0.03704932585137854,4.173077162809988,126768500
pickles_2,0.9995610777230063,0.09078273096446701,0.03728901723600382,4.343425221204448,187281900
pickles_3,0.9986915690619395,0.0871567465238343,0.036195994210536354,3.804968223500512,117248500
pickles_4,0.9993484468121805,0.08753545758825515,0.03633912586918326,3.8412946643838977,133700400
pickles_5,0.9993803189291909,0.0884881258383098,0.03656657230876488,3.9249181177983585,73213000
