strawberry_cropped_query (12302900),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.7399931585234268,0.043051786431385956,0.017962990304592072,2.209551240996772,0
airplane_cropped_2,0.789940640132658,0.039979040329671464,0.014377797570120471,2.294209376121759,0
airplane_cropped_3,0.7245660352357945,0.04894707184263437,0.017096448028876086,2.254218010332544,4662600
airplane_cropped_4,0.7572112524179919,0.04390251225759727,0.01520017070519932,2.2712698627528525,1049500
airplane_cropped_5,0.6651871142064905,0.060528035365364274,0.023835427138762875,2.2264830945772074,1982800
ball_cropped_1,0.7286428253465885,0.045516345803131235,0.02420480386137711,2.2085842182906776,998400
ball_cropped_2,0.9478054940203796,0.04333003165934333,0.018750991662020922,2.5265405052552734,2510500
ball_cropped_3,0.9097561843212209,0.028176259303342818,0.01163682096136821,2.3581527103515127,2674100
ball_cropped_4,0.57688744888704,0.07650542739541866,0.05656572893158335,2.060546470963714,1002800
ball_cropped_5,0.8415630290729105,0.03223150637812988,0.009820692003681354,2.3033342521751834,1997100
car_cropped_1,0.7421859133815657,0.04163277600777601,0.015770117924270292,2.214714913807541,1002400
car_cropped_2,0.7263843722387707,0.053014971493232366,0.02194233406261337,2.331098180987067,531100
car_cropped_3,0.6916839333251285,0.05564365646824418,0.02380004386992338,2.2595289935264202,0
car_cropped_4,0.6465433928226275,0.06367409098766882,0.026444057744711442,2.222830773445187,1718000
car_cropped_5,0.6642549238285798,0.06276390115234166,0.02725781683138023,2.294474891481486,522100
cat_cropped_1,0.8639310931220068,0.030942403189542778,0.009135883529161486,2.3260063745230415,2068800
cat_cropped_2,0.809670042120744,0.03241937779525102,0.012696019449920814,2.2505687263581056,2915600
cat_cropped_3,0.8768046974707318,0.04000828502973601,0.015564335578222142,2.41663309768324,2166900
cat_cropped_4,0.6437004924221927,0.06165250730468122,0.03488726617611532,2.1471428937250665,2872000
cat_cropped_5,0.8784445016739636,0.04985222376526725,0.023534391435113378,2.5133169195364675,2694100
dolphin_cropped_1,0.7742539481669914,0.044528703848019595,0.01446454494378624,2.3168183109140474,1587600
dolphin_cropped_2,0.8234890476276857,0.05667384997132005,0.023935485003692865,2.526546496719754,1075300
dolphin_cropped_3,0.8523371713352811,0.0423268316922841,0.013994525037654342,2.4097385388889765,1255500
dolphin_cropped_4,0.7295982701245032,0.04573109403288432,0.02128079663171992,2.211183312910668,1120900
dolphin_cropped_5,0.8191291731011168,0.03974307596431923,0.012102200870196004,2.3335495454792765,2706700
face_cropped_1,0.823458249654053,0.02950222888402236,0.01154342007454814,2.247847840720985,2441100
face_cropped_2,0.8741837521072015,0.023325050413472492,0.007412098757208569,2.278399315482057,2445500
face_cropped_3,0.9102254257298812,0.017923893984309942,0.0045725047040625745,2.290000640538672,2612400
face_cropped_4,0.8151443662048825,0.02988830416592243,0.012272124537024628,2.235430173321958,2251200
face_cropped_5,0.9188413187592841,0.021698551392079504,0.005675005434593259,2.3245380981712613,2466700
lotus_cropped_1,0.6179896113644374,0.06591671054614597,0.04641176372762054,2.1017690434202856,1040400
lotus_cropped_2,0.7474860380360755,0.03966781088624359,0.022203442885492735,2.1904082987014473,1005400
lotus_cropped_3,0.9680062948532606,0.042478775918466105,0.019900756922030267,2.5352988957536757,1998500
lotus_cropped_4,0.7359660987665718,0.03920422618002875,0.024849298430936882,2.15942781930454,1000000
lotus_cropped_5,0.8435494292649378,0.049293463423898204,0.022547631811228933,2.4623721752360894,2239600
pickles_cropped_1,0.9894333971842889,0.05927765242575748,0.029980145199708267,2.7367607009496093,88202200
pickles_cropped_2,0.9756836218605333,0.05246052487167467,0.026423871792968935,2.6440662831341153,51389800
pickles_cropped_3,0.9921000206918867,0.05310436246108215,0.02754415560845133,2.6624962948297592,96648600
pickles_cropped_4,0.9681054813097832,0.0517598928646793,0.025025384128497415,2.6205766359844787,79950800
pickles_cropped_5,0.9791128198506636,0.0545631636752001,0.02770047347952022,2.6701871685740852,79073400
