face_cropped_query (12302900),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.8429403332511182,0.025006677446868728,0.012060188174965214,2.161898422711617,0
airplane_cropped_2,0.9016993772366804,0.023321866200279658,0.009303743419613538,2.2404586256000485,0
airplane_cropped_3,0.8321419889468913,0.030764903085843398,0.011955179963335973,2.1952564858338195,4662600
airplane_cropped_4,0.8679827989322919,0.026122973664131167,0.009653486887530816,2.2128439812515666,1049500
airplane_cropped_5,0.7692509780042414,0.04160691863420279,0.017790050032423853,2.1657280566182298,1982800
ball_cropped_1,0.8176754545550013,0.030770167099369534,0.019318998487569995,2.1652256231811853,998400
ball_cropped_2,0.9867271800844915,0.045533201287054625,0.022038552457820708,2.481547506998384,2510500
ball_cropped_3,0.9168663812509704,0.03421027796826155,0.015691449135585074,2.324420992434474,2674100
ball_cropped_4,0.6222114858278697,0.06868921651529801,0.05232925734902224,2.022666119463615,1002800
ball_cropped_5,0.934527515742999,0.02051170436013498,0.004796944509663592,2.260742650832647,1997100
car_cropped_1,0.8373275353850996,0.025165508578250895,0.011643745180950888,2.1643417970243006,1002400
car_cropped_2,0.807747903285115,0.042663251812101774,0.017990425765650485,2.268056851647732,531100
car_cropped_3,0.7977404877905694,0.03721417403719492,0.019156679168792507,2.1970045553010324,0
car_cropped_4,0.7451863619711253,0.045073191914049425,0.021334553222811525,2.1585398734734493,1718000
car_cropped_5,0.7276924319495792,0.05485928832839698,0.02413833103047568,2.2284089021561746,522100
cat_cropped_1,0.9582253489635706,0.01980312996541094,0.009117467626868016,2.2749050931505215,2068800
cat_cropped_2,0.905388820377408,0.01817479023215525,0.007191841619194478,2.204851931149026,2915600
cat_cropped_3,0.9643411752564176,0.03288332376707442,0.017783897765047553,2.3643117773482936,2166900
cat_cropped_4,0.7376575806746996,0.042472648849803736,0.02989407564008231,2.09820735351901,2872000
cat_cropped_5,0.9509015085953411,0.04715182543112373,0.02648571093635181,2.460358684014954,2694100
dolphin_cropped_1,0.8777887552571716,0.03008293053328271,0.009690342673315491,2.2582340553896634,1587600
dolphin_cropped_2,0.9294832767963351,0.04908171427658511,0.02659314772950656,2.469403365923701,1075300
dolphin_cropped_3,0.9254960964171808,0.037217274755411284,0.015760217440603966,2.360925630280097,1255500
dolphin_cropped_4,0.8206200568002419,0.030670960682055857,0.016144998719932472,2.1653578286064348,1120900
dolphin_cropped_5,0.9115087500895825,0.028987567893303028,0.01295361856626087,2.2827839506403835,2706700
face_cropped_1,0.9258161786320421,0.01382181978813882,0.005722603109506937,2.203487046153856,2441100
face_cropped_2,0.9776806758180202,0.008832600816433592,0.0020563164616914592,2.2363938740013447,2445500
face_cropped_3,0.9674066651317695,0.013497694357506255,0.0049816921705149895,2.2483738193548164,2612400
face_cropped_4,0.9164653588852254,0.013964424862884819,0.00680818335602705,2.1941412043890405,2251200
face_cropped_5,0.9883424930718819,0.015661981809789095,0.006545699904626042,2.2830104681446652,2466700
lotus_cropped_1,0.6621004530408385,0.05967796585335622,0.04209237158567506,2.0641402383353884,1040400
lotus_cropped_2,0.8182344401785366,0.02911591161731783,0.01765540055788493,2.151467940573429,1005400
lotus_cropped_3,0.9909636463012064,0.04686839597605358,0.02335133988326303,2.4975153124409664,1998500
lotus_cropped_4,0.76955050748244,0.03755930092951455,0.021031798753634583,2.1270490508763276,1000000
lotus_cropped_5,0.9098735509538588,0.04640170639890143,0.025916883041974967,2.420152510014631,2239600
pickles_cropped_1,0.9994408560686396,0.06571858019673317,0.03381572664951216,2.697424460241273,88202200
pickles_cropped_2,0.9923906896955621,0.05803243047265741,0.030195678930777167,2.607261757340264,51389800
pickles_cropped_3,0.9992437583622875,0.05971008813833531,0.0313455279075908,2.6233223997518333,96648600
pickles_cropped_4,0.9989869289120604,0.05575180868033924,0.028670046316658055,2.5834024142259198,79950800
pickles_cropped_5,0.9948072396306291,0.06032152942484545,0.031522470573702374,2.6328602344901375,79073400
