lotus_cropped_query (12302900),intersection,norms1,norms2,bhattacharyya,Time
airplane_cropped_1,0.5424933233436504,0.05659568252816871,0.032973881922925496,2.405477541943169,0
airplane_cropped_2,0.6026893951436751,0.045035135406482435,0.02304339120806459,2.4821756110235533,0
airplane_cropped_3,0.5541424766644469,0.054230639477981346,0.02495433469695346,2.4318672091440754,4662600
airplane_cropped_4,0.5821799915131618,0.048445180335929025,0.02441137933646823,2.454356203995943,1049500
airplane_cropped_5,0.5187934080051386,0.062326148343571995,0.03609433424948411,2.4084163060190606,1982800
ball_cropped_1,0.5380174987861186,0.05764322162455369,0.04055008289997133,2.4132517818302497,998400
ball_cropped_2,0.9248017647064498,0.011238681945539019,0.002919969930851834,2.7240161978575856,2510500
ball_cropped_3,0.7364383129647677,0.024363472590385085,0.01030956699938681,2.564799649420315,2674100
ball_cropped_4,0.39558879779038125,0.10192922993076312,0.07358723760149671,2.278071358504965,1002800
ball_cropped_5,0.6396263385737069,0.038471133507527684,0.024913715576906983,2.503253826050476,1997100
car_cropped_1,0.5324373741227046,0.058955481652850084,0.025942548331170094,2.4022902092236684,1002400
car_cropped_2,0.5680833702266552,0.052279042760565726,0.02609041041116479,2.49912455961423,531100
car_cropped_3,0.5300050126843406,0.059780431647829424,0.030458740540347334,2.433164128619356,0
car_cropped_4,0.4913139151692735,0.06934714654221431,0.034387068062955196,2.3960716711049588,1718000
car_cropped_5,0.528485312959908,0.060229360862696646,0.029364717827473755,2.459296628470069,522100
cat_cropped_1,0.6828648142874578,0.03127037451785492,0.013315675468817838,2.5217556958880523,2068800
cat_cropped_2,0.5880909284505279,0.047220437742958137,0.027729026619601485,2.455908468564326,2915600
cat_cropped_3,0.8003132816969742,0.017514572893341157,0.005341924630762994,2.6089187339789794,2166900
cat_cropped_4,0.4741346147010167,0.07435944129551413,0.05109784156123722,2.3481828917438756,2872000
cat_cropped_5,0.8642062956252007,0.016706492885956346,0.006258534587039374,2.701388478572742,2694100
dolphin_cropped_1,0.5995937258806168,0.04612936313365884,0.0218573738207478,2.4995639097172884,1587600
dolphin_cropped_2,0.823107260210833,0.021613127073712466,0.007372002061939613,2.7052654463042227,1075300
dolphin_cropped_3,0.763920314555691,0.02223200168177621,0.00839786912855718,2.597141025174837,1255500
dolphin_cropped_4,0.5389144882714129,0.05749745661609177,0.037234191491497766,2.4154315823309327,1120900
dolphin_cropped_5,0.6804508202334771,0.03176043889684382,0.011160893287507521,2.5228073402823576,2706700
face_cropped_1,0.5923980242283473,0.04630414411471941,0.02683212385169905,2.4518563298164624,2441100
face_cropped_2,0.6345133909696092,0.03871793330378833,0.0215851729685257,2.4824683473924787,2445500
face_cropped_3,0.6506817322800107,0.03611661266922996,0.01756728077443236,2.495393707233553,2612400
face_cropped_4,0.5830029402355843,0.04802478493078525,0.028255578202703774,2.440163688776207,2251200
face_cropped_5,0.6939116667957865,0.02980453934947676,0.01556498490832382,2.5267733917175987,2466700
lotus_cropped_1,0.42532071300397006,0.09001651461494743,0.06342263813618977,2.314838149780606,1040400
lotus_cropped_2,0.5291601184953939,0.05969939514440657,0.039043246039947,2.3965139346967375,1005400
lotus_cropped_3,0.9590384272025712,0.008508318518377926,0.0022879539484554736,2.7363982592909384,1998500
lotus_cropped_4,0.493858488516292,0.06870388206811187,0.042376517755208225,2.376834534545586,1000000
lotus_cropped_5,0.792743318549347,0.022000096146232762,0.0088508969038955,2.655020668314365,2239600
pickles_cropped_1,0.9593139512380006,0.026803362829132087,0.01246709341218927,2.934155199218153,88202200
pickles_cropped_2,0.9479701466269557,0.02024272429046589,0.008917599936207563,2.843007057355268,51389800
pickles_cropped_3,0.9579216922345489,0.021398382191194627,0.010024654635171496,2.8624722478756532,96648600
pickles_cropped_4,0.9633630905383622,0.017156263769318184,0.0073824486616408235,2.820913211200247,79950800
pickles_cropped_5,0.9435443731970427,0.022983664716069937,0.010279924042120579,2.8694579109926024,79073400
